lep_pt	genWeights	sumWeight	N_exp
138.34201	2.8689086	23430.375	29118
89.220245	-2.8689086	23430.375	29118
53.058277	2.8689086	23430.375	29118
97.87889	-2.8689086	23430.375	29118
66.04417	2.8689086	23430.375	29118
92.884315	2.8689086	23430.375	29118
51.50259	2.8689086	23430.375	29118
142.63043	-2.8689086	23430.375	29118
166.77634	2.8689086	23430.375	29118
64.7096	2.8689086	23430.375	29118
122.98103	2.8689086	23430.375	29118
125.1565	2.8689086	23430.375	29118
151.12408	2.8689086	23430.375	29118
130.26073	2.8689086	23430.375	29118
92.29094	-2.8689086	23430.375	29118
71.56753	2.8689086	23430.375	29118
41.09444	2.8689086	23430.375	29118
56.302174	2.8689086	23430.375	29118
105.428925	2.8689086	23430.375	29118
44.224728	2.8689086	23430.375	29118
27.46559	2.8689086	23430.375	29118
123.6301	-2.8689086	23430.375	29118
49.893505	2.8689086	23430.375	29118
105.59441	2.8689086	23430.375	29118
80.16021	2.8689086	23430.375	29118
119.81789	2.8689086	23430.375	29118
107.32075	2.8689086	23430.375	29118
19.871267	2.8689086	23430.375	29118
20.97594	2.8689086	23430.375	29118
61.90623	2.8689086	23430.375	29118
135.24405	2.8689086	23430.375	29118
113.188324	-2.8689086	23430.375	29118
85.20053	2.8689086	23430.375	29118
76.17656	-2.8689086	23430.375	29118
95.6311	2.8689086	23430.375	29118
51.039867	2.8689086	23430.375	29118
81.00371	-2.8689086	23430.375	29118
78.5279	2.8689086	23430.375	29118
108.51204	-2.8689086	23430.375	29118
47.745735	-2.8689086	23430.375	29118
96.95814	2.8689086	23430.375	29118
44.368477	2.8689086	23430.375	29118
102.730576	2.8689086	23430.375	29118
160.60516	2.8689086	23430.375	29118
105.331474	2.8689086	23430.375	29118
100.14551	2.8689086	23430.375	29118
105.04299	2.8689086	23430.375	29118
194.70242	-2.8689086	23430.375	29118
88.31721	-2.8689086	23430.375	29118
72.423454	2.8689086	23430.375	29118
83.15769	2.8689086	23430.375	29118
42.36835	2.8689086	23430.375	29118
179.04565	2.8689086	23430.375	29118
18.941235	-2.8689086	23430.375	29118
91.62147	2.8689086	23430.375	29118
113.20867	-2.8689086	23430.375	29118
36.417892	2.8689086	23430.375	29118
53.598347	-2.8689086	23430.375	29118
38.76762	2.8689086	23430.375	29118
133.44301	-2.8689086	23430.375	29118
96.68202	2.8689086	23430.375	29118
67.092026	2.8689086	23430.375	29118
91.995544	2.8689086	23430.375	29118
90.28941	2.8689086	23430.375	29118
96.89959	2.8689086	23430.375	29118
67.82598	2.8689086	23430.375	29118
276.58478	2.8689086	23430.375	29118
30.826036	-2.8689086	23430.375	29118
116.75696	2.8689086	23430.375	29118
136.58705	2.8689086	23430.375	29118
