AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
423.0	459.0	-0.49554962	80409.86	35563
449.25	425.0	-0.49554962	80409.86	35563
266.0	278.0	0.49554962	80409.86	35563
207.625	150.5	0.49554962	80409.86	35563
421.75	427.0	0.49554962	80409.86	35563
503.25	432.0	0.49554962	80409.86	35563
225.125	178.5	0.49554962	80409.86	35563
771.0	162.5	0.49554962	80409.86	35563
574.5	582.0	-0.49554962	80409.86	35563
384.25	390.0	0.49554962	80409.86	35563
249.5	251.5	0.49554962	80409.86	35563
760.5	760.0	0.49554962	80409.86	35563
463.5	496.0	-0.49554962	80409.86	35563
650.5	69.0	0.49554962	80409.86	35563
464.25	508.0	0.49554962	80409.86	35563
428.0	453.0	0.49554962	80409.86	35563
343.25	366.0	-0.49554962	80409.86	35563
454.0	403.0	0.49554962	80409.86	35563
446.25	445.0	-0.49554962	80409.86	35563
506.25	384.0	-0.49554962	80409.86	35563
630.0	650.0	0.49554962	80409.86	35563
521.5	526.0	0.49554962	80409.86	35563
282.0	347.0	0.49554962	80409.86	35563
437.75	424.0	0.49554962	80409.86	35563
383.0	420.0	-0.49554962	80409.86	35563
210.875	212.5	0.49554962	80409.86	35563
583.0	598.0	0.49554962	80409.86	35563
721.5	498.0	0.49554962	80409.86	35563
304.25	383.0	0.49554962	80409.86	35563
426.5	181.0	0.49554962	80409.86	35563
636.0	642.0	0.49554962	80409.86	35563
277.25	230.5	-0.49554962	80409.86	35563
342.75	312.0	0.49554962	80409.86	35563
272.5	273.0	-0.49554962	80409.86	35563
482.75	287.0	0.49554962	80409.86	35563
240.25	212.0	-0.49554962	80409.86	35563
461.0	447.0	0.49554962	80409.86	35563
413.0	427.0	-0.49554962	80409.86	35563
308.0	235.0	-0.49554962	80409.86	35563
241.875	238.0	0.49554962	80409.86	35563
327.5	367.0	0.49554962	80409.86	35563
316.75	257.0	0.49554962	80409.86	35563
368.75	387.0	0.49554962	80409.86	35563
812.5	836.0	-0.49554962	80409.86	35563
280.75	345.0	0.49554962	80409.86	35563
294.25	336.0	-0.49554962	80409.86	35563
261.25	22.0	0.49554962	80409.86	35563
352.0	229.5	-0.49554962	80409.86	35563
244.75	202.5	-0.49554962	80409.86	35563
335.5	359.0	-0.49554962	80409.86	35563
401.75	420.0	-0.49554962	80409.86	35563
458.25	426.0	-0.49554962	80409.86	35563
500.5	472.0	0.49554962	80409.86	35563
227.125	333.0	0.49554962	80409.86	35563
441.0	412.0	0.49554962	80409.86	35563
243.5	292.0	0.49554962	80409.86	35563
418.0	428.0	0.49554962	80409.86	35563
481.0	436.0	0.49554962	80409.86	35563
499.75	506.0	0.49554962	80409.86	35563
428.75	401.0	0.49554962	80409.86	35563
252.0	240.5	0.49554962	80409.86	35563
475.75	97.25	0.49554962	80409.86	35563
735.5	610.0	0.49554962	80409.86	35563
595.5	588.0	0.49554962	80409.86	35563
543.5	480.0	0.49554962	80409.86	35563
324.0	335.0	0.49554962	80409.86	35563
477.0	479.0	0.49554962	80409.86	35563
331.25	302.0	-0.49554962	80409.86	35563
412.5	382.0	-0.49554962	80409.86	35563
416.75	480.0	0.49554962	80409.86	35563
403.75	414.0	0.49554962	80409.86	35563
288.5	219.0	-0.49554962	80409.86	35563
214.625	114.0	0.49554962	80409.86	35563
608.0	680.0	0.49554962	80409.86	35563
413.5	415.0	0.49554962	80409.86	35563
311.5	387.0	0.49554962	80409.86	35563
337.0	349.0	0.49554962	80409.86	35563
476.25	478.0	0.49554962	80409.86	35563
341.75	379.0	-0.49554962	80409.86	35563
763.5	718.0	0.49554962	80409.86	35563
403.0	399.0	0.49554962	80409.86	35563
650.5	652.0	0.49554962	80409.86	35563
562.0	546.0	-0.49554962	80409.86	35563
311.25	221.5	0.49554962	80409.86	35563
389.0	392.0	0.49554962	80409.86	35563
331.25	431.0	0.49554962	80409.86	35563
420.25	369.0	0.49554962	80409.86	35563
520.0	491.0	0.49554962	80409.86	35563
