AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	genWeights	sumWeight	signal
27.109375	245.0	27.109375	4.488975e-06	0.14428711	0.9494953338287502	5244000.0	997312.0	False
40.78125	245.375	40.78125	1.4947727e-06	0.2524414	1.5549224890385034	5244000.0	997312.0	False
33.59375	214.0	33.59375	3.7819147e-05	0.8256836	1.3283312488427867	5244000.0	997312.0	False
29.234375	176.5	29.234375	0.00064468384	0.09674072	2.1780439938745246	5244000.0	997312.0	False
43.6875	177.5	43.6875	0.0014638901	0.06915283	4.08360433967438	5244000.0	997312.0	False
31.28125	176.0	31.28125	0.00015723705	0.0993042	6.540801877440458	5244000.0	997312.0	False
90.0	175.125	90.0	1.270324e-06	0.6166992	0.6063552638104994	5244000.0	997312.0	False
38.90625	170.125	125.09375	-10.0	0.39868164	2.5789163800371426	5244000.0	997312.0	False
39.46875	195.875	39.46875	0.00018286705	0.08380127	1.1491475402087588	5244000.0	997312.0	False
25.5	319.0	25.5	1.2986362e-05	0.086120605	0.5682449578467441	5244000.0	997312.0	False
37.34375	177.75	37.34375	1.8468127e-06	0.04901123	1.3210671729477355	5244000.0	997312.0	False
47.0625	173.625	47.0625	-10.0	0.103149414	2.4601344434219783	5244000.0	997312.0	False
82.375	218.625	82.375	0.005126953	0.20825195	3.773099369248314	5244000.0	997312.0	False
59.84375	178.5	59.84375	1.7046928e-05	0.0758667	2.2894760486451418	5244000.0	997312.0	False
37.625	212.375	37.625	0.00040364265	0.11810303	1.3117538382851706	5244000.0	997312.0	False
136.625	187.125	136.625	4.399568e-06	0.06652832	4.577498003131581	5244000.0	997312.0	False
105.9375	180.875	105.9375	0.006828308	0.049560547	2.96497644350805	5244000.0	997312.0	False
46.21875	444.5	46.21875	0.00014483929	0.059173584	0.32783158617212393	5244000.0	997312.0	False
25.71875	172.875	59.5	0.00024342537	0.99902344	1.0892811809688254	5244000.0	997312.0	False
27.90625	270.0	27.90625	1.3057142e-06	0.0715332	0.9859052606297638	5244000.0	997312.0	False
37.0	203.875	37.0	6.741285e-05	0.07067871	2.513512974401607	5244000.0	997312.0	False
37.40625	172.5	81.28125	-10.0	0.20471191	0.5104398485354977	5244000.0	997312.0	False
57.5	181.125	57.5	0.0005068779	0.13586426	1.832000781308892	5244000.0	997312.0	False
25.703125	190.125	25.703125	2.0978041e-07	0.47021484	1.1686760362054116	5244000.0	997312.0	False
