lep_pt	AK8_pt	LHE_dd	LHES_dd	LHE_dm	LHES_dm	LHE_md	LHES_md	LHE_um	LHES_um	LHE_mu	LHES_mu	LHE_uu	LHES_uu	genWeights	sumWeight	N_exp
388.45117	397.25	1.5012817	1.093803882598877	1.2827759	1.0777976512908936	1.1703491	1.0269129276275635	0.86361694	0.9780581593513489	0.795105	0.9177707433700562	0.6866455	0.8910935521125793	-0.49554962	209709.69	35563
82.54122	219.5	1.3109741	1.093803882598877	1.2877197	1.0777976512908936	1.0198364	1.0269129276275635	0.9803772	0.9780581593513489	0.7946472	0.9177707433700562	0.7779236	0.8910935521125793	0.49554962	209709.69	35563
89.26175	551.0	1.289978	1.093803882598877	1.1448975	1.0777976512908936	1.1276855	1.0269129276275635	0.89385986	0.9780581593513489	0.8800049	0.9177707433700562	0.78604126	0.8910935521125793	0.49554962	209709.69	35563
321.60953	531.5	1.248291	1.093803882598877	1.2458496	1.0777976512908936	1.0068359	1.0269129276275635	0.9859009	0.9780581593513489	0.81799316	0.9177707433700562	0.8036499	0.8910935521125793	0.49554962	209709.69	35563
155.71191	240.625	1.1430054	1.093803882598877	1.0460815	1.0777976512908936	1.0960083	1.0269129276275635	0.9164734	0.9780581593513489	0.93844604	0.9177707433700562	0.8583374	0.8910935521125793	0.49554962	209709.69	35563
96.96322	541.5	1.1738892	1.093803882598877	1.2454224	1.0777976512908936	0.95025635	1.0269129276275635	1.0328369	0.9780581593513489	0.8189087	0.9177707433700562	0.8412781	0.8910935521125793	0.49554962	209709.69	35563
170.80875	419.25	1.3953857	1.093803882598877	1.291626	1.0777976512908936	1.0803223	1.0269129276275635	0.92907715	0.9780581593513489	0.7904968	0.9177707433700562	0.73443604	0.8910935521125793	0.49554962	209709.69	35563
476.88205	578.0	1.3930054	1.093803882598877	1.2793579	1.0777976512908936	1.0888062	1.0269129276275635	0.92266846	0.9780581593513489	0.7969055	0.9177707433700562	0.73526	0.8910935521125793	-0.49554962	209709.69	35563
95.91091	413.25	1.4873047	1.093803882598877	1.310791	1.0777976512908936	1.1346436	1.0269129276275635	0.8883362	0.9780581593513489	0.78082275	0.9177707433700562	0.69363403	0.8910935521125793	-0.49554962	209709.69	35563
223.4718	347.5	1.1578369	1.093803882598877	1.0217896	1.0777976512908936	1.1315308	1.0269129276275635	0.89230347	0.9780581593513489	0.9540405	0.9177707433700562	0.85165405	0.8910935521125793	0.49554962	209709.69	35563
286.9698	382.25	1.0325317	1.093803882598877	1.1408691	1.0777976512908936	0.92523193	1.0269129276275635	1.0689087	0.9780581593513489	0.8826904	0.9177707433700562	0.93084717	0.8910935521125793	0.49554962	209709.69	35563
222.00223	612.0	1.5128784	1.093803882598877	1.2866211	1.0777976512908936	1.1759033	1.0269129276275635	0.86050415	0.9780581593513489	0.79312134	0.9177707433700562	0.6824951	0.8910935521125793	-0.49554962	209709.69	35563
289.1398	620.5	1.4174805	1.093803882598877	1.2797852	1.0777976512908936	1.107605	1.0269129276275635	0.90856934	0.9780581593513489	0.7966919	0.9177707433700562	0.7238159	0.8910935521125793	0.49554962	209709.69	35563
184.61967	331.25	1.359314	1.093803882598877	1.2747803	1.0777976512908936	1.0679932	1.0269129276275635	0.9405823	0.9780581593513489	0.8013611	0.9177707433700562	0.7527466	0.8910935521125793	0.49554962	209709.69	35563
55.11097	330.25	1.4172363	1.093803882598877	1.2941895	1.0777976512908936	1.0950928	1.0269129276275635	0.9168091	0.9780581593513489	0.7892151	0.9177707433700562	0.72354126	0.8910935521125793	0.49554962	209709.69	35563
310.47345	589.0	1.2752686	1.093803882598877	1.2576294	1.0777976512908936	1.0169678	1.0269129276275635	0.98043823	0.9780581593513489	0.8109131	0.9177707433700562	0.79330444	0.8910935521125793	0.49554962	209709.69	35563
