AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
461.25	363.0	0.49554962	225503.86	35563
387.0	387.0	0.49554962	225503.86	35563
555.5	562.0	0.49554962	225503.86	35563
295.25	315.0	0.49554962	225503.86	35563
404.25	428.0	0.49554962	225503.86	35563
644.5	580.0	0.49554962	225503.86	35563
421.25	406.0	0.49554962	225503.86	35563
413.0	335.0	0.49554962	225503.86	35563
229.0	232.0	0.49554962	225503.86	35563
490.75	431.0	0.49554962	225503.86	35563
368.25	314.0	-0.49554962	225503.86	35563
495.5	453.0	0.49554962	225503.86	35563
291.75	318.0	0.49554962	225503.86	35563
545.5	167.5	0.49554962	225503.86	35563
213.875	250.0	0.49554962	225503.86	35563
570.5	590.0	0.49554962	225503.86	35563
361.75	388.0	0.49554962	225503.86	35563
343.25	371.0	0.49554962	225503.86	35563
211.375	197.0	-0.49554962	225503.86	35563
216.625	184.5	0.49554962	225503.86	35563
561.5	516.0	0.49554962	225503.86	35563
394.25	375.0	0.49554962	225503.86	35563
1051.0	1072.0	-0.49554962	225503.86	35563
286.75	266.0	0.49554962	225503.86	35563
315.5	343.0	0.49554962	225503.86	35563
263.0	334.0	0.49554962	225503.86	35563
292.25	251.5	0.49554962	225503.86	35563
479.25	444.0	0.49554962	225503.86	35563
332.25	122.75	0.49554962	225503.86	35563
367.75	349.0	-0.49554962	225503.86	35563
819.5	828.0	0.49554962	225503.86	35563
335.5	383.0	-0.49554962	225503.86	35563
503.25	461.0	-0.49554962	225503.86	35563
371.75	435.0	0.49554962	225503.86	35563
328.5	326.0	0.49554962	225503.86	35563
237.75	291.0	-0.49554962	225503.86	35563
305.25	279.0	-0.49554962	225503.86	35563
316.0	253.0	-0.49554962	225503.86	35563
256.25	241.5	0.49554962	225503.86	35563
273.5	299.0	-0.49554962	225503.86	35563
314.25	446.0	-0.49554962	225503.86	35563
414.75	345.0	-0.49554962	225503.86	35563
311.25	308.0	0.49554962	225503.86	35563
275.25	287.0	0.49554962	225503.86	35563
246.25	269.0	0.49554962	225503.86	35563
596.0	572.0	0.49554962	225503.86	35563
671.0	562.0	0.49554962	225503.86	35563
356.75	381.0	-0.49554962	225503.86	35563
257.0	307.0	0.49554962	225503.86	35563
464.0	556.0	0.49554962	225503.86	35563
241.625	193.0	-0.49554962	225503.86	35563
1022.5	1036.0	0.49554962	225503.86	35563
372.5	338.0	-0.49554962	225503.86	35563
440.0	421.0	-0.49554962	225503.86	35563
462.25	488.0	0.49554962	225503.86	35563
323.25	326.0	0.49554962	225503.86	35563
