AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
210.0	154.0	0.49554962	208729.48	35563
296.5	185.5	0.49554962	208729.48	35563
387.25	125.5	0.49554962	208729.48	35563
335.25	302.0	0.49554962	208729.48	35563
1001.0	912.0	0.49554962	208729.48	35563
1510.0	1432.0	0.49554962	208729.48	35563
400.25	427.0	0.49554962	208729.48	35563
637.0	632.0	0.49554962	208729.48	35563
517.5	257.0	0.49554962	208729.48	35563
726.0	702.0	0.49554962	208729.48	35563
310.75	263.0	-0.49554962	208729.48	35563
420.5	443.0	-0.49554962	208729.48	35563
309.5	320.0	0.49554962	208729.48	35563
700.0	632.0	0.49554962	208729.48	35563
458.25	414.0	-0.49554962	208729.48	35563
478.0	511.0	-0.49554962	208729.48	35563
436.5	432.0	0.49554962	208729.48	35563
245.25	185.0	-0.49554962	208729.48	35563
567.0	508.0	0.49554962	208729.48	35563
383.75	375.0	0.49554962	208729.48	35563
342.25	371.0	-0.49554962	208729.48	35563
328.5	316.0	0.49554962	208729.48	35563
390.25	123.75	0.49554962	208729.48	35563
461.0	397.0	0.49554962	208729.48	35563
381.25	398.0	-0.49554962	208729.48	35563
425.5	364.0	0.49554962	208729.48	35563
339.5	266.0	-0.49554962	208729.48	35563
230.625	264.0	0.49554962	208729.48	35563
528.0	349.0	0.49554962	208729.48	35563
329.0	227.0	0.49554962	208729.48	35563
457.75	114.5	0.49554962	208729.48	35563
249.25	255.0	0.49554962	208729.48	35563
317.25	335.0	-0.49554962	208729.48	35563
678.0	784.0	0.49554962	208729.48	35563
374.5	409.0	-0.49554962	208729.48	35563
372.75	361.0	-0.49554962	208729.48	35563
204.125	163.0	0.49554962	208729.48	35563
489.75	496.0	0.49554962	208729.48	35563
217.75	246.5	0.49554962	208729.48	35563
342.5	333.0	0.49554962	208729.48	35563
236.875	291.0	-0.49554962	208729.48	35563
673.0	650.0	0.49554962	208729.48	35563
411.5	445.0	0.49554962	208729.48	35563
400.25	389.0	-0.49554962	208729.48	35563
495.25	467.0	0.49554962	208729.48	35563
407.0	456.0	0.49554962	208729.48	35563
388.0	289.0	-0.49554962	208729.48	35563
385.25	446.0	-0.49554962	208729.48	35563
640.0	726.0	0.49554962	208729.48	35563
434.5	199.5	0.49554962	208729.48	35563
480.25	486.0	-0.49554962	208729.48	35563
383.75	355.0	-0.49554962	208729.48	35563
319.25	323.0	0.49554962	208729.48	35563
583.0	608.0	0.49554962	208729.48	35563
306.25	400.0	-0.49554962	208729.48	35563
875.0	872.0	0.49554962	208729.48	35563
321.75	494.0	0.49554962	208729.48	35563
255.875	40.125	-0.49554962	208729.48	35563
457.5	448.0	0.49554962	208729.48	35563
465.75	398.0	0.49554962	208729.48	35563
414.25	412.0	-0.49554962	208729.48	35563
254.25	268.0	0.49554962	208729.48	35563
489.75	558.0	0.49554962	208729.48	35563
401.25	369.0	0.49554962	208729.48	35563
265.25	333.0	0.49554962	208729.48	35563
296.5	280.0	0.49554962	208729.48	35563
372.25	318.0	-0.49554962	208729.48	35563
685.5	546.0	-0.49554962	208729.48	35563
339.5	407.0	0.49554962	208729.48	35563
1019.0	884.0	-0.49554962	208729.48	35563
474.25	453.0	0.49554962	208729.48	35563
515.5	461.0	0.49554962	208729.48	35563
461.25	493.0	0.49554962	208729.48	35563
330.75	342.0	-0.49554962	208729.48	35563
301.25	353.0	0.49554962	208729.48	35563
426.25	380.0	0.49554962	208729.48	35563
295.5	335.0	0.49554962	208729.48	35563
568.5	520.0	0.49554962	208729.48	35563
314.0	77.25	0.49554962	208729.48	35563
421.25	441.0	-0.49554962	208729.48	35563
534.5	570.0	-0.49554962	208729.48	35563
281.25	265.0	-0.49554962	208729.48	35563
652.0	738.0	0.49554962	208729.48	35563
372.0	313.0	0.49554962	208729.48	35563
536.5	466.0	-0.49554962	208729.48	35563
250.25	289.0	0.49554962	208729.48	35563
443.75	392.0	0.49554962	208729.48	35563
366.5	373.0	0.49554962	208729.48	35563
249.75	81.25	0.49554962	208729.48	35563
372.0	344.0	0.49554962	208729.48	35563
233.0	166.0	-0.49554962	208729.48	35563
403.5	300.0	-0.49554962	208729.48	35563
