AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
394.5	317.0	0.49554962	289486.16	35563
403.25	356.0	0.49554962	289486.16	35563
596.0	167.0	0.49554962	289486.16	35563
444.5	389.0	-0.49554962	289486.16	35563
350.75	360.0	-0.49554962	289486.16	35563
339.75	332.0	0.49554962	289486.16	35563
430.5	422.0	0.49554962	289486.16	35563
227.625	145.0	0.49554962	289486.16	35563
332.0	332.0	0.49554962	289486.16	35563
540.0	572.0	0.49554962	289486.16	35563
464.5	447.0	0.49554962	289486.16	35563
313.75	309.0	0.49554962	289486.16	35563
480.0	459.0	0.49554962	289486.16	35563
453.25	403.0	0.49554962	289486.16	35563
470.5	434.0	0.49554962	289486.16	35563
253.5	227.0	-0.49554962	289486.16	35563
270.5	150.0	0.49554962	289486.16	35563
310.0	379.0	0.49554962	289486.16	35563
630.0	586.0	-0.49554962	289486.16	35563
651.0	628.0	0.49554962	289486.16	35563
255.0	282.0	-0.49554962	289486.16	35563
806.0	748.0	0.49554962	289486.16	35563
310.75	449.0	-0.49554962	289486.16	35563
405.25	403.0	0.49554962	289486.16	35563
387.25	345.0	-0.49554962	289486.16	35563
537.5	534.0	-0.49554962	289486.16	35563
1016.0	1010.0	0.49554962	289486.16	35563
605.5	590.0	0.49554962	289486.16	35563
214.0	216.0	-0.49554962	289486.16	35563
351.5	375.0	0.49554962	289486.16	35563
342.0	329.0	0.49554962	289486.16	35563
523.0	428.0	0.49554962	289486.16	35563
592.0	592.0	0.49554962	289486.16	35563
428.75	424.0	0.49554962	289486.16	35563
295.0	299.0	0.49554962	289486.16	35563
394.0	366.0	0.49554962	289486.16	35563
390.0	352.0	0.49554962	289486.16	35563
772.5	850.0	0.49554962	289486.16	35563
268.75	270.0	-0.49554962	289486.16	35563
344.75	373.0	0.49554962	289486.16	35563
340.75	351.0	0.49554962	289486.16	35563
379.0	334.0	0.49554962	289486.16	35563
327.75	336.0	0.49554962	289486.16	35563
663.0	634.0	0.49554962	289486.16	35563
352.25	330.0	0.49554962	289486.16	35563
453.75	505.0	0.49554962	289486.16	35563
665.5	674.0	0.49554962	289486.16	35563
384.0	422.0	0.49554962	289486.16	35563
319.0	286.0	0.49554962	289486.16	35563
346.75	377.0	0.49554962	289486.16	35563
298.25	307.0	0.49554962	289486.16	35563
307.75	316.0	-0.49554962	289486.16	35563
561.5	413.0	0.49554962	289486.16	35563
415.0	334.0	-0.49554962	289486.16	35563
296.75	357.0	0.49554962	289486.16	35563
247.875	251.5	-0.49554962	289486.16	35563
287.0	261.0	-0.49554962	289486.16	35563
