lep_pt	AK8_pt	H_t	AK4_pt	t32	Msd	genWeights	sumWeight	N_exp
233.90048	409.5	192.5	110.25	0.67811614	212.5	0.49554962	290180.0	35563
82.17705	347.0	55.84375	55.84375	0.7613438	143.125	0.49554962	290180.0	35563
94.8858	268.75	100.1875	100.1875	0.842615	93.4375	0.49554962	290180.0	35563
291.68262	467.0	78.0	78.0	0.77686703	174.75	0.49554962	290180.0	35563
182.31604	514.5	180.40625	125.625	0.51903653	175.25	0.49554962	290180.0	35563
94.897156	265.75	122.4375	122.4375	0.73425055	80.625	-0.49554962	290180.0	35563
108.62017	438.75	168.875	168.875	0.28652906	163.75	-0.49554962	290180.0	35563
207.10707	489.75	56.15625	56.15625	0.6070727	188.375	0.49554962	290180.0	35563
128.05171	550.5	164.71875	126.125	0.4629491	161.125	0.49554962	290180.0	35563
160.89836	352.75	63.4375	63.4375	0.31430155	156.75	-0.49554962	290180.0	35563
252.91557	399.75	170.78125	114.125	0.5506879	158.875	0.49554962	290180.0	35563
485.1612	468.25	252.0	118.0625	0.5748837	191.5	0.49554962	290180.0	35563
89.89305	403.75	234.125	128.375	0.90046144	161.875	-0.49554962	290180.0	35563
121.57073	394.5	57.84375	57.84375	0.7114407	107.5625	-0.49554962	290180.0	35563
364.56635	349.25	117.4375	78.1875	0.5885335	171.75	0.49554962	290180.0	35563
113.18736	358.5	139.5625	93.875	0.21857707	163.625	0.49554962	290180.0	35563
131.91905	634.5	144.0	144.0	0.48418722	204.5	0.49554962	290180.0	35563
164.78545	404.5	139.375	139.375	0.66199815	151.0	0.49554962	290180.0	35563
153.51666	385.0	164.0	164.0	0.39367816	173.875	0.49554962	290180.0	35563
318.89197	414.25	172.25	135.0	0.8755138	156.125	0.49554962	290180.0	35563
103.96953	349.75	144.0	144.0	0.5871603	174.125	0.49554962	290180.0	35563
397.48282	403.0	69.375	69.375	0.59986085	187.5	0.49554962	290180.0	35563
109.74963	225.5	80.9375	80.9375	0.41499373	122.3125	0.49554962	290180.0	35563
201.21086	378.75	100.8125	100.8125	0.48019803	177.5	0.49554962	290180.0	35563
80.519264	335.25	219.6875	134.75	0.8592	126.1875	0.49554962	290180.0	35563
245.88528	236.0	87.9375	87.9375	0.46890342	107.0	-0.49554962	290180.0	35563
138.3331	461.75	147.875	147.875	0.39563566	178.5	0.49554962	290180.0	35563
79.23035	544.0	127.6875	127.6875	0.5143136	181.0	-0.49554962	290180.0	35563
71.1647	295.25	110.8125	110.8125	0.88874924	98.9375	0.49554962	290180.0	35563
300.35858	400.0	103.25	103.25	0.4914712	170.125	-0.49554962	290180.0	35563
184.63106	489.75	200.625	129.125	0.3685294	198.0	0.49554962	290180.0	35563
93.29138	233.125	101.4375	101.4375	0.5335135	113.9375	0.49554962	290180.0	35563
52.56718	364.5	149.5	149.5	0.4259172	159.25	0.49554962	290180.0	35563
