lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
157.54349	263.25	0.8524212	85.625		-0.49554962	289570.47	35563
133.6797	254.875	0.390056	119.0	a	0.49554962	289570.47	35563
169.10583	420.0	0.62433153	170.25	a	0.49554962	289570.47	35563
95.33424	248.5	0.7637838	79.5	c	0.49554962	289570.47	35563
200.94684	646.5	0.7334451	132.625	a	0.49554962	289570.47	35563
145.48833	330.25	0.47696334	128.875		0.49554962	289570.47	35563
115.43141	504.5	0.76311606	177.25	d	0.49554962	289570.47	35563
214.57997	501.75	0.83127207	1.1474609		0.49554962	289570.47	35563
75.65135	314.0	0.54761904	104.9375		0.49554962	289570.47	35563
95.34969	387.75	0.50920427	178.125	a	0.49554962	289570.47	35563
254.12032	405.25	0.84931505	104.6875		0.49554962	289570.47	35563
79.70673	328.25	0.9065315	140.75		0.49554962	289570.47	35563
328.23334	433.25	0.4156201	124.375	a	-0.49554962	289570.47	35563
36.055027	375.0	0.66307694	142.125	a	0.49554962	289570.47	35563
257.75058	323.25	0.631524	79.1875		-0.49554962	289570.47	35563
135.83168	305.75	0.5037348	147.75	b	0.49554962	289570.47	35563
249.40497	268.25	0.7955743	110.4375		0.49554962	289570.47	35563
197.83992	303.5	0.5735772	81.0625	a	-0.49554962	289570.47	35563
60.87951	231.875	0.710775	94.125		-0.49554962	289570.47	35563
72.49841	263.75	0.6892718	118.75		0.49554962	289570.47	35563
185.32207	338.5	0.60614794	151.875		0.49554962	289570.47	35563
339.94196	362.25	0.51243097	133.25	c	0.49554962	289570.47	35563
251.00684	296.25	0.7686712	102.5625	b	0.49554962	289570.47	35563
81.44472	299.25	0.51749706	101.5	d	0.49554962	289570.47	35563
90.50943	339.0	0.49194914	141.75	b	0.49554962	289570.47	35563
307.509	360.75	0.5106804	130.75		0.49554962	289570.47	35563
102.727425	271.75	0.8493724	82.125		0.49554962	289570.47	35563
103.98078	300.5	0.4975889	138.75	a	0.49554962	289570.47	35563
144.44809	424.5	0.57560974	196.625	a	0.49554962	289570.47	35563
142.56483	422.75	0.30188212	156.5	a	0.49554962	289570.47	35563
568.9294	381.0	0.8467262	146.5		0.49554962	289570.47	35563
293.00186	283.0	0.7127011	74.5	b	-0.49554962	289570.47	35563
149.07716	339.75	0.39824048	148.5		0.49554962	289570.47	35563
133.52115	215.375	0.8510158	65.1875		0.49554962	289570.47	35563
351.2153	323.75	0.8282258	108.5		0.49554962	289570.47	35563
423.79697	585.0	0.50027657	192.0	a	0.49554962	289570.47	35563
232.96544	301.75	0.48765433	157.625	b	0.49554962	289570.47	35563
170.7394	363.75	0.50045663	145.5	a	0.49554962	289570.47	35563
113.2524	319.0	0.76293105	79.8125		-0.49554962	289570.47	35563
251.97292	429.25	0.63465667	185.75	a	0.49554962	289570.47	35563
231.60428	683.5	0.5993098	201.625	b	0.49554962	289570.47	35563
152.01376	379.0	0.6787814	120.875	b	-0.49554962	289570.47	35563
248.27101	312.75	0.75691533	82.75		0.49554962	289570.47	35563
153.54738	323.5	0.43196347	153.0	a	0.49554962	289570.47	35563
93.98416	377.5	0.31102756	157.5	a	0.49554962	289570.47	35563
107.16967	483.5	0.58178806	181.0		-0.49554962	289570.47	35563
277.4844	368.0	0.68950564	94.75	b	0.49554962	289570.47	35563
584.5185	809.5	0.76918197	252.375	a	0.49554962	289570.47	35563
172.6123	369.75	0.41467223	156.5	a	-0.49554962	289570.47	35563
314.17853	433.5	0.7194549	153.625	a	0.49554962	289570.47	35563
632.1106	915.0	0.73179793	179.5	a	-0.49554962	289570.47	35563
