lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
597.78394	639.0	0.54899293	289.5		-0.49554962	209709.69	35563
537.2454	326.25	0.37209302	125.75	a	0.49554962	209709.69	35563
127.89443	234.0	0.9116959	84.75	c	-0.49554962	209709.69	35563
334.04007	332.75	0.5078174	124.4375		-0.49554962	209709.69	35563
191.44005	334.75	0.74157304	76.125		0.49554962	209709.69	35563
98.82193	247.625	0.70381916	77.625	b	0.49554962	209709.69	35563
109.55735	386.5	0.9007264	77.1875		0.49554962	209709.69	35563
75.71352	266.0	0.855849	72.5625		0.49554962	209709.69	35563
117.88961	353.25	0.6370674	130.375	a	-0.49554962	209709.69	35563
359.97464	972.0	0.7957346	23.515625		0.49554962	209709.69	35563
56.79653	219.0	0.67827004	70.6875	b	0.49554962	209709.69	35563
141.81004	339.5	0.6249331	138.5	a	0.49554962	209709.69	35563
311.80032	682.5	0.5037098	177.125	a	-0.49554962	209709.69	35563
144.7009	406.5	0.8438496	110.0		0.49554962	209709.69	35563
854.03973	825.5	0.5883495	118.9375		-0.49554962	209709.69	35563
204.44225	217.25	0.7874117	55.96875	c	0.49554962	209709.69	35563
93.61566	204.75	0.7	116.0		0.49554962	209709.69	35563
150.36526	260.5	0.84405756	105.3125		-0.49554962	209709.69	35563
119.4729	238.75	0.58886105	99.625		-0.49554962	209709.69	35563
368.91483	226.625	0.89577836	72.5625	c	0.49554962	209709.69	35563
161.83958	470.5	0.5455983	159.375	a	0.49554962	209709.69	35563
79.88237	336.0	0.58718425	126.8125		0.49554962	209709.69	35563
113.45903	269.0	0.6357082	138.5	c	-0.49554962	209709.69	35563
56.713295	329.25	0.71085757	111.5	d	-0.49554962	209709.69	35563
341.67407	216.875	0.5672385	103.25		0.49554962	209709.69	35563
224.79292	515.0	0.38002232	169.875	a	0.49554962	209709.69	35563
239.15201	397.25	0.5082645	199.875		-0.49554962	209709.69	35563
250.09856	492.75	0.29666665	173.625	a	-0.49554962	209709.69	35563
63.022404	281.75	0.5878447	93.875		0.49554962	209709.69	35563
204.38824	355.25	0.620283	128.25		0.49554962	209709.69	35563
107.4911	418.5	0.31885782	166.5		0.49554962	209709.69	35563
126.24707	378.75	0.5058088	179.5	a	0.49554962	209709.69	35563
364.44617	572.0	0.81608695	164.75		0.49554962	209709.69	35563
286.38196	332.75	0.816398	106.0	b	-0.49554962	209709.69	35563
398.2194	445.0	0.33581164	171.75	a	0.49554962	209709.69	35563
322.16022	430.25	0.47070312	141.875		0.49554962	209709.69	35563
176.03444	366.0	0.8100437	131.25		0.49554962	209709.69	35563
338.26886	374.25	0.79586726	126.25		0.49554962	209709.69	35563
116.92141	446.25	0.6347709	166.0	a	0.49554962	209709.69	35563
81.580574	310.75	0.30163044	149.625	a	0.49554962	209709.69	35563
163.03664	291.5	0.47865853	142.125		0.49554962	209709.69	35563
167.06596	473.0	0.19008398	186.375	a	-0.49554962	209709.69	35563
410.7823	326.25	0.68105423	131.25		-0.49554962	209709.69	35563
95.01219	237.625	0.81184405	94.6875		0.49554962	209709.69	35563
129.04724	486.25	0.448618	182.875	a	0.49554962	209709.69	35563
215.78847	249.5	0.603863	90.25	a	-0.49554962	209709.69	35563
106.59698	217.875	0.76578283	75.125		0.49554962	209709.69	35563
158.49811	258.0	0.8372457	127.875	c	0.49554962	209709.69	35563
119.457886	409.0	0.5802419	207.75	a	0.49554962	209709.69	35563
96.06554	369.0	0.7180851	156.875		-0.49554962	209709.69	35563
112.87345	283.25	0.76105183	72.5		0.49554962	209709.69	35563
202.8584	443.0	0.64700854	141.125		-0.49554962	209709.69	35563
96.64365	318.0	0.40160182	147.25	a	0.49554962	209709.69	35563
96.39839	293.5	0.66471165	141.875	a	-0.49554962	209709.69	35563
118.28728	1134.0	0.6953125	90.8125	a	-0.49554962	209709.69	35563
109.137886	266.75	0.537112	106.6875	b	0.49554962	209709.69	35563
219.80415	662.0	0.5837582	148.0		0.49554962	209709.69	35563
250.94273	288.5	0.83248085	112.0		0.49554962	209709.69	35563
69.91796	383.5	0.6152428	174.5		0.49554962	209709.69	35563
537.82465	365.0	0.58092487	174.5	a	-0.49554962	209709.69	35563
369.6113	302.25	0.6275605	132.0	b	-0.49554962	209709.69	35563
147.4638	329.25	0.91624546	86.8125	c	0.49554962	209709.69	35563
52.875675	318.0	0.8653396	127.25		-0.49554962	209709.69	35563
111.19464	288.75	0.79098964	108.1875	d	0.49554962	209709.69	35563
177.6275	392.75	0.5398773	153.25	a	0.49554962	209709.69	35563
196.20918	252.5	0.8841122	110.3125		0.49554962	209709.69	35563
117.76319	253.625	0.60950226	90.0625		0.49554962	209709.69	35563
196.6226	372.5	0.7145369	108.375		0.49554962	209709.69	35563
139.32132	258.5	0.63877267	99.25		0.49554962	209709.69	35563
68.74933	264.5	0.7802569	88.875		0.49554962	209709.69	35563
122.77976	404.75	0.3842311	192.625	a	0.49554962	209709.69	35563
197.18892	217.875	0.833612	83.875	c	0.49554962	209709.69	35563
351.51624	413.75	0.8379657	78.4375		0.49554962	209709.69	35563
260.55756	585.0	0.6006329	150.875		-0.49554962	209709.69	35563
99.412	377.25	0.85201794	123.8125		-0.49554962	209709.69	35563
351.47025	457.0	0.79663867	132.875		0.49554962	209709.69	35563
56.52421	301.0	0.9383416	114.1875		0.49554962	209709.69	35563
104.1662	291.25	0.5400862	137.625	a	-0.49554962	209709.69	35563
219.37482	272.5	0.5182002	125.125	b	-0.49554962	209709.69	35563
91.91868	300.25	0.7017167	107.25		0.49554962	209709.69	35563
98.750374	443.25	0.6644621	147.625		0.49554962	209709.69	35563
180.3277	402.75	0.6503	39.0625	d	0.49554962	209709.69	35563
93.758125	405.5	0.72424895	169.25	a	0.49554962	209709.69	35563
366.9294	1175.0	0.791744	38.875	d	0.49554962	209709.69	35563
505.09943	542.0	0.5271575	195.5	a	0.49554962	209709.69	35563
393.4142	322.0	0.59312975	117.8125	b	0.49554962	209709.69	35563
163.09538	368.5	0.55664396	181.375	a	0.49554962	209709.69	35563
187.32983	360.0	0.47402108	166.0	a	0.49554962	209709.69	35563
157.98598	324.0	0.69030446	122.125	a	0.49554962	209709.69	35563
207.96236	284.0	0.7148373	112.75		0.49554962	209709.69	35563
71.81583	344.75	0.46597633	166.125	a	-0.49554962	209709.69	35563
218.34802	377.0	0.44477612	186.625	a	0.49554962	209709.69	35563
377.34525	296.25	0.6296296	96.0625		0.49554962	209709.69	35563
275.45126	513.5	0.6924704	163.625		0.49554962	209709.69	35563
223.27254	449.25	0.25396827	160.375	a	0.49554962	209709.69	35563
85.724	491.25	0.40902367	146.125	a	-0.49554962	209709.69	35563
144.23828	353.0	0.78348505	107.25		0.49554962	209709.69	35563
176.6719	363.75	0.69061035	154.5		0.49554962	209709.69	35563
104.86114	294.75	0.815331	71.3125		0.49554962	209709.69	35563
108.58891	364.25	0.77299273	127.9375	b	-0.49554962	209709.69	35563
71.86146	287.25	0.7936747	85.25		-0.49554962	209709.69	35563
84.78595	232.75	0.86292833	81.625	c	0.49554962	209709.69	35563
352.55133	590.5	0.49859452	217.625	a	-0.49554962	209709.69	35563
305.8626	279.75	0.7062572	106.6875	d	0.49554962	209709.69	35563
183.89659	526.0	0.29848364	165.625	a	0.49554962	209709.69	35563
149.55367	302.0	0.8504868	94.3125		0.49554962	209709.69	35563
169.26427	443.75	0.8313433	174.375	c	-0.49554962	209709.69	35563
191.6616	317.0	0.5472497	140.875		0.49554962	209709.69	35563
449.9629	444.0	0.38056126	148.875	a	0.49554962	209709.69	35563
478.5122	391.0	0.36118457	160.0	a	-0.49554962	209709.69	35563
74.56672	531.0	0.37096775	192.25	a	0.49554962	209709.69	35563
435.5217	633.0	0.5955928	181.875	a	0.49554962	209709.69	35563
181.9949	482.0	0.77039474	77.875		-0.49554962	209709.69	35563
203.85765	355.25	0.37969142	147.625		0.49554962	209709.69	35563
150.80408	368.75	0.5893495	128.0		-0.49554962	209709.69	35563
335.74585	543.5	0.6549217	226.625		-0.49554962	209709.69	35563
263.12292	539.0	0.24726444	183.625	a	0.49554962	209709.69	35563
76.89633	293.75	0.61900127	119.375		0.49554962	209709.69	35563
86.513824	233.125	0.6668354	103.0625		0.49554962	209709.69	35563
246.27882	484.0	0.4052914	144.875	a	0.49554962	209709.69	35563
284.08362	310.75	0.5011095	169.625	a	-0.49554962	209709.69	35563
195.68362	503.0	0.67536455	172.0	a	0.49554962	209709.69	35563
136.09572	400.0	0.7247082	105.0625		0.49554962	209709.69	35563
160.61314	400.5	0.4388325	179.375	a	0.49554962	209709.69	35563
255.89388	752.0	0.65255845	84.3125	b	0.49554962	209709.69	35563
88.74757	247.25	0.62830687	69.25	b	0.49554962	209709.69	35563
129.26865	477.0	0.29313	182.0	a	0.49554962	209709.69	35563
123.26492	262.75	0.37804878	121.75	a	0.49554962	209709.69	35563
229.26842	488.5	0.32234558	181.875	a	0.49554962	209709.69	35563
90.219315	407.5	0.56006765	179.625	a	0.49554962	209709.69	35563
95.4582	347.5	0.767288	163.25		0.49554962	209709.69	35563
250.1129	344.25	0.64623785	145.625	b	0.49554962	209709.69	35563
93.513405	256.25	0.7865911	87.375		0.49554962	209709.69	35563
140.35046	406.25	0.65401304	167.625	a	-0.49554962	209709.69	35563
345.0009	435.75	0.8699095	131.5		0.49554962	209709.69	35563
521.28314	545.5	0.6356838	77.375		0.49554962	209709.69	35563
252.8706	491.25	0.6917024	171.25	a	0.49554962	209709.69	35563
417.07306	870.0	0.7831978	196.875		-0.49554962	209709.69	35563
203.82147	332.75	0.60600376	136.25		0.49554962	209709.69	35563
104.68243	303.5	0.6953798	101.75		-0.49554962	209709.69	35563
61.360348	249.625	0.6837381	102.6875		-0.49554962	209709.69	35563
140.54675	249.0	0.8208379	68.25	a	0.49554962	209709.69	35563
75.682686	260.75	0.900782	97.3125	c	0.49554962	209709.69	35563
231.03114	454.0	0.4942645	149.5		0.49554962	209709.69	35563
101.67766	290.0	0.43541667	128.25	c	0.49554962	209709.69	35563
186.75235	271.25	0.53862214	137.625	b	0.49554962	209709.69	35563
69.45752	507.25	0.8090479	1.7333984	d	0.49554962	209709.69	35563
