lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
240.25781	294.75	0.3165175	127.625	d	0.49554962	208729.48	35563
269.5084	313.25	0.9060632	118.8125		0.49554962	208729.48	35563
524.396	490.5	0.7107143	79.5625		0.49554962	208729.48	35563
87.37241	246.875	0.81906974	90.0	c	0.49554962	208729.48	35563
411.66858	396.25	0.66343355	124.1875	b	0.49554962	208729.48	35563
220.02927	326.0	0.55752563	143.625		-0.49554962	208729.48	35563
210.73256	401.0	0.5947136	126.375		-0.49554962	208729.48	35563
126.58475	355.0	0.53567284	92.5625		-0.49554962	208729.48	35563
163.8981	462.5	0.7316765	226.625	a	-0.49554962	208729.48	35563
153.13449	478.5	0.7093199	146.25		0.49554962	208729.48	35563
385.43872	310.0	0.91997695	89.625	c	-0.49554962	208729.48	35563
78.746445	330.5	0.8189891	80.75	b	-0.49554962	208729.48	35563
51.931103	615.0	0.42076167	177.25	a	0.49554962	208729.48	35563
242.82732	351.25	0.7608217	94.875		0.49554962	208729.48	35563
242.46487	441.75	0.37086836	173.125	a	0.49554962	208729.48	35563
189.0229	495.25	0.36083853	172.25	a	0.49554962	208729.48	35563
168.39275	285.75	0.80128896	83.4375		0.49554962	208729.48	35563
394.4174	1054.0	0.69792414	10.875	d	0.49554962	208729.48	35563
88.164024	337.5	0.7092838	141.375		0.49554962	208729.48	35563
146.22853	555.5	0.5558989	212.75	a	0.49554962	208729.48	35563
218.92616	332.25	0.48209825	121.875	a	0.49554962	208729.48	35563
152.52493	249.75	0.78392977	86.5625		0.49554962	208729.48	35563
205.22198	763.5	0.53044206	178.625	a	0.49554962	208729.48	35563
126.21594	537.5	0.86442643	142.0	a	0.49554962	208729.48	35563
86.80419	266.75	0.758092	108.0	c	0.49554962	208729.48	35563
82.76884	351.5	0.6165803	155.75		-0.49554962	208729.48	35563
53.010044	330.75	0.25442666	156.625	a	0.49554962	208729.48	35563
104.47737	356.5	0.27251184	138.0	a	0.49554962	208729.48	35563
128.12776	532.0	0.5511013	136.0		0.49554962	208729.48	35563
140.57404	455.5	0.49155405	216.25	a	0.49554962	208729.48	35563
209.01218	294.25	0.5233813	124.4375	b	-0.49554962	208729.48	35563
309.24854	249.625	0.66751754	109.25		0.49554962	208729.48	35563
72.36583	223.25	0.51656395	118.125	c	0.49554962	208729.48	35563
467.55124	575.0	0.5509691	137.125		0.49554962	208729.48	35563
75.55808	619.0	0.3276481	196.375	a	-0.49554962	208729.48	35563
204.76779	559.5	0.2953726	194.0	a	0.49554962	208729.48	35563
101.31858	549.5	0.6440191	86.0		-0.49554962	208729.48	35563
78.95578	211.0	0.8739088	77.5	b	0.49554962	208729.48	35563
237.22786	480.25	0.46613663	130.625		0.49554962	208729.48	35563
174.08656	508.5	0.88573885	2.0273438	d	0.49554962	208729.48	35563
213.61719	391.25	0.34589553	131.0	a	0.49554962	208729.48	35563
