lep_pt	genWeights	sumWeight	N_exp
211.03052	1.0	1395048.0	5244000
181.3577	1.0	1395048.0	5244000
115.9076	1.0	1395048.0	5244000
138.69841	1.0	1395048.0	5244000
71.84225	1.0	1395048.0	5244000
198.58725	1.0	1395048.0	5244000
61.410686	1.0	1395048.0	5244000
243.21463	1.0	1395048.0	5244000
95.74368	1.0	1395048.0	5244000
91.15747	1.0	1395048.0	5244000
108.05382	1.0	1395048.0	5244000
119.51926	1.0	1395048.0	5244000
157.31264	1.0	1395048.0	5244000
50.901993	1.0	1395048.0	5244000
204.2656	1.0	1395048.0	5244000
94.01089	1.0	1395048.0	5244000
60.903397	1.0	1395048.0	5244000
57.815426	1.0	1395048.0	5244000
92.984474	1.0	1395048.0	5244000
73.5213	1.0	1395048.0	5244000
202.39801	1.0	1395048.0	5244000
60.674862	1.0	1395048.0	5244000
173.75111	1.0	1395048.0	5244000
42.877136	1.0	1395048.0	5244000
106.45021	1.0	1395048.0	5244000
52.512325	1.0	1395048.0	5244000
215.5475	1.0	1395048.0	5244000
127.06715	1.0	1395048.0	5244000
45.00925	1.0	1395048.0	5244000
48.704735	1.0	1395048.0	5244000
56.72065	1.0	1395048.0	5244000
118.77083	1.0	1395048.0	5244000
58.788956	1.0	1395048.0	5244000
85.08954	1.0	1395048.0	5244000
102.729836	1.0	1395048.0	5244000
99.3193	1.0	1395048.0	5244000
39.330795	1.0	1395048.0	5244000
76.52478	1.0	1395048.0	5244000
81.92339	1.0	1395048.0	5244000
83.79869	1.0	1395048.0	5244000
49.751205	1.0	1395048.0	5244000
64.834145	1.0	1395048.0	5244000
69.78248	1.0	1395048.0	5244000
101.65216	1.0	1395048.0	5244000
67.36096	1.0	1395048.0	5244000
120.21621	1.0	1395048.0	5244000
123.45815	1.0	1395048.0	5244000
93.36198	1.0	1395048.0	5244000
50.109947	1.0	1395048.0	5244000
60.79434	1.0	1395048.0	5244000
93.79173	1.0	1395048.0	5244000
72.54789	1.0	1395048.0	5244000
104.34256	1.0	1395048.0	5244000
244.92563	1.0	1395048.0	5244000
122.4188	1.0	1395048.0	5244000
100.08475	1.0	1395048.0	5244000
128.82352	1.0	1395048.0	5244000
76.35525	1.0	1395048.0	5244000
93.19801	1.0	1395048.0	5244000
81.47267	1.0	1395048.0	5244000
90.304306	1.0	1395048.0	5244000
67.326126	1.0	1395048.0	5244000
177.17352	1.0	1395048.0	5244000
147.08733	1.0	1395048.0	5244000
61.93074	1.0	1395048.0	5244000
208.20224	1.0	1395048.0	5244000
62.84822	1.0	1395048.0	5244000
73.325356	1.0	1395048.0	5244000
103.89348	1.0	1395048.0	5244000
158.1725	1.0	1395048.0	5244000
178.29906	1.0	1395048.0	5244000
103.89644	1.0	1395048.0	5244000
53.70392	1.0	1395048.0	5244000
54.69464	1.0	1395048.0	5244000
191.73906	1.0	1395048.0	5244000
115.99451	1.0	1395048.0	5244000
69.954475	1.0	1395048.0	5244000
178.92012	1.0	1395048.0	5244000
184.00536	1.0	1395048.0	5244000
113.01155	1.0	1395048.0	5244000
117.055466	1.0	1395048.0	5244000
186.94034	1.0	1395048.0	5244000
159.29553	1.0	1395048.0	5244000
80.317955	1.0	1395048.0	5244000
33.341698	1.0	1395048.0	5244000
41.916985	1.0	1395048.0	5244000
48.82755	1.0	1395048.0	5244000
73.37408	1.0	1395048.0	5244000
132.56555	1.0	1395048.0	5244000
217.7787	1.0	1395048.0	5244000
52.781223	1.0	1395048.0	5244000
89.20976	1.0	1395048.0	5244000
61.54443	1.0	1395048.0	5244000
117.37015	1.0	1395048.0	5244000
98.11268	1.0	1395048.0	5244000
123.15417	1.0	1395048.0	5244000
122.73025	1.0	1395048.0	5244000
52.64252	1.0	1395048.0	5244000
108.69854	1.0	1395048.0	5244000
65.56253	1.0	1395048.0	5244000
216.66919	1.0	1395048.0	5244000
46.320385	1.0	1395048.0	5244000
78.91478	1.0	1395048.0	5244000
75.260284	1.0	1395048.0	5244000
85.069244	1.0	1395048.0	5244000
230.04008	1.0	1395048.0	5244000
53.653908	1.0	1395048.0	5244000
88.7606	1.0	1395048.0	5244000
90.86894	1.0	1395048.0	5244000
101.0094	1.0	1395048.0	5244000
164.67598	1.0	1395048.0	5244000
69.382805	1.0	1395048.0	5244000
92.532364	1.0	1395048.0	5244000
49.22303	1.0	1395048.0	5244000
100.20587	1.0	1395048.0	5244000
39.930218	1.0	1395048.0	5244000
190.55438	1.0	1395048.0	5244000
100.46715	1.0	1395048.0	5244000
78.39945	1.0	1395048.0	5244000
99.19112	1.0	1395048.0	5244000
120.292	1.0	1395048.0	5244000
65.1302	1.0	1395048.0	5244000
60.69515	1.0	1395048.0	5244000
35.651546	1.0	1395048.0	5244000
52.092274	1.0	1395048.0	5244000
88.04555	1.0	1395048.0	5244000
76.73376	1.0	1395048.0	5244000
225.78719	1.0	1395048.0	5244000
64.1886	1.0	1395048.0	5244000
77.354576	1.0	1395048.0	5244000
74.162155	1.0	1395048.0	5244000
204.32832	1.0	1395048.0	5244000
110.20714	1.0	1395048.0	5244000
173.97894	1.0	1395048.0	5244000
74.09587	1.0	1395048.0	5244000
111.44576	1.0	1395048.0	5244000
44.31637	1.0	1395048.0	5244000
93.38758	1.0	1395048.0	5244000
97.7656	1.0	1395048.0	5244000
173.14171	1.0	1395048.0	5244000
54.953587	1.0	1395048.0	5244000
41.675453	1.0	1395048.0	5244000
96.199005	1.0	1395048.0	5244000
61.38585	1.0	1395048.0	5244000
86.815956	1.0	1395048.0	5244000
165.47878	1.0	1395048.0	5244000
117.475655	1.0	1395048.0	5244000
121.99702	1.0	1395048.0	5244000
68.53672	1.0	1395048.0	5244000
59.83066	1.0	1395048.0	5244000
85.99987	1.0	1395048.0	5244000
112.85091	1.0	1395048.0	5244000
79.46543	1.0	1395048.0	5244000
117.23755	1.0	1395048.0	5244000
58.495117	1.0	1395048.0	5244000
234.07002	1.0	1395048.0	5244000
92.30281	1.0	1395048.0	5244000
79.28452	1.0	1395048.0	5244000
166.48483	1.0	1395048.0	5244000
83.59724	1.0	1395048.0	5244000
79.14166	1.0	1395048.0	5244000
73.415115	1.0	1395048.0	5244000
162.4094	1.0	1395048.0	5244000
42.196526	1.0	1395048.0	5244000
168.045	1.0	1395048.0	5244000
147.76917	1.0	1395048.0	5244000
83.881386	1.0	1395048.0	5244000
254.01605	1.0	1395048.0	5244000
64.48344	1.0	1395048.0	5244000
55.62278	1.0	1395048.0	5244000
233.91112	1.0	1395048.0	5244000
60.77987	1.0	1395048.0	5244000
91.32518	1.0	1395048.0	5244000
134.42374	1.0	1395048.0	5244000
46.498528	1.0	1395048.0	5244000
111.88473	1.0	1395048.0	5244000
200.79951	1.0	1395048.0	5244000
80.94183	1.0	1395048.0	5244000
101.36118	1.0	1395048.0	5244000
132.68341	1.0	1395048.0	5244000
215.61722	1.0	1395048.0	5244000
74.98218	1.0	1395048.0	5244000
89.20474	1.0	1395048.0	5244000
41.16355	1.0	1395048.0	5244000
137.8707	1.0	1395048.0	5244000
101.9854	1.0	1395048.0	5244000
77.99886	1.0	1395048.0	5244000
50.30933	1.0	1395048.0	5244000
109.13483	1.0	1395048.0	5244000
139.72879	1.0	1395048.0	5244000
136.79663	1.0	1395048.0	5244000
84.29595	1.0	1395048.0	5244000
92.954834	1.0	1395048.0	5244000
226.69348	1.0	1395048.0	5244000
98.7977	1.0	1395048.0	5244000
57.269238	1.0	1395048.0	5244000
195.86063	1.0	1395048.0	5244000
208.5215	1.0	1395048.0	5244000
107.55382	1.0	1395048.0	5244000
148.67993	1.0	1395048.0	5244000
78.44752	1.0	1395048.0	5244000
62.16741	1.0	1395048.0	5244000
117.565445	1.0	1395048.0	5244000
85.6863	1.0	1395048.0	5244000
78.38426	1.0	1395048.0	5244000
122.336655	1.0	1395048.0	5244000
142.94087	1.0	1395048.0	5244000
153.8223	1.0	1395048.0	5244000
22.308775	1.0	1395048.0	5244000
54.879627	1.0	1395048.0	5244000
193.759	1.0	1395048.0	5244000
95.54883	1.0	1395048.0	5244000
127.546524	1.0	1395048.0	5244000
89.97747	1.0	1395048.0	5244000
40.99997	1.0	1395048.0	5244000
110.73136	1.0	1395048.0	5244000
41.478065	1.0	1395048.0	5244000
127.38521	1.0	1395048.0	5244000
120.21109	1.0	1395048.0	5244000
64.56599	1.0	1395048.0	5244000
108.45527	1.0	1395048.0	5244000
98.48642	1.0	1395048.0	5244000
153.25243	1.0	1395048.0	5244000
43.097942	1.0	1395048.0	5244000
79.25766	1.0	1395048.0	5244000
56.40697	1.0	1395048.0	5244000
50.06385	1.0	1395048.0	5244000
105.25606	1.0	1395048.0	5244000
109.029625	1.0	1395048.0	5244000
104.132935	1.0	1395048.0	5244000
96.2402	1.0	1395048.0	5244000
93.38794	1.0	1395048.0	5244000
61.99341	1.0	1395048.0	5244000
139.71014	1.0	1395048.0	5244000
141.69984	1.0	1395048.0	5244000
298.27716	1.0	1395048.0	5244000
160.97543	1.0	1395048.0	5244000
84.469124	1.0	1395048.0	5244000
158.88972	1.0	1395048.0	5244000
169.76157	1.0	1395048.0	5244000
62.647663	1.0	1395048.0	5244000
88.93172	1.0	1395048.0	5244000
66.332085	1.0	1395048.0	5244000
172.01442	1.0	1395048.0	5244000
157.57916	1.0	1395048.0	5244000
46.84776	1.0	1395048.0	5244000
200.45477	1.0	1395048.0	5244000
108.571625	1.0	1395048.0	5244000
99.661125	1.0	1395048.0	5244000
95.055824	1.0	1395048.0	5244000
135.79997	1.0	1395048.0	5244000
98.59097	1.0	1395048.0	5244000
85.31765	1.0	1395048.0	5244000
69.018814	1.0	1395048.0	5244000
58.76421	1.0	1395048.0	5244000
40.732365	1.0	1395048.0	5244000
67.57465	1.0	1395048.0	5244000
72.73721	1.0	1395048.0	5244000
86.48108	1.0	1395048.0	5244000
127.149666	1.0	1395048.0	5244000
77.3341	1.0	1395048.0	5244000
129.84497	1.0	1395048.0	5244000
49.221985	1.0	1395048.0	5244000
51.645473	1.0	1395048.0	5244000
89.28198	1.0	1395048.0	5244000
71.98289	1.0	1395048.0	5244000
98.35765	1.0	1395048.0	5244000
85.06446	1.0	1395048.0	5244000
71.01936	1.0	1395048.0	5244000
137.65665	1.0	1395048.0	5244000
87.061646	1.0	1395048.0	5244000
68.727936	1.0	1395048.0	5244000
91.79926	1.0	1395048.0	5244000
157.86012	1.0	1395048.0	5244000
109.84166	1.0	1395048.0	5244000
48.237476	1.0	1395048.0	5244000
114.71928	1.0	1395048.0	5244000
94.090355	1.0	1395048.0	5244000
74.56899	1.0	1395048.0	5244000
61.97483	1.0	1395048.0	5244000
283.45642	1.0	1395048.0	5244000
120.167496	1.0	1395048.0	5244000
53.043633	1.0	1395048.0	5244000
142.74377	1.0	1395048.0	5244000
101.9221	1.0	1395048.0	5244000
91.01758	1.0	1395048.0	5244000
63.46809	1.0	1395048.0	5244000
50.157143	1.0	1395048.0	5244000
143.2478	1.0	1395048.0	5244000
52.23217	1.0	1395048.0	5244000
89.3933	1.0	1395048.0	5244000
24.460651	1.0	1395048.0	5244000
123.356705	1.0	1395048.0	5244000
35.274464	1.0	1395048.0	5244000
49.347706	1.0	1395048.0	5244000
49.382847	1.0	1395048.0	5244000
79.65493	1.0	1395048.0	5244000
66.23382	1.0	1395048.0	5244000
113.641205	1.0	1395048.0	5244000
74.74477	1.0	1395048.0	5244000
177.11195	1.0	1395048.0	5244000
163.59642	1.0	1395048.0	5244000
72.499176	1.0	1395048.0	5244000
192.46025	1.0	1395048.0	5244000
96.744965	1.0	1395048.0	5244000
81.37723	1.0	1395048.0	5244000
50.057495	1.0	1395048.0	5244000
81.99728	1.0	1395048.0	5244000
78.578125	1.0	1395048.0	5244000
113.282684	1.0	1395048.0	5244000
123.66832	1.0	1395048.0	5244000
76.66451	1.0	1395048.0	5244000
167.74149	1.0	1395048.0	5244000
209.8291	1.0	1395048.0	5244000
