AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
66.75	222.0	66.75	0.0001360178	0.12878418	1.5847284196768925	False
27.375	187.5	83.84375	0.00046563148	0.07739258	0.25990851741534016	False
30.203125	371.25	30.203125	1.9520521e-06	0.3486328	1.1635683747885963	False
66.25	176.25	134.3125	4.0382147e-05	0.115234375	0.3273169977632904	False
29.125	250.0	29.125	7.3730946e-05	0.25976562	9.572185802773632	False
26.4375	212.625	26.4375	0.00020229816	0.056030273	2.1531083999465466	False
60.90625	241.75	60.90625	0.0010681152	0.35888672	2.492416531529912	False
118.75	196.875	118.75	4.0203333e-05	0.054260254	0.9362655186959614	False
29.171875	194.125	112.703125	0.0021247864	0.08050537	2.163713277974722	False
26.984375	260.25	26.984375	0.00015723705	0.13952637	5.782256091629932	False
79.0	247.75	79.0	0.06890869	0.69873047	0.5986220095747541	False
28.078125	285.0	28.078125	2.2411346e-05	0.053466797	1.0051490604602122	False
36.1875	192.25	36.1875	0.00011152029	0.26831055	2.187737816318034	False
52.625	548.0	52.625	0.010604858	0.06262207	2.3413770802502682	False
137.25	216.875	137.25	1.8170103e-06	0.16235352	0.7386613759499028	False
47.40625	540.0	47.40625	1.0961667e-06	0.30151367	3.771750211058432	False
25.953125	300.0	57.453125	1.40070915e-05	0.072631836	8.188850178688682	False
26.375	398.75	26.375	2.887845e-05	0.9501953	1.7892200242027911	False
25.515625	238.625	25.515625	6.67572e-06	0.07287598	0.32228491627884637	False
35.875	186.0	35.875	4.5895576e-05	0.24450684	6.61236667332561	False
38.59375	188.75	114.09375	1.4491379e-06	0.9995117	3.2006822850850227	False
58.90625	193.875	58.90625	0.44506836	0.9995117	3.8352863923303033	False
33.59375	172.0	106.34375	1.8775463e-05	0.16760254	4.005956779166084	False
36.375	200.875	36.375	0.00016820431	0.09375	4.060930318973504	False
49.34375	332.25	49.34375	2.44705e-07	0.33496094	2.436641964288256	False
56.5	228.25	56.5	0.111206055	0.11755371	6.905997797938127	False
30.984375	181.75	30.984375	4.249811e-05	0.051605225	0.761377866872877	False
25.796875	237.125	25.796875	0.0011692047	0.26660156	0.13037617697220583	False
43.78125	272.5	43.78125	8.67527e-07	0.07531738	9.0459514053165	False
31.671875	368.25	31.671875	4.3064356e-05	0.07733154	0.6004646443366113	False
30.328125	249.75	30.328125	3.066659e-05	0.1026001	4.398904587721674	False
31.0	180.125	31.0	7.919967e-06	0.18359375	3.8845370408387936	False
27.046875	341.25	27.046875	1.7415732e-06	0.06274414	3.5058598366349543	False
26.71875	258.0	26.71875	0.0003244877	0.5703125	0.948255803976096	False
25.171875	284.75	25.171875	3.299117e-05	0.06347656	1.2097324025087914	False
27.609375	215.0	27.609375	0.0010967255	0.28979492	0.5768138898388173	False
97.5	182.25	97.5	4.5746565e-05	0.99560547	0.055731684383388824	False
54.5	187.75	54.5	0.0008511543	0.25708008	0.2986167020090136	False
91.75	183.75	91.75	0.0006380081	0.81933594	0.5804274775702822	False
81.625	174.25	81.625	0.07220459	0.8256836	9.075773101278998	False
63.40625	202.75	63.40625	0.0005912781	0.07342529	7.045756935196934	False
95.125	228.875	95.125	5.2992254e-07	0.5488281	3.29863510360488	False
47.4375	226.75	47.4375	0.061065674	0.05960083	2.1589565887538527	False
28.578125	390.25	28.578125	3.567338e-05	0.05316162	1.268745561517406	False
60.5625	184.375	60.5625	3.060326e-06	0.6347656	2.9210420675599664	False
33.125	368.0	33.125	2.8144568e-06	0.10784912	1.1651367351114885	False
