AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
26.5	170.5	78.0625	0.0015745163	0.06222534	1.113515503980011	False
43.4375	315.5	43.4375	9.1129914e-07	0.123168945	1.6081464029324906	False
25.3125	328.0	25.3125	3.5599805e-07	0.06890869	6.265389265820815	False
44.75	298.25	44.75	0.00025510788	0.12176514	2.156353796169256	False
39.75	173.5	39.75	2.6896596e-06	0.05758667	4.643397965334259	False
124.25	356.0	124.25	1.0401709e-07	0.052856445	3.643725101488954	False
27.203125	241.625	27.203125	0.0014858246	0.38305664	1.9557378496956943	False
67.5625	343.75	67.5625	0.005672455	0.9980469	0.12751924550603633	False
44.25	173.75	44.25	2.603978e-06	0.07952881	9.795515066615138	False
29.078125	269.0	29.078125	2.8172508e-07	0.6855469	1.1023185607662072	False
42.53125	270.5	42.53125	3.758818e-06	0.053344727	1.6926021381109422	False
37.09375	402.0	37.09375	0.07824707	0.1027832	0.15645638562021702	False
26.34375	225.0	26.34375	3.5464764e-05	0.051971436	0.29407417852550566	False
32.0625	206.375	32.0625	0.006000519	0.9995117	0.754348848510233	False
34.4375	254.5	34.4375	0.0013065338	0.121032715	0.15868206100910243	False
98.4375	172.625	98.4375	0.00019693375	0.9941406	1.302754189981485	False
25.75	205.375	25.75	0.00018131733	0.07611084	1.1370059154211845	False
27.0625	172.25	27.0625	-10.0	0.99902344	1.4283102716623546	False
25.796875	243.0	25.796875	3.4105033e-06	0.08392334	2.087985590216462	False
49.1875	183.5	49.1875	2.6360154e-05	0.24035645	1.5561463234075745	False
35.4375	175.625	35.4375	3.5613775e-05	0.41870117	2.960869947551558	False
37.5625	265.25	37.5625	0.0017766953	0.054016113	7.9075394509167864	False
38.15625	291.5	38.15625	8.009374e-06	0.11407471	0.9517372133235256	False
54.90625	208.625	54.90625	7.504225e-05	0.078063965	2.8089273688038645	False
45.75	234.125	45.75	0.0061073303	0.9682617	2.178923953959682	False
70.3125	506.25	70.3125	2.676621e-06	0.69091797	3.883661883051559	False
30.546875	201.0	30.546875	1.1146069e-05	0.10131836	1.6667642293043485	False
27.0625	282.0	27.0625	6.318092e-05	0.07897949	1.745643761956586	False
52.78125	228.375	52.78125	7.277727e-05	0.059051514	1.6853008192306618	False
29.859375	196.125	29.859375	0.0013055801	0.68847656	1.0591202992758042	False
25.375	175.75	25.375	0.00032949448	0.06768799	0.4973043483173143	False
26.265625	196.875	26.265625	0.0017528534	0.08685303	6.9633680655550165	False
25.046875	213.0	87.765625	0.012680054	0.09307861	1.7369379817570234	False
44.40625	328.25	44.40625	6.07688e-07	0.06878662	0.05471484374785973	False
53.875	188.625	53.875	4.5485795e-06	0.0947876	1.4717666726469076	False
43.6875	201.625	138.6875	0.004234314	0.3642578	1.1368396892683847	False
74.8125	194.5	74.8125	0.05911255	0.12194824	1.4030787568078154	False
69.5625	450.25	69.5625	3.8057566e-05	0.9194336	0.8868247604237496	False
25.34375	230.25	25.34375	0.011184692	0.1385498	9.496009463512479	False
29.640625	197.75	205.82812	3.637746e-06	0.06149292	5.313435113286573	False
27.203125	216.125	27.203125	0.00049209595	0.055114746	2.447471462195537	False
25.359375	186.375	68.078125	0.004878998	0.9995117	1.2590214927260206	False
29.15625	345.25	29.15625	0.0002605915	0.11633301	0.833608470364041	False
26.59375	230.625	26.59375	0.0001821518	0.055267334	0.5042970247080234	False
35.6875	339.0	35.6875	0.0008096695	0.20263672	1.5111651443149015	False
28.140625	399.75	28.140625	2.220273e-05	0.19128418	0.8659542863639302	False
28.875	197.625	28.875	0.0009841919	0.10803223	1.712211531861513	False
140.375	343.25	140.375	0.021408081	0.9995117	1.8334133941139896	False
34.25	241.0	34.25	1.00284815e-05	0.055847168	2.7722243799539257	False
39.40625	190.0	89.59375	0.0009355545	0.18164062	0.043373487961275714	False
32.875	183.0	32.875	1.0758638e-05	0.09350586	3.703616344544102	False
72.25	242.0	72.25	0.89208984	0.06713867	1.4075699121113274	False
212.25	826.0	212.25	0.0021419525	0.99902344	3.278183065740791	False
31.578125	644.5	31.578125	2.9150397e-06	0.15185547	1.2553611614156495	False
58.78125	189.0	58.78125	0.0069007874	0.08746338	2.370294758615529	False
26.453125	379.25	26.453125	4.8458576e-05	0.062347412	1.9208385336269487	False
27.171875	368.25	27.171875	0.00022470951	0.12695312	1.126385073351841	False
31.078125	210.875	31.078125	6.812811e-05	0.30688477	4.039623665328122	False
28.453125	232.25	28.453125	7.3850155e-05	0.65625	1.6452824536893331	False
41.125	171.75	41.125	2.5421381e-05	0.10412598	1.6991758860674224	False
53.0	253.375	53.0	1.2544915e-06	0.96777344	9.03566334481711	False
31.296875	235.25	31.296875	9.380281e-06	0.107788086	0.31093481116180044	False
104.5	314.25	104.5	0.9550781	0.050567627	1.8575373463038716	False
