lep_pt	AK8_pt	H_t	AK4_pt	t32	Msd	genWeights	sumWeight	N_exp
383.15915	393.5	128.75	128.75	0.319933	152.75	15.384004	15295498.0	855600
66.386635	208.5	77.5625	77.5625	0.6976073	95.75	15.384004	15295498.0	855600
169.4703	226.5	160.25	117.5	0.8596588	83.25	15.384004	15295498.0	855600
281.68875	375.25	65.3125	65.3125	0.83537656	132.125	15.384004	15295498.0	855600
273.73508	252.375	87.75	87.75	0.51804876	113.875	15.384004	15295498.0	855600
128.82712	285.25	75.9375	75.9375	0.44665918	134.375	15.384004	15295498.0	855600
69.81743	378.25	61.9375	61.9375	0.8842816	94.5	15.384004	15295498.0	855600
299.12582	321.0	87.5625	87.5625	0.42452368	111.5	15.384004	15295498.0	855600
187.43025	341.0	72.1875	72.1875	0.36511195	147.25	15.384004	15295498.0	855600
89.61283	426.5	71.5	71.5	0.6222127	165.5	15.384004	15295498.0	855600
81.29013	568.5	62.46875	62.46875	0.90724635	51.65625	15.384004	15295498.0	855600
