AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
50.03125	251.5	151.59375	3.3408403e-05	0.94384766	1.9110558886821707	False
34.53125	233.625	288.8125	0.0012216568	0.9555664	2.046270964442826	False
39.25	176.375	144.5625	1.706183e-05	0.9995117	6.983911676958186	False
104.8125	208.5	104.8125	2.000481e-06	0.16760254	9.252807481289125	False
75.5625	200.625	75.5625	0.0005283356	0.99658203	9.79216149831872	False
38.40625	191.875	132.90625	2.1591783e-05	0.98876953	9.49040797914762	False
90.5	172.875	90.5	1.7389655e-05	0.99658203	1.8312443574573933	False
28.125	456.25	145.4375	0.0814209	0.19372559	8.27511792648805	False
54.75	394.25	152.0	0.0005636215	0.97753906	5.715866180092078	False
54.3125	449.0	54.3125	3.5646372e-07	0.9819336	9.168687920748198	False
39.78125	826.0	303.90625	0.1496582	0.4921875	1.8593770763991273	False
26.546875	278.5	115.484375	6.1187893e-07	0.93603516	2.124218599362109	False
51.71875	202.75	51.71875	0.00013697147	0.9838867	0.17467267224027694	False
45.84375	213.875	152.59375	0.0006341934	0.99853516	3.4924548854489643	False
34.09375	230.125	106.09375	0.0057907104	0.9951172	5.019685315214858	False
46.71875	170.625	131.96875	1.309067e-05	0.9995117	3.4690935165186403	False
111.375	260.0	111.375	5.4500997e-06	0.96875	6.255406742435355	False
130.375	277.5	130.375	0.0015115738	0.64501953	4.5454229027548365	False
80.3125	170.125	80.3125	0.00028824806	0.9995117	7.678749069457794	False
51.5625	248.0	51.5625	1.9222498e-06	0.86376953	4.080329982451744	False
57.375	221.625	57.375	9.852648e-05	0.67871094	3.4273426036996284	False
28.875	552.5	28.875	0.002773285	0.99902344	9.086680261124755	False
111.6875	299.75	111.6875	0.00022685528	0.99609375	1.6620635173983942	False
62.6875	193.375	62.6875	0.001045227	0.99902344	1.183509586391608	False
70.125	214.125	70.125	2.9858202e-06	0.9785156	5.177388075865451	False
44.375	187.625	44.375	0.0023651123	0.9995117	1.0899050580709684	False
36.125	174.5	36.125	0.005683899	0.9975586	0.36043453113298085	False
109.875	185.625	109.875	0.0006842613	0.9995117	7.089240571291128	False
44.4375	281.75	93.15625	0.0033550262	0.8203125	9.587638119233304	False
110.4375	180.625	221.1875	1.7210841e-05	0.9838867	8.456870795052836	False
89.375	190.375	89.375	0.00043559074	0.9765625	3.1727421995745857	False
28.609375	181.375	28.609375	0.015586853	0.8261719	3.9592562007672996	False
73.75	243.875	163.0625	1.7762184e-05	0.6401367	0.7882656636415675	False
64.75	537.0	64.75	0.00019931793	0.9995117	6.852135808881528	False
57.6875	262.75	57.6875	0.0013360977	0.9350586	9.872941901827303	False
31.09375	185.5	31.09375	1.8924475e-05	0.92871094	3.8148923178952003	False
25.8125	206.625	25.8125	0.0050315857	0.07220459	6.244312566015211	False
26.125	823.5	26.125	0.025726318	0.049346924	9.761755652380415	False
74.8125	437.0	236.5625	1.1194497e-06	0.9526367	5.424430811062024	False
47.75	181.125	47.75	0.00016784668	0.96191406	3.7029078902623667	False
28.359375	229.375	107.109375	8.456409e-06	0.07098389	2.334787694123861	False
145.875	347.5	145.875	0.00016772747	0.99902344	8.03272951184448	False
107.0	193.375	107.0	0.13964844	0.41015625	2.0105940305598295	False
39.28125	191.25	39.28125	0.018463135	0.37451172	2.3383006252131793	False
51.28125	226.5	51.28125	2.3504253e-07	0.9458008	2.8453197322090915	False
131.25	204.25	131.25	7.903576e-05	0.9995117	8.534396590473307	False
