lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
273.28976	265.75	0.80801946	92.875	b	0.49554962	289486.16	35563
89.20109	259.0	0.8273009	81.625	b	0.49554962	289486.16	35563
132.61647	217.375	0.8659558	61.65625		-0.49554962	289486.16	35563
366.3254	324.5	0.8646197	7.109375		0.49554962	289486.16	35563
184.90344	225.875	0.8631068	19.09375		-0.49554962	289486.16	35563
164.33983	439.25	0.8449962	83.875	d	0.49554962	289486.16	35563
58.265854	200.375	0.6354167	7.2539062		0.49554962	289486.16	35563
40.907	188.125	0.67181647	6.2460938	c	0.49554962	289486.16	35563
118.607086	196.125	0.6316695	75.125	c	0.49554962	289486.16	35563
288.268	263.5	0.69687873	84.75		0.49554962	289486.16	35563
229.94342	232.375	0.5865903	40.625		0.49554962	289486.16	35563
77.936134	192.875	0.74620306	-1.0	c	0.49554962	289486.16	35563
200.48431	337.75	0.83802336	1.8847656		0.49554962	289486.16	35563
94.16136	214.5	0.8791209	3.1269531	c	0.49554962	289486.16	35563
185.00725	301.5	0.6254935	97.0		0.49554962	289486.16	35563
70.19117	241.25	0.7617801	69.0		0.49554962	289486.16	35563
271.25873	197.125	0.9026275	-1.0		0.49554962	289486.16	35563
154.91866	194.75	0.47571853	-1.0		0.49554962	289486.16	35563
178.15804	415.0	0.7989918	64.5625		0.49554962	289486.16	35563
138.91869	260.0	0.60084254	90.1875		0.49554962	289486.16	35563
104.20831	359.0	0.91938996	150.5	a	0.49554962	289486.16	35563
85.93742	351.25	0.79885566	127.375		-0.49554962	289486.16	35563
132.72162	324.75	0.50035137	166.0	b	0.49554962	289486.16	35563
174.11842	255.75	0.64835167	99.25		0.49554962	289486.16	35563
145.71266	207.75	0.8229605	60.0625	c	0.49554962	289486.16	35563
191.07852	383.25	0.72750807	4.296875		0.49554962	289486.16	35563
176.43782	335.75	0.9191132	84.5625	b	0.49554962	289486.16	35563
170.9586	212.625	0.80887014	51.46875		0.49554962	289486.16	35563
88.71522	256.0	0.84334767	26.796875		0.49554962	289486.16	35563
64.92583	267.75	0.75380915	68.0625	b	0.49554962	289486.16	35563
99.84455	267.25	0.79757786	5.2539062	d	0.49554962	289486.16	35563
119.160065	280.25	0.8630037	83.375	d	0.49554962	289486.16	35563
83.28398	223.25	0.8393006	5.6171875	d	-0.49554962	289486.16	35563
195.28535	207.0	0.83601755	45.6875		0.49554962	289486.16	35563
47.96898	335.5	0.711057	5.125	d	0.49554962	289486.16	35563
71.52845	437.5	0.36438924	165.5	a	-0.49554962	289486.16	35563
112.2033	418.5	0.83474576	2.8242188	b	0.49554962	289486.16	35563
83.63427	203.375	0.6798165	47.4375		0.49554962	289486.16	35563
104.69898	526.0	0.41738382	187.375	a	0.49554962	289486.16	35563
343.80298	313.25	0.9416404	128.375		-0.49554962	289486.16	35563
147.01598	231.625	0.75511646	73.0	c	0.49554962	289486.16	35563
43.294197	245.5	0.6964165	44.9375		-0.49554962	289486.16	35563
237.87642	221.5	0.8817915	86.125	b	0.49554962	289486.16	35563
266.9112	269.5	0.78706354	67.8125	c	0.49554962	289486.16	35563
129.57124	394.5	0.70390826	169.375	b	0.49554962	289486.16	35563
206.91269	276.25	0.8888889	35.78125		0.49554962	289486.16	35563
103.459885	403.25	0.74763834	168.375		0.49554962	289486.16	35563
57.372772	321.25	0.69384265	80.25	b	0.49554962	289486.16	35563
121.81826	198.375	0.8208396	1.8261719		0.49554962	289486.16	35563
110.330025	189.25	0.46145535	71.75	d	-0.49554962	289486.16	35563
186.14992	185.75	0.6748175	71.6875	d	-0.49554962	289486.16	35563
57.56964	416.25	0.5582822	175.625	a	0.49554962	289486.16	35563
51.90758	283.5	0.71710145	77.625		-0.49554962	289486.16	35563
88.37626	451.5	0.29312354	159.75	a	-0.49554962	289486.16	35563
307.50012	208.5	0.8089669	6.3710938	d	0.49554962	289486.16	35563
192.1772	242.5	0.8329918	97.5625	b	0.49554962	289486.16	35563
297.61298	421.5	0.8899139	131.125		0.49554962	289486.16	35563
304.63898	596.0	0.4702925	251.625	c	0.49554962	289486.16	35563
150.54938	269.25	0.80297565	64.75		-0.49554962	289486.16	35563
360.68304	715.0	0.38559672	182.375	a	0.49554962	289486.16	35563
111.38882	340.75	0.5507559	171.5	b	0.49554962	289486.16	35563
52.473713	444.5	0.66736734	170.0	a	-0.49554962	289486.16	35563
129.89948	232.375	0.7676724	85.3125	c	0.49554962	289486.16	35563
