lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
194.05965	273.0	0.72820234	92.0	b	-0.49554962	209628.39	35563
129.43004	193.375	0.68596494	34.28125	c	-0.49554962	209628.39	35563
216.30328	329.25	0.7662054	103.3125		0.49554962	209628.39	35563
306.6458	248.25	0.7989085	1.9667969		0.49554962	209628.39	35563
111.54604	246.5	0.9014728	101.6875		0.49554962	209628.39	35563
197.71613	971.5	0.6635742	11.515625	d	0.49554962	209628.39	35563
98.30583	198.625	0.6614731	24.28125		0.49554962	209628.39	35563
50.62259	274.25	0.73637074	87.25		0.49554962	209628.39	35563
156.64217	213.375	0.59245175	96.4375		0.49554962	209628.39	35563
179.24518	247.875	0.6466758	92.9375	b	0.49554962	209628.39	35563
102.77273	255.75	0.7645283	93.1875	b	-0.49554962	209628.39	35563
121.247894	405.5	0.743554	8.765625	d	-0.49554962	209628.39	35563
31.305681	497.0	0.7979351	2.0058594	d	0.49554962	209628.39	35563
191.04474	202.875	0.75228894	103.6875	b	0.49554962	209628.39	35563
178.89653	244.875	0.51396877	115.25		0.49554962	209628.39	35563
395.77695	342.0	0.70724636	172.75		-0.49554962	209628.39	35563
238.49387	300.25	0.8041292	86.25	b	0.49554962	209628.39	35563
198.60046	215.0	0.7439589	57.03125		0.49554962	209628.39	35563
115.98392	194.5	0.88765544	-1.0	d	0.49554962	209628.39	35563
75.92684	266.5	0.7738215	106.375	b	-0.49554962	209628.39	35563
77.504715	433.75	0.88829786	159.375		0.49554962	209628.39	35563
101.49499	293.25	0.77303755	2.3007812	d	0.49554962	209628.39	35563
73.73297	213.375	0.75661117	9.4375	d	0.49554962	209628.39	35563
227.67691	208.125	0.81956524	4.09375	d	-0.49554962	209628.39	35563
317.49628	303.75	0.9240891	28.0625	d	-0.49554962	209628.39	35563
62.195553	242.75	0.85879874	102.875		0.49554962	209628.39	35563
51.00657	450.25	0.80537355	4.2773438	d	0.49554962	209628.39	35563
142.58748	307.0	0.8888889	77.8125		0.49554962	209628.39	35563
156.67378	397.5	0.8763137	148.625		0.49554962	209628.39	35563
101.88742	223.125	0.6979495	90.375	b	0.49554962	209628.39	35563
80.40932	401.75	0.8709949	133.0		0.49554962	209628.39	35563
81.36247	216.125	0.74930745	4.6445312		0.49554962	209628.39	35563
89.03619	220.625	0.80474454	69.75		0.49554962	209628.39	35563
69.04739	216.125	0.7727609	77.75	b	0.49554962	209628.39	35563
291.72134	386.25	0.7526519	102.875		-0.49554962	209628.39	35563
223.43964	225.75	0.783723	3.3789062		0.49554962	209628.39	35563
123.15845	537.5	0.78163135	2.4746094	d	0.49554962	209628.39	35563
69.02649	258.25	0.7168435	2.5078125	b	-0.49554962	209628.39	35563
193.78087	213.75	0.7788388	65.25	d	0.49554962	209628.39	35563
187.65845	192.25	0.81792873	-1.0	c	0.49554962	209628.39	35563
187.701	620.5	0.8246855	92.125		0.49554962	209628.39	35563
176.4002	265.75	0.72529465	4.9140625		0.49554962	209628.39	35563
86.736176	227.75	0.8635347	77.4375	c	0.49554962	209628.39	35563
298.72864	306.75	0.6782787	99.875	b	0.49554962	209628.39	35563
241.27777	553.0	0.39112535	188.375	a	0.49554962	209628.39	35563
134.99777	201.625	0.8363731	82.25	d	-0.49554962	209628.39	35563
216.59085	231.375	0.6642066	19.1875		0.49554962	209628.39	35563
258.79797	302.75	0.8441989	4.8125		0.49554962	209628.39	35563
183.2866	186.25	0.8403614	-1.0		0.49554962	209628.39	35563
173.35551	207.875	0.8195739	10.8359375	c	0.49554962	209628.39	35563
401.77106	324.25	0.7483157	110.25	c	0.49554962	209628.39	35563
97.764015	202.625	0.85126	2.2988281	d	0.49554962	209628.39	35563
268.83594	612.5	0.7781753	148.625	a	-0.49554962	209628.39	35563
136.88596	385.25	0.85417837	97.25	d	0.49554962	209628.39	35563
91.746315	217.25	0.891015	76.3125		0.49554962	209628.39	35563
107.07397	194.125	0.8042857	7.046875		0.49554962	209628.39	35563
247.01952	195.125	0.8312597	82.0625	c	0.49554962	209628.39	35563
309.64664	229.5	0.7852922	10.9296875	d	0.49554962	209628.39	35563
143.5135	234.875	0.8495575	1.2646484		0.49554962	209628.39	35563
174.40648	232.375	0.89914423	20.15625	d	-0.49554962	209628.39	35563
145.94258	210.375	0.69893616	85.4375		0.49554962	209628.39	35563
73.4321	227.75	0.8880904	6.6132812	d	0.49554962	209628.39	35563
48.122154	233.125	0.7785004	85.0	c	0.49554962	209628.39	35563
120.73079	225.875	0.6930567	104.75	b	0.49554962	209628.39	35563
244.53235	218.875	0.58273596	87.9375	b	-0.49554962	209628.39	35563
66.86212	185.375	0.8977424	66.0	c	0.49554962	209628.39	35563
594.474	473.75	0.88618314	67.0625		0.49554962	209628.39	35563
59.92931	226.875	0.73410404	80.0625	b	0.49554962	209628.39	35563
88.97733	257.5	0.7403628	73.0		-0.49554962	209628.39	35563
127.4002	204.0	0.7732644	41.96875	d	0.49554962	209628.39	35563
89.771866	204.5	0.64444447	18.0625	c	-0.49554962	209628.39	35563
402.79672	199.5	0.856453	38.84375		0.49554962	209628.39	35563
47.49305	274.5	0.8267276	55.6875	d	0.49554962	209628.39	35563
105.0079	190.5	0.7635135	21.703125	d	0.49554962	209628.39	35563
198.94614	242.375	0.7861607	42.8125	c	0.49554962	209628.39	35563
89.74836	247.25	0.854512	39.5	c	0.49554962	209628.39	35563
128.56107	365.75	0.9219554	140.25		0.49554962	209628.39	35563
234.68135	254.0	0.6770732	109.875		0.49554962	209628.39	35563
54.31414	286.0	0.8235294	22.90625		-0.49554962	209628.39	35563
132.50783	208.625	0.8776679	105.8125	b	0.49554962	209628.39	35563
123.43044	251.75	0.83760333	100.875	b	0.49554962	209628.39	35563
85.78397	206.5	0.84392154	1.1943359		-0.49554962	209628.39	35563
94.86489	201.0	0.9267868	45.53125	d	-0.49554962	209628.39	35563
149.71301	266.75	0.73125	84.625	d	0.49554962	209628.39	35563
28.317984	199.5	0.8041958	2.140625	d	0.49554962	209628.39	35563
114.10954	301.75	0.93979055	90.125	c	0.49554962	209628.39	35563
180.43106	211.75	0.87591654	78.5625	c	-0.49554962	209628.39	35563
71.262276	227.125	0.76050955	85.875	b	0.49554962	209628.39	35563
222.09164	379.0	0.80216974	4.0664062	d	0.49554962	209628.39	35563
168.15797	213.125	0.82605475	19.53125	c	0.49554962	209628.39	35563
92.99111	222.5	0.8240918	0.98828125		0.49554962	209628.39	35563
74.70695	216.125	0.78263545	84.25	b	0.49554962	209628.39	35563
49.196224	282.5	0.8833977	63.90625	b	0.49554962	209628.39	35563
239.23337	238.375	0.46729687	104.6875		0.49554962	209628.39	35563
274.14713	304.5	0.57478833	145.125		-0.49554962	209628.39	35563
61.828724	236.625	0.7574627	59.375	c	0.49554962	209628.39	35563
521.2366	245.375	0.378866	59.71875	b	0.49554962	209628.39	35563
65.4094	317.0	0.91325074	144.875		0.49554962	209628.39	35563
61.86255	193.0	0.7413462	3.0214844	c	-0.49554962	209628.39	35563
56.941154	188.625	0.43593875	87.0	b	0.49554962	209628.39	35563
168.9528	212.75	0.77182686	50.3125		0.49554962	209628.39	35563
137.04344	268.75	0.37459216	124.25		0.49554962	209628.39	35563
112.06354	208.5	0.7199115	6.4453125	c	-0.49554962	209628.39	35563
249.28415	221.5	0.7600897	87.8125		0.49554962	209628.39	35563
72.41292	215.0	0.779151	69.75	d	0.49554962	209628.39	35563
108.61159	222.125	0.86612284	31.765625	b	0.49554962	209628.39	35563
129.39641	437.5	0.4894816	192.125	a	0.49554962	209628.39	35563
156.63383	244.25	0.7806638	87.25		0.49554962	209628.39	35563
116.89112	360.5	0.62871534	154.5	a	0.49554962	209628.39	35563
134.942	251.625	0.7545372	66.4375	c	0.49554962	209628.39	35563
90.41365	414.75	0.4266055	133.5	a	0.49554962	209628.39	35563
78.57328	349.0	0.7768817	95.875	b	0.49554962	209628.39	35563
45.716125	245.625	0.61128366	96.0625	d	0.49554962	209628.39	35563
141.74562	204.5	0.69023985	13.3671875		-0.49554962	209628.39	35563
145.27547	191.0	0.8039702	30.015625		0.49554962	209628.39	35563
304.66922	562.5	0.4158784	182.625	a	0.49554962	209628.39	35563
