AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
29.78125	263.0	428.90625	0.0015773773	0.056884766	4.2729747127240785	True
29.359375	377.5	244.34375	0.06112671	0.005302429	0.4862415851441142	True
41.875	214.375	295.40625	0.009262085	0.98828125	4.189918866586396	True
37.84375	220.0	211.5625	0.002653122	0.003932953	4.09279968757275	True
79.75	200.375	189.375	0.005645752	0.037017822	3.6044320620607238	True
26.15625	284.5	278.84375	0.15148926	0.9633789	0.3229853236463214	True
26.375	260.25	281.84375	0.19384766	0.005077362	1.5587383978720197	True
32.96875	221.625	210.90625	0.003025055	0.9873047	0.4416045364019823	True
28.953125	372.75	258.76562	0.47875977	0.0087890625	4.807392829336905	True
25.40625	240.75	440.03125	0.5107422	0.007949829	5.3272836940641355	True
47.40625	293.5	468.53125	0.1673584	0.003452301	2.1445707726091428	True
33.65625	327.5	249.1875	0.037719727	0.0048980713	3.720224162272231	True
49.46875	257.75	258.96875	1.3716519e-05	0.028427124	8.234749204356802	True
42.09375	542.5	289.34375	0.9995117	0.0033073425	0.8706730201721768	True
34.34375	329.5	378.5	3.0368567e-05	0.99902344	1.3982093395504478	True
61.40625	260.0	224.09375	0.0019779205	0.005531311	0.7771357010378068	True
39.96875	216.75	210.96875	6.4373016e-05	0.1607666	0.2680295575452618	True
67.8125	331.25	198.4375	0.24267578	0.004863739	1.0226407302171054	True
30.40625	466.75	213.75	0.18469238	0.27294922	5.45922942299876	True
27.078125	301.75	235.82812	1.5916303e-06	0.0035572052	1.5911803548320194	True
25.84375	204.375	390.8125	0.9951172	0.99902344	0.21001339131947816	True
26.453125	234.875	343.34375	0.004673004	0.0054626465	4.282747401375744	True
25.109375	375.25	379.15625	0.25732422	0.0045700073	1.0151315157228709	True
25.125	244.125	197.6875	0.6982422	0.062683105	2.6904744985378244	True
28.765625	257.0	307.39062	0.2548828	0.40625	2.8286836244434426	True
33.9375	223.125	202.78125	3.4216791e-06	0.012199402	5.080249552621993	True
29.59375	219.0	287.84375	0.03805542	0.79296875	0.3248934233154728	True
33.75	292.25	210.71875	0.013092041	0.17126465	1.6056146296898532	True
30.140625	263.0	484.04688	0.5415039	0.011917114	1.0949623591695996	True
25.015625	237.625	284.20312	0.2775879	0.041870117	0.6048158963813108	True
27.078125	215.0	272.04688	0.000109016895	0.22338867	2.5447156196153173	True
49.8125	277.75	190.375	0.19238281	0.06402588	0.20664420349113755	True
63.5625	235.125	353.0	0.05203247	0.8623047	4.276616532898871	True
28.140625	238.875	229.51562	0.048065186	0.03253174	5.596962793948933	True
28.484375	249.25	208.20312	0.06768799	0.017990112	1.8872713064066033	True
36.9375	222.375	229.40625	0.44702148	0.86376953	1.3210240118024927	True
34.25	227.25	189.15625	0.9213867	0.0037117004	3.0168632110218283	True
43.09375	227.125	267.40625	0.022918701	0.26538086	3.400915088502245	True
42.5625	278.25	275.3125	0.5385742	0.028289795	6.018124091545545	True
35.125	226.375	327.21875	0.0009636879	0.3046875	1.1028630109405668	True
84.5	425.75	258.125	0.9707031	0.015472412	6.4697632618305505	True
51.625	227.125	214.5	0.0005545616	0.14147949	8.236612846913545	True
44.5	216.375	214.3125	0.00034999847	0.89501953	1.3414207972775358	True
26.015625	369.25	340.95312	0.9423828	0.9995117	3.45444377194535	True
67.125	299.5	300.0625	0.7607422	0.017333984	8.242579158901009	True
41.3125	260.25	466.59375	0.06756592	0.0040893555	4.0094853236069525	True
26.453125	276.5	325.01562	0.44384766	0.013427734	0.9308632628160893	True
68.25	212.125	218.0	0.82128906	0.010269165	0.18570871680719847	True
33.15625	337.25	192.25	0.00699234	0.2722168	1.4260747385614678	True
31.984375	207.5	392.07812	0.027008057	0.9472656	6.1161474957070965	True
44.5	215.0	349.96875	0.0018787384	0.0028877258	3.514466965301011	True
65.5	212.375	325.0625	0.047302246	0.013839722	0.7221827799743181	True
48.46875	320.25	575.625	0.057281494	0.0082473755	4.042206397126691	True
25.140625	240.875	308.26562	0.101623535	0.010322571	2.368929122361564	True
26.265625	215.0	267.79688	0.46704102	0.0055351257	6.763660926101863	True
64.9375	217.0	395.5	0.0791626	0.0031528473	0.45757861609935446	True
26.9375	323.75	226.40625	0.1821289	0.9995117	1.9764820534857677	True
100.125	241.75	332.4375	0.090148926	0.74316406	1.5607443126617824	True
26.953125	380.5	364.14062	0.0077667236	0.95751953	0.6268073744697062	True
33.0	288.75	193.5	0.56396484	0.021942139	0.4111488207639269	True
34.84375	250.25	257.125	2.990663e-05	0.11730957	7.802816526821346	True
105.625	242.875	352.125	0.9975586	0.83203125	1.6087899951315023	True
27.671875	329.75	296.4375	0.9433594	0.97265625	6.622027250245026	True
25.171875	221.75	395.23438	0.9995117	0.99902344	0.07222869424265355	True
