lep_pt	LHE_dd	LHES_dd	LHE_dm	LHES_dm	LHE_md	LHES_md	LHE_um	LHES_um	LHE_mu	LHES_mu	LHE_uu	LHES_uu	genWeights	sumWeight	N_exp
597.78394	1.4990234	1.093803882598877	1.2976685	1.0777976512908936	1.1552124	1.0269129276275635	0.8741455	0.9780581593513489	0.785553	0.9177707433700562	0.686676	0.8910935521125793	-0.49554962	209709.69	35563
537.2454	1.093689	1.093803882598877	1.1946411	1.0777976512908936	0.92663574	1.0269129276275635	1.0667725	0.9780581593513489	0.8494873	0.9177707433700562	0.89889526	0.8910935521125793	0.49554962	209709.69	35563
127.89443	1.3464966	1.093803882598877	1.3121948	1.0777976512908936	1.026123	1.0269129276275635	0.9734497	0.9780581593513489	0.78015137	0.9177707433700562	0.75946045	0.8910935521125793	-0.49554962	209709.69	35563
334.04007	1.5310059	1.093803882598877	1.3076172	1.0777976512908936	1.1713257	1.0269129276275635	0.86001587	0.9780581593513489	0.78097534	0.9177707433700562	0.6713867	0.8910935521125793	-0.49554962	209709.69	35563
191.44005	1.0317383	1.093803882598877	0.96035767	1.0777976512908936	1.0717163	1.0269129276275635	0.9355774	0.9780581593513489	0.99102783	0.9177707433700562	0.92852783	0.8910935521125793	0.49554962	209709.69	35563
98.82193	1.1307373	1.093803882598877	1.1557007	1.0777976512908936	0.9857483	1.0269129276275635	1.0230103	0.9780581593513489	0.8730469	0.9177707433700562	0.88742065	0.8910935521125793	0.49554962	209709.69	35563
109.55735	1.2137451	1.093803882598877	1.2565308	1.0777976512908936	0.9714966	1.0269129276275635	1.0165405	0.9780581593513489	0.8123779	0.9177707433700562	0.82247925	0.8910935521125793	0.49554962	209709.69	35563
75.71352	1.3278809	1.093803882598877	1.2803955	1.0777976512908936	1.0384521	1.0269129276275635	0.9609375	0.9780581593513489	0.79800415	0.9177707433700562	0.7660217	0.8910935521125793	0.49554962	209709.69	35563
117.88961	1.3236084	1.093803882598877	1.3065186	1.0777976512908936	1.0130615	1.0269129276275635	0.98257446	0.9780581593513489	0.78292847	0.9177707433700562	0.7692871	0.8910935521125793	-0.49554962	209709.69	35563
359.97464	1.4197388	1.093803882598877	1.2493896	1.0777976512908936	1.1373291	1.0269129276275635	0.88656616	0.9780581593513489	0.8144531	0.9177707433700562	0.7215576	0.8910935521125793	0.49554962	209709.69	35563
56.79653	1.9384155	1.093803882598877	1.1276245	1.0777976512908936	1.6253662	1.0269129276275635	0.50219727	0.9780581593513489	0.88916016	0.9177707433700562	0.4947052	0.8910935521125793	0.49554962	209709.69	35563
141.81004	1.3499146	1.093803882598877	1.010498	1.0777976512908936	1.2767334	1.0269129276275635	0.7680359	0.9780581593513489	0.96154785	0.9177707433700562	0.7682495	0.8910935521125793	0.49554962	209709.69	35563
311.80032	1.5405273	1.093803882598877	1.2705688	1.0777976512908936	1.2124634	1.0269129276275635	0.8366394	0.9780581593513489	0.8015747	0.9177707433700562	0.6706543	0.8910935521125793	-0.49554962	209709.69	35563
144.7009	1.177063	1.093803882598877	1.244812	1.0777976512908936	0.95388794	1.0269129276275635	1.0303345	0.9780581593513489	0.81936646	0.9177707433700562	0.83935547	0.8910935521125793	0.49554962	209709.69	35563
854.03973	1.552063	1.093803882598877	1.3223877	1.0777976512908936	1.1737671	1.0269129276275635	0.8614502	0.9780581593513489	0.7687378	0.9177707433700562	0.6621704	0.8910935521125793	-0.49554962	209709.69	35563
204.44225	1.4014282	1.093803882598877	1.2993774	1.0777976512908936	1.0785522	1.0269129276275635	0.9298706	0.9780581593513489	0.78656006	0.9177707433700562	0.7313843	0.8910935521125793	0.49554962	209709.69	35563
93.61566	1.3269043	1.093803882598877	1.3119507	1.0777976512908936	1.0114136	1.0269129276275635	0.9840088	0.9780581593513489	0.78027344	0.9177707433700562	0.76782227	0.8910935521125793	0.49554962	209709.69	35563
150.36526	1.9433594	1.093803882598877	1.739624	1.0777976512908936	1.1221924	1.0269129276275635	0.89453125	0.9780581593513489	0.52456665	0.9177707433700562	0.4649353	0.8910935521125793	-0.49554962	209709.69	35563
383.43716	0.9058838	1.093803882598877	1.1137695	1.0777976512908936	0.84661865	1.0269129276275635	1.1444092	0.9780581593513489	0.89904785	0.9177707433700562	1.0077515	0.8910935521125793	0.49554962	209709.69	35563
119.4729	1.7233276	1.093803882598877	1.7120361	1.0777976512908936	1.0047607	1.0269129276275635	0.9926758	0.9780581593513489	0.54333496	0.9177707433700562	0.54119873	0.8910935521125793	-0.49554962	209709.69	35563
368.91483	1.1469727	1.093803882598877	1.0128784	1.0777976512908936	1.1364136	1.0269129276275635	0.8870239	0.9780581593513489	0.95996094	0.9177707433700562	0.8496399	0.8910935521125793	0.49554962	209709.69	35563
161.83958	1.2184448	1.093803882598877	1.2531738	1.0777976512908936	0.9776306	1.0269129276275635	1.0114136	0.9780581593513489	0.81399536	0.9177707433700562	0.8201294	0.8910935521125793	0.49554962	209709.69	35563
79.88237	1.2284546	1.093803882598877	1.2589722	1.0777976512908936	0.98065186	1.0269129276275635	1.0093994	0.9780581593513489	0.81082153	0.9177707433700562	0.81552124	0.8910935521125793	0.49554962	209709.69	35563
113.45903	1.4577637	1.093803882598877	1.3009033	1.0777976512908936	1.1206055	1.0269129276275635	0.8983154	0.9780581593513489	0.7857971	0.9177707433700562	0.7059021	0.8910935521125793	-0.49554962	209709.69	35563
56.713295	1.4898682	1.093803882598877	1.2990112	1.0777976512908936	1.1469116	1.0269129276275635	0.87991333	0.9780581593513489	0.78674316	0.9177707433700562	0.69226074	0.8910935521125793	-0.49554962	209709.69	35563
341.67407	1.1716309	1.093803882598877	0.9908447	1.0777976512908936	1.1870117	1.0269129276275635	0.85427856	0.9780581593513489	0.9755554	0.9177707433700562	0.8314209	0.8910935521125793	0.49554962	209709.69	35563
