lep_pt	LHE_dd	LHES_dd	LHE_dm	LHES_dm	LHE_md	LHES_md	LHE_um	LHES_um	LHE_mu	LHES_mu	LHE_uu	LHES_uu	genWeights	sumWeight	N_exp
274.6647	1.111145	1.0947715044021606	1.0013428	1.0781850814819336	1.1139526	1.027367115020752	0.903656	0.9777711629867554	0.96673584	0.9175779223442078	0.871521	0.8906381726264954	0.49554962	206732.34	35563
197.38692	1.0941162	1.0947715044021606	0.9484253	1.0781850814819336	1.1271973	1.027367115020752	0.89193726	0.9777711629867554	0.99993896	0.9175779223442078	0.90405273	0.8906381726264954	0.49554962	206732.34	35563
338.1563	1.4251709	1.0947715044021606	1.267273	1.0781850814819336	1.1246338	1.027367115020752	0.8957825	0.9777711629867554	0.80337524	0.9175779223442078	0.719635	0.8906381726264954	0.49554962	206732.34	35563
191.10005	1.4212036	1.0947715044021606	1.2612305	1.0781850814819336	1.126831	1.027367115020752	0.8926697	0.9777711629867554	0.8066406	0.9175779223442078	0.72006226	0.8906381726264954	0.49554962	206732.34	35563
82.28211	1.1091309	1.0947715044021606	0.9951477	1.0781850814819336	1.1190796	1.027367115020752	0.90005493	0.9777711629867554	0.97055054	0.9175779223442078	0.8713989	0.8906381726264954	0.49554962	206732.34	35563
131.06464	1.2943115	1.0947715044021606	1.28125	1.0781850814819336	1.0123291	1.027367115020752	0.98327637	0.9777711629867554	0.7979431	0.9175779223442078	0.7832947	0.8906381726264954	0.49554962	206732.34	35563
102.78789	1.4561768	1.0947715044021606	1.3123779	1.0781850814819336	1.1095581	1.027367115020752	0.90563965	0.9777711629867554	0.7800598	0.9175779223442078	0.7064514	0.8906381726264954	-0.49554962	206732.34	35563
72.23547	1.46698	1.0947715044021606	1.2991333	1.0781850814819336	1.1291504	1.027367115020752	0.8919678	0.9777711629867554	0.7866821	0.9175779223442078	0.7016907	0.8906381726264954	-0.49554962	206732.34	35563
179.20244	1.3773804	1.0947715044021606	1.3041382	1.0781850814819336	1.0561523	1.027367115020752	0.94821167	0.9777711629867554	0.78414917	0.9175779223442078	0.7435608	0.8906381726264954	-0.49554962	206732.34	35563
371.12683	1.4914551	1.0947715044021606	1.2747192	1.0781850814819336	1.170044	1.027367115020752	0.8638916	0.9777711629867554	0.79937744	0.9175779223442078	0.6905823	0.8906381726264954	-0.49554962	206732.34	35563
