lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
131.64366	214.0	0.9025641	78.375		0.49554962	209915.81	35563
220.83322	454.25	0.39906833	194.75	a	-0.49554962	209915.81	35563
119.79713	402.5	0.6806347	89.75	b	-0.49554962	209915.81	35563
83.85582	412.0	0.6026469	152.375	a	0.49554962	209915.81	35563
442.11536	460.25	0.3031539	187.125		-0.49554962	209915.81	35563
135.0521	516.0	0.7474926	193.75	a	-0.49554962	209915.81	35563
112.43702	320.75	0.76978415	100.9375	d	-0.49554962	209915.81	35563
91.70221	666.0	0.6814016	178.75	a	0.49554962	209915.81	35563
34.76097	409.25	0.3166476	165.25	a	0.49554962	209915.81	35563
237.95897	461.0	0.39134276	193.125	a	0.49554962	209915.81	35563
182.9231	286.0	0.6176833	101.4375		0.49554962	209915.81	35563
104.18833	384.75	0.38732004	169.75	a	0.49554962	209915.81	35563
158.1411	342.0	0.8628405	163.125		0.49554962	209915.81	35563
211.31409	302.5	0.9068287	88.6875	b	0.49554962	209915.81	35563
77.94005	394.5	0.41950464	175.75	a	0.49554962	209915.81	35563
193.445	239.75	0.88881165	85.5625		0.49554962	209915.81	35563
58.732315	492.5	0.38803682	161.25	a	0.49554962	209915.81	35563
108.81272	319.25	0.6995192	120.1875		0.49554962	209915.81	35563
132.47171	381.0	0.38446346	142.75		0.49554962	209915.81	35563
90.13835	421.25	0.41723776	175.875	a	0.49554962	209915.81	35563
143.35466	248.375	0.7826087	105.25		-0.49554962	209915.81	35563
49.972233	323.75	0.7018091	117.5625		0.49554962	209915.81	35563
170.854	295.75	0.6061198	81.9375	b	0.49554962	209915.81	35563
120.90626	384.0	0.8701997	126.0		0.49554962	209915.81	35563
253.1854	272.25	0.4696498	88.5625	c	0.49554962	209915.81	35563
78.54537	435.75	0.53208554	188.75	a	-0.49554962	209915.81	35563
118.00696	469.75	0.51596093	174.625	a	0.49554962	209915.81	35563
233.46008	447.75	0.401078	193.375	a	-0.49554962	209915.81	35563
77.92133	356.75	0.59130436	99.25		0.49554962	209915.81	35563
147.87773	290.5	0.7846498	84.6875		0.49554962	209915.81	35563
80.48909	393.75	0.8312531	137.5		0.49554962	209915.81	35563
305.80414	630.0	0.31198502	182.5	a	-0.49554962	209915.81	35563
115.97762	248.875	0.51951736	106.5625		0.49554962	209915.81	35563
133.00146	597.0	0.57741934	101.75	a	0.49554962	209915.81	35563
96.530624	528.0	0.63081217	157.25	a	-0.49554962	209915.81	35563
92.06142	331.5	0.946318	54.25		0.49554962	209915.81	35563
54.34937	579.0	0.4829024	176.0	a	0.49554962	209915.81	35563
112.63036	285.25	0.9199384	110.8125		0.49554962	209915.81	35563
116.659256	453.25	0.51199716	177.375	a	0.49554962	209915.81	35563
121.3906	515.5	0.579031	89.1875	b	-0.49554962	209915.81	35563
66.35317	362.75	0.6985646	133.875	b	0.49554962	209915.81	35563
52.409943	333.25	0.7186147	78.9375		0.49554962	209915.81	35563
215.79863	264.25	0.7379261	96.25	b	-0.49554962	209915.81	35563
182.3391	218.5	0.6062603	79.3125	c	-0.49554962	209915.81	35563
207.36815	208.0	0.7676856	70.625	c	0.49554962	209915.81	35563
236.64877	272.25	0.50047666	122.9375	b	0.49554962	209915.81	35563
121.057045	454.25	0.9108911	5.2929688	d	0.49554962	209915.81	35563
194.04262	294.5	0.8359428	73.625	d	-0.49554962	209915.81	35563
