lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
58.456314	197.375	0.53376096	103.25	b	0.49554962	290511.84	35563
135.84111	376.0	0.8315	137.0		0.49554962	290511.84	35563
59.13625	236.75	0.54522455	108.5		-0.49554962	290511.84	35563
376.19382	491.0	0.5783563	134.25		0.49554962	290511.84	35563
128.31831	608.5	0.44394618	186.125	a	0.49554962	290511.84	35563
168.738	424.5	0.8888889	146.875		0.49554962	290511.84	35563
82.248955	297.25	0.6516892	134.875	c	-0.49554962	290511.84	35563
252.40952	507.25	0.46469685	196.375	a	0.49554962	290511.84	35563
55.7575	244.0	0.8626302	83.3125	b	0.49554962	290511.84	35563
189.1834	415.5	0.3973731	190.75	a	0.49554962	290511.84	35563
143.24402	375.75	0.60305345	138.75	a	0.49554962	290511.84	35563
220.03586	307.5	0.48271278	94.125	a	-0.49554962	290511.84	35563
314.29343	430.25	0.54703707	141.875	a	0.49554962	290511.84	35563
268.4199	571.5	0.6969136	161.875	a	0.49554962	290511.84	35563
282.39484	516.5	0.2381579	159.0	a	0.49554962	290511.84	35563
94.22131	400.75	0.46095446	185.125	a	0.49554962	290511.84	35563
193.20131	479.75	0.3564578	185.25	a	-0.49554962	290511.84	35563
405.66953	290.0	0.7203316	121.875		-0.49554962	290511.84	35563
55.409084	640.5	0.4443408	190.25	a	0.49554962	290511.84	35563
174.93367	268.5	0.7934451	97.5625		-0.49554962	290511.84	35563
486.98505	521.5	0.5089839	78.8125		-0.49554962	290511.84	35563
353.0641	547.0	0.63338536	120.5		-0.49554962	290511.84	35563
120.761284	617.5	0.69366515	18.78125	d	0.49554962	290511.84	35563
85.3911	222.5	0.56608224	109.5625	c	0.49554962	290511.84	35563
728.49365	544.0	0.34989908	159.25	a	0.49554962	290511.84	35563
152.23444	260.5	0.5725983	110.375		0.49554962	290511.84	35563
52.428024	595.0	0.48888183	197.625	a	0.49554962	290511.84	35563
482.94604	827.5	0.6395198	277.5	a	0.49554962	290511.84	35563
175.23253	297.5	0.7879581	72.25	c	-0.49554962	290511.84	35563
271.80862	513.5	0.5189819	160.125	a	0.49554962	290511.84	35563
51.905174	209.125	0.68600684	2.8964844	c	0.49554962	290511.84	35563
202.09546	734.0	0.7066487	120.5	a	0.49554962	290511.84	35563
137.1073	433.5	0.50474775	116.75	a	-0.49554962	290511.84	35563
226.06824	227.75	0.54288024	90.4375	c	0.49554962	290511.84	35563
185.4802	513.0	0.64987713	209.5	a	0.49554962	290511.84	35563
155.75832	276.5	0.86367595	94.625		0.49554962	290511.84	35563
112.510086	457.0	0.3784764	184.5	a	-0.49554962	290511.84	35563
152.95924	475.75	0.4584253	165.625	a	0.49554962	290511.84	35563
187.53926	206.0	0.53388745	96.6875		0.49554962	290511.84	35563
108.836914	375.0	0.9386189	134.25		0.49554962	290511.84	35563
128.75955	263.25	0.32532346	116.5625		-0.49554962	290511.84	35563
97.75591	236.25	0.6886161	90.4375		0.49554962	290511.84	35563
174.59036	251.5	0.7429245	78.3125	c	0.49554962	290511.84	35563
125.33977	265.0	0.7143449	90.5625		0.49554962	290511.84	35563
117.32844	402.75	0.8596491	142.125		0.49554962	290511.84	35563
101.44824	306.25	0.7222877	122.0625	b	-0.49554962	290511.84	35563
359.83075	619.0	0.6243973	225.875	b	0.49554962	290511.84	35563
188.18289	396.5	0.5792031	118.0625		0.49554962	290511.84	35563
173.57954	377.0	0.56113386	84.0625		0.49554962	290511.84	35563
147.47041	494.25	0.5544154	222.75	d	0.49554962	290511.84	35563
205.05606	423.75	0.6430393	193.375		-0.49554962	290511.84	35563
207.76955	376.25	0.6984297	158.5		-0.49554962	290511.84	35563
65.31653	232.125	0.8827493	98.375		0.49554962	290511.84	35563
142.91629	334.25	0.9007383	112.1875		0.49554962	290511.84	35563
167.97557	407.25	0.7210278	134.375	a	-0.49554962	290511.84	35563
300.29544	255.0	0.75771326	82.125	b	0.49554962	290511.84	35563
189.45909	395.25	0.4786184	163.25		-0.49554962	290511.84	35563
294.55157	386.0	0.8697706	184.375	a	-0.49554962	290511.84	35563
161.35841	232.625	0.63955927	108.0625		0.49554962	290511.84	35563
293.3753	376.75	0.6417266	114.5625		-0.49554962	290511.84	35563
193.64252	300.0	0.9038332	136.0		0.49554962	290511.84	35563
298.54486	329.75	0.60927457	122.75	b	-0.49554962	290511.84	35563
182.47417	424.25	0.3180147	183.25	a	0.49554962	290511.84	35563
196.40349	377.5	0.85246783	2.8261719	d	0.49554962	290511.84	35563
119.989784	404.75	0.64009833	127.75		0.49554962	290511.84	35563
453.18976	444.0	0.46596244	166.875	a	0.49554962	290511.84	35563
50.000397	380.0	0.828084	147.75		0.49554962	290511.84	35563
86.74583	336.75	0.72727275	134.0		-0.49554962	290511.84	35563
101.25616	339.0	0.6313276	138.0		-0.49554962	290511.84	35563
155.41035	404.0	0.5409836	171.875	a	0.49554962	290511.84	35563
62.040886	436.5	0.80862695	60.15625	b	0.49554962	290511.84	35563
204.77666	322.75	0.5813953	161.75	a	0.49554962	290511.84	35563
66.09274	415.5	0.8544109	137.5		0.49554962	290511.84	35563
93.422195	195.625	0.60945034	90.125	c	-0.49554962	290511.84	35563
111.40732	355.75	0.88663965	102.375		0.49554962	290511.84	35563
116.63596	366.25	0.84566426	127.6875	b	-0.49554962	290511.84	35563
70.99816	346.0	0.8082422	99.8125		0.49554962	290511.84	35563
274.6255	482.75	0.376615	162.875		-0.49554962	290511.84	35563
194.62845	240.75	0.2473207	120.6875		0.49554962	290511.84	35563
150.07669	277.0	0.50725806	115.6875	b	-0.49554962	290511.84	35563
253.5943	270.5	0.60303587	94.125		-0.49554962	290511.84	35563
255.80177	466.75	0.6426471	185.5	a	0.49554962	290511.84	35563
336.9296	448.5	0.79599565	129.25		0.49554962	290511.84	35563
161.72377	319.0	0.35063207	123.875	b	-0.49554962	290511.84	35563
158.81511	301.75	0.73295856	79.25		0.49554962	290511.84	35563
162.2235	271.25	0.703415	83.875		-0.49554962	290511.84	35563
55.939903	645.5	0.46591684	217.625	a	0.49554962	290511.84	35563
53.7106	265.0	0.7349581	108.9375		-0.49554962	290511.84	35563
91.91627	324.25	0.7420977	146.625		0.49554962	290511.84	35563
244.50294	305.25	0.69227767	109.75		0.49554962	290511.84	35563
156.58627	615.0	0.6686508	182.125	a	-0.49554962	290511.84	35563
428.60986	434.5	0.8309945	150.625		0.49554962	290511.84	35563
105.15475	321.5	0.3678023	131.75	a	0.49554962	290511.84	35563
271.30862	282.25	0.73508483	109.5		0.49554962	290511.84	35563
126.301315	440.0	0.2974138	185.375	a	-0.49554962	290511.84	35563
57.96286	456.25	0.5530025	164.5	a	0.49554962	290511.84	35563
311.5654	311.75	0.830605	124.625		0.49554962	290511.84	35563
104.53851	281.0	0.77845883	91.5		0.49554962	290511.84	35563
225.51068	347.25	0.3042394	165.375		-0.49554962	290511.84	35563
337.39206	359.25	0.27185678	174.375	a	0.49554962	290511.84	35563
258.8751	691.5	0.4782461	196.25		-0.49554962	290511.84	35563
93.91785	315.0	0.607122	109.1875	a	-0.49554962	290511.84	35563
259.42886	280.75	0.6627475	156.5	a	-0.49554962	290511.84	35563
283.6661	445.75	0.3631016	163.375	a	0.49554962	290511.84	35563
458.54404	477.5	0.41163585	148.5	a	-0.49554962	290511.84	35563
162.97934	317.75	0.38238806	114.8125		0.49554962	290511.84	35563
190.44273	422.0	0.66439754	178.875		0.49554962	290511.84	35563
28.306055	523.0	0.79444444	8.0234375	d	0.49554962	290511.84	35563
352.2435	294.5	0.83358663	124.5		-0.49554962	290511.84	35563
64.96059	201.125	0.8060366	69.25	c	0.49554962	290511.84	35563
65.65297	331.25	0.33935663	150.375	a	-0.49554962	290511.84	35563
116.97769	350.25	0.58873004	80.6875	b	0.49554962	290511.84	35563
59.955883	427.5	0.4128895	215.5	a	-0.49554962	290511.84	35563
184.84853	244.75	0.87892604	81.875		0.49554962	290511.84	35563
193.73326	513.0	0.8737466	67.8125	d	0.49554962	290511.84	35563
178.69614	384.0	0.66396934	84.375	b	0.49554962	290511.84	35563
384.92062	466.0	0.58363545	171.375		-0.49554962	290511.84	35563
137.20096	542.5	0.30990565	165.625	a	0.49554962	290511.84	35563
38.372967	451.25	0.280256	168.0	a	0.49554962	290511.84	35563
122.70645	359.25	0.6034222	172.0	a	0.49554962	290511.84	35563
347.9565	590.5	0.64494103	117.1875		0.49554962	290511.84	35563
427.07153	575.0	0.37949467	183.875	a	0.49554962	290511.84	35563
383.3733	411.5	0.75072885	177.25		0.49554962	290511.84	35563
135.27914	502.0	0.33474854	187.625	a	0.49554962	290511.84	35563
76.982025	262.5	0.8125	66.3125		0.49554962	290511.84	35563
116.67208	334.5	0.76524556	96.0		0.49554962	290511.84	35563
130.64801	310.75	0.737715	63.25		-0.49554962	290511.84	35563
44.55511	311.0	0.5520984	166.75	a	0.49554962	290511.84	35563
258.81967	267.5	0.72591805	105.9375		0.49554962	290511.84	35563
99.96247	262.75	0.66497093	114.25		0.49554962	290511.84	35563
119.028465	326.75	0.4384449	166.25	c	-0.49554962	290511.84	35563
146.67169	300.25	0.7299618	118.0625		0.49554962	290511.84	35563
135.8219	220.125	0.46616736	99.5	b	0.49554962	290511.84	35563
180.08786	440.75	0.56105345	125.75		0.49554962	290511.84	35563
57.871487	579.5	0.7925978	159.75		0.49554962	290511.84	35563
168.39232	257.5	0.65291107	97.375		0.49554962	290511.84	35563
221.45357	559.0	0.8486842	131.25		0.49554962	290511.84	35563
198.73666	247.5	0.24879344	101.4375	c	0.49554962	290511.84	35563
296.25922	593.5	0.3160058	168.5	a	-0.49554962	290511.84	35563
329.68332	281.5	0.7000622	106.5625		-0.49554962	290511.84	35563
60.828037	617.0	0.8262463	176.875	a	0.49554962	290511.84	35563
276.18253	209.25	0.72375476	91.375		0.49554962	290511.84	35563
223.50807	384.0	0.6660854	170.125	a	0.49554962	290511.84	35563
199.41444	349.25	0.814876	72.9375		0.49554962	290511.84	35563
188.73717	439.5	0.8079555	133.375		-0.49554962	290511.84	35563
102.54814	424.75	0.41401592	168.625	a	0.49554962	290511.84	35563
166.19875	254.625	0.56527776	117.0625	a	0.49554962	290511.84	35563
109.04124	361.5	0.7025948	110.0625		0.49554962	290511.84	35563
75.85801	591.0	0.50644404	175.75		0.49554962	290511.84	35563
351.47583	741.5	0.54575986	343.25	a	-0.49554962	290511.84	35563
99.69282	375.25	0.8133903	16.09375		-0.49554962	290511.84	35563
164.37495	252.375	0.71565497	74.5625		0.49554962	290511.84	35563
199.3796	333.0	0.44504926	150.875	b	0.49554962	290511.84	35563
277.23877	587.0	0.47453907	186.75	a	0.49554962	290511.84	35563
67.587425	541.0	0.5516495	136.625	d	0.49554962	290511.84	35563
557.3345	525.0	0.45080644	180.625		0.49554962	290511.84	35563
51.555622	433.25	0.72318757	172.875		0.49554962	290511.84	35563
84.980644	288.0	0.945563	120.5		0.49554962	290511.84	35563
85.93894	316.25	0.80340266	135.375		0.49554962	290511.84	35563
169.36893	496.75	0.5865922	173.625	a	-0.49554962	290511.84	35563
191.5252	602.5	0.518315	184.75	a	0.49554962	290511.84	35563
85.230194	411.25	0.44460726	152.375		0.49554962	290511.84	35563
50.241127	344.0	0.7560175	85.4375	b	0.49554962	290511.84	35563
76.77307	268.75	0.885275	60.15625	b	0.49554962	290511.84	35563
109.98176	257.0	0.42798913	120.4375	b	0.49554962	290511.84	35563
83.540924	428.75	0.7776794	121.9375		0.49554962	290511.84	35563
