lep_pt	AK8_pt	t32	Msd	Flag	genWeights	sumWeight	N_exp
92.90975	204.5	0.72088355	76.5	c	0.49554962	256276.42	35563
523.64624	843.5	0.90114796	9.0625	d	0.49554962	256276.42	35563
832.2833	861.0	0.8293289	131.5	a	0.49554962	256276.42	35563
96.95397	226.5	0.6841808	114.3125		0.49554962	256276.42	35563
239.25337	355.0	0.82640696	128.625		0.49554962	256276.42	35563
286.19257	570.5	0.6423611	163.75	a	0.49554962	256276.42	35563
64.07194	273.25	0.73841465	118.625		-0.49554962	256276.42	35563
99.18072	313.5	0.44930363	140.875	a	0.49554962	256276.42	35563
37.56139	275.5	0.8172043	86.9375	b	0.49554962	256276.42	35563
134.94499	250.875	0.52691215	97.4375		0.49554962	256276.42	35563
67.194565	293.75	0.7705128	84.375	b	0.49554962	256276.42	35563
58.174343	293.0	0.7211445	56.15625		0.49554962	256276.42	35563
63.30473	899.5	0.3910756	89.8125	a	0.49554962	256276.42	35563
43.940586	306.0	0.41709653	157.625	b	0.49554962	256276.42	35563
646.0971	488.75	0.39095992	154.125	a	0.49554962	256276.42	35563
51.87883	248.5	0.8645889	102.1875		0.49554962	256276.42	35563
140.17526	315.25	0.54761904	128.25		0.49554962	256276.42	35563
73.79321	403.75	0.64263684	76.5625	b	-0.49554962	256276.42	35563
333.9686	336.25	0.4898543	143.5	a	0.49554962	256276.42	35563
91.68378	607.0	0.61898625	177.875	a	0.49554962	256276.42	35563
103.96028	272.0	0.36188218	115.0		0.49554962	256276.42	35563
169.17233	373.5	0.8118162	116.75	a	0.49554962	256276.42	35563
42.506798	396.25	0.76721764	105.625	b	0.49554962	256276.42	35563
245.9481	418.5	0.6868327	174.75		0.49554962	256276.42	35563
114.518814	357.5	0.8762215	168.125		0.49554962	256276.42	35563
166.12767	466.0	0.42219466	183.75	a	-0.49554962	256276.42	35563
60.280716	528.5	0.5342262	180.25	a	0.49554962	256276.42	35563
157.57135	297.75	0.5570797	58.875	c	0.49554962	256276.42	35563
61.070217	405.25	0.39513108	171.75	a	-0.49554962	256276.42	35563
82.97905	465.75	0.37776142	211.125	a	-0.49554962	256276.42	35563
118.83683	252.875	0.804401	3.203125	d	0.49554962	256276.42	35563
152.0005	256.75	0.61142254	107.5625		0.49554962	256276.42	35563
320.3562	317.25	0.6716325	140.75		-0.49554962	256276.42	35563
339.7204	776.5	0.7413894	191.75	a	0.49554962	256276.42	35563
197.65056	289.75	0.68510157	4.765625	d	0.49554962	256276.42	35563
184.96564	431.0	0.60625535	211.875	a	-0.49554962	256276.42	35563
163.88783	419.75	0.5548246	186.0	a	-0.49554962	256276.42	35563
118.06335	409.0	0.4813123	184.5	a	-0.49554962	256276.42	35563
176.50479	359.75	0.8293974	153.25		0.49554962	256276.42	35563
99.9221	375.25	0.4412094	181.0	a	0.49554962	256276.42	35563
346.62888	309.5	0.8466368	128.125		0.49554962	256276.42	35563
237.56815	373.5	0.69872224	141.0		0.49554962	256276.42	35563
142.41626	257.5	0.48156276	122.4375	b	-0.49554962	256276.42	35563
385.46973	448.5	0.7396963	149.875		0.49554962	256276.42	35563
74.62678	485.0	0.5891626	199.25		0.49554962	256276.42	35563
83.41922	410.75	0.30584416	161.25	a	0.49554962	256276.42	35563
109.74966	372.0	0.89222616	134.125		0.49554962	256276.42	35563
102.50317	374.0	0.3457578	176.25	a	-0.49554962	256276.42	35563
139.53365	380.5	0.46210676	184.125	a	0.49554962	256276.42	35563
293.77576	491.0	0.6888993	174.375	a	0.49554962	256276.42	35563
148.80473	507.25	0.31423524	207.125		0.49554962	256276.42	35563
87.39957	308.25	0.6880682	64.75		0.49554962	256276.42	35563
220.26204	234.25	0.8599459	98.125	a	-0.49554962	256276.42	35563
115.15729	409.0	0.7592593	149.0		0.49554962	256276.42	35563
148.34775	551.5	0.59041667	194.375	a	0.49554962	256276.42	35563
96.78785	235.75	0.725614	87.25		-0.49554962	256276.42	35563
312.80807	518.5	0.6295646	202.0	a	-0.49554962	256276.42	35563
320.6717	568.5	0.7359155	161.125	a	0.49554962	256276.42	35563
591.0501	454.75	0.43957183	155.0	b	0.49554962	256276.42	35563
123.20815	555.5	0.345616	183.375	a	0.49554962	256276.42	35563
