lep_pt	AK8_pt	LHE_dd	LHES_dd	LHE_dm	LHES_dm	LHE_md	LHES_md	LHE_um	LHES_um	LHE_mu	LHES_mu	LHE_uu	LHES_uu	ISR_u	ISR_d	FSR_u	FSR_d	genWeights	sumWeight	N_exp
182.82071	414.75	1.494812	1.0927191972732544	1.2980347	1.0768747329711914	1.1516113	1.0267622470855713	0.8765259	0.9782336354255676	0.78723145	0.9180845618247986	0.69003296	0.8916244506835938	1.1261597	0.8327942	0.791626	1.0668945	-0.49554962	289157.1	35563
57.093525	396.5	0.9408264	1.0927191972732544	1.6185913	1.0768747329711914	0.43496704	1.0267622470855713	1.4084473	0.9782336354255676	0.59350586	0.9180845618247986	0.94174194	0.8916244506835938	0.8225403	1.2379761	0.64157104	1.0496216	-0.49554962	289157.1	35563
300.41812	409.75	1.5944824	1.0927191972732544	1.3557129	1.0768747329711914	1.1762695	1.0267622470855713	0.86001587	0.9782336354255676	0.7515259	0.9180845618247986	0.6462097	0.8916244506835938	1.006897	0.9639282	1.2186279	0.4407959	-0.49554962	289157.1	35563
278.09726	254.875	1.1275635	1.0927191972732544	0.96466064	1.0768747329711914	1.1360474	1.0267622470855713	0.8798828	0.9782336354255676	0.9881592	0.9180845618247986	0.88565063	0.8916244506835938	0.945282	1.0675049	0.6833191	1.3713379	0.49554962	289157.1	35563
331.43243	524.0	0.8911743	1.0927191972732544	1.1577148	1.0768747329711914	0.8116455	1.0267622470855713	1.1240845	0.9782336354255676	0.8724365	0.9180845618247986	0.9591675	0.8916244506835938	1.1437378	0.8213806	1.0333862	0.6878967	0.49554962	289157.1	35563
148.53827	678.0	1.3010864	1.0927191972732544	1.2160645	1.0768747329711914	1.0708008	1.0267622470855713	0.9429016	0.9782336354255676	0.83618164	0.9180845618247986	0.7876587	0.8916244506835938	1.0064087	0.9798889	0.51309204	2.0268555	0.49554962	289157.1	35563
162.8369	377.5	1.322876	1.0927191972732544	1.1536255	1.0768747329711914	1.1477661	1.0267622470855713	0.87979126	0.9782336354255676	0.8742981	0.9180845618247986	0.76864624	0.8916244506835938	0.8457947	1.1976318	0.9920654	0.69833374	0.49554962	289157.1	35563
106.316025	377.5	1.3443604	1.0927191972732544	1.2750854	1.0768747329711914	1.0558472	1.0267622470855713	0.9506836	0.9782336354255676	0.80093384	0.9180845618247986	0.76052856	0.8916244506835938	0.9676819	1.0119019	0.9206543	0.8208313	0.49554962	289157.1	35563
61.82116	248.0	1.4877319	1.0927191972732544	0.9672241	1.0768747329711914	1.407959	1.0267622470855713	0.6473999	0.9782336354255676	0.98513794	0.9180845618247986	0.7015991	0.8916244506835938	0.87857056	1.1503296	0.57180786	1.6795654	0.49554962	289157.1	35563
111.988365	347.5	1.5002441	1.0927191972732544	1.3081055	1.0768747329711914	1.1468506	1.0267622470855713	0.8796692	0.9782336354255676	0.7821655	0.9180845618247986	0.6880493	0.8916244506835938	0.9949341	0.9917908	0.87905884	0.7488098	-0.49554962	289157.1	35563
