AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
38.0625	464.75	38.0625	0.0031261444	0.058624268	0.46061727091822036	False
29.15625	626.0	236.03125	0.61816406	0.8261719	1.3861069248364117	False
66.375	513.0	66.375	4.7944486e-06	0.97558594	3.707339226841242	False
40.8125	262.0	99.625	1.7154962e-06	0.67626953	0.948316209810173	False
26.390625	551.5	26.390625	0.86328125	0.091430664	3.87160651985765	False
136.625	224.375	136.625	1.2479722e-06	0.13867188	5.5187770100472875	False
44.5	195.75	44.5	0.019851685	0.13220215	1.6852075668239905	False
108.125	273.0	108.125	2.104789e-06	0.09954834	4.185246485972883	False
99.25	271.25	99.25	3.0994415e-05	0.08514404	3.92019472468192	False
30.59375	359.0	30.59375	7.033348e-06	0.051574707	1.8449134418718103	False
42.46875	376.0	42.46875	8.481741e-05	0.05316162	0.03353662085281428	False
27.609375	326.25	27.609375	0.00020480156	0.064575195	1.8144588558194386	False
98.25	423.75	98.25	0.004337311	0.296875	2.4538449624571115	False
39.46875	279.75	39.46875	4.1902065e-05	0.07141113	2.2561496867246262	False
49.0	662.0	49.0	1.1779368e-05	0.23376465	0.6196497698304597	False
70.125	345.5	70.125	0.00039982796	0.2619629	4.47676296216585	False
35.6875	366.25	35.6875	5.174428e-06	0.9868164	1.2152205150841695	False
26.171875	428.75	26.171875	0.00030493736	0.058898926	4.82338432484633	False
30.515625	268.0	79.890625	0.0069885254	0.066711426	1.2108751445688029	False
32.25	515.5	32.25	0.005088806	0.052215576	7.940473683757986	False
65.875	223.875	144.5	4.2319298e-05	0.056243896	0.6246825004385244	False
26.765625	675.5	26.765625	0.14404297	0.11187744	3.755363990198447	False
64.6875	304.25	64.6875	0.0037288666	0.07305908	1.7132996154247166	False
26.5	337.5	64.0	0.00037384033	0.06500244	4.602480666334998	False
50.15625	402.0	50.15625	0.18713379	0.06286621	3.8598829554156993	False
103.9375	206.875	103.9375	1.7369166e-07	0.055877686	0.11935577548115361	False
26.546875	207.125	26.546875	0.0009870529	0.09863281	1.7348915393564397	False
142.0	228.5	142.0	2.5760382e-06	0.31469727	1.6699501109289798	False
56.0625	338.0	56.0625	6.314367e-06	0.1616211	3.4667465720501127	False
466.0	956.0	466.0	0.00039458275	0.27075195	0.58642343043077	False
25.59375	466.5	25.59375	0.00010603666	0.15979004	1.4167185729513818	False
69.0	301.75	69.0	6.8731606e-06	0.069885254	7.709399760405589	False
55.4375	380.0	55.4375	1.7229468e-06	0.0826416	1.0431031080899373	False
40.1875	350.25	40.1875	0.00012660027	0.13598633	0.6750386003774054	False
29.046875	466.0	29.046875	2.0384789e-05	0.13244629	1.9412632089015602	False
25.375	549.0	60.71875	1.2200326e-06	0.2944336	2.330925365346488	False
25.40625	457.5	25.40625	1.6866252e-06	0.062927246	0.6087133631618826	False
47.5	489.0	98.59375	0.30615234	0.9975586	1.1527491089607906	False
41.28125	237.75	41.28125	2.1571759e-07	0.08099365	2.3573470474787257	False
51.6875	482.0	51.6875	0.002193451	0.5473633	4.504506938396872	False
35.03125	435.5	35.03125	6.2659383e-06	0.0619812	4.338413705990817	False
30.796875	432.0	30.796875	0.0010623932	0.16748047	2.282094013574266	False
95.625	257.0	95.625	0.0014390945	0.076660156	1.3701009156996236	False
25.234375	474.75	25.234375	8.0186874e-07	0.12817383	0.8884559254383788	False
27.828125	179.5	27.828125	0.000705719	0.5551758	1.6748952134569919	False
31.046875	270.25	31.046875	6.3097104e-07	0.12902832	2.32460223335724	False
25.5	367.25	25.5	2.1187589e-07	0.09454346	4.37923844956407	False
31.5625	271.5	31.5625	3.632158e-06	0.45263672	4.032301348121379	False
81.8125	378.5	81.8125	0.05545044	0.40820312	1.9684752386569784	False
28.125	522.0	91.6875	0.00017035007	0.054473877	4.462919903256591	False
75.0625	216.75	75.0625	0.11224365	0.9404297	0.4041792001661406	False
43.90625	184.75	43.90625	8.419156e-06	0.49780273	0.8588242208970485	False
38.0625	913.5	110.9375	4.1127205e-06	0.09875488	9.040279115626419	False
67.1875	507.5	67.1875	1.0766089e-05	0.06628418	5.84007738948867	False
139.625	558.0	139.625	0.025604248	0.9926758	1.7610974909030261	False
31.515625	420.5	31.515625	2.1964312e-05	0.051696777	1.7684292980719079	False
26.359375	244.75	26.359375	5.052425e-07	0.20593262	0.40208170807312626	False
25.28125	481.0	25.28125	0.046020508	0.05230713	0.44645760442483606	False
