AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
482.75	479.0	0.49554962	156882.11	35563
351.5	301.0	-0.49554962	156882.11	35563
498.5	450.0	-0.49554962	156882.11	35563
317.75	376.0	0.49554962	156882.11	35563
196.75	292.0	0.49554962	156882.11	35563
430.25	422.0	0.49554962	156882.11	35563
389.25	371.0	-0.49554962	156882.11	35563
427.75	416.0	0.49554962	156882.11	35563
414.75	398.0	0.49554962	156882.11	35563
302.5	360.0	0.49554962	156882.11	35563
710.5	476.0	0.49554962	156882.11	35563
386.5	379.0	0.49554962	156882.11	35563
520.5	586.0	-0.49554962	156882.11	35563
690.0	572.0	0.49554962	156882.11	35563
469.75	49.125	0.49554962	156882.11	35563
380.0	392.0	0.49554962	156882.11	35563
415.0	425.0	0.49554962	156882.11	35563
431.75	408.0	0.49554962	156882.11	35563
298.5	302.0	0.49554962	156882.11	35563
442.75	465.0	0.49554962	156882.11	35563
317.75	325.0	-0.49554962	156882.11	35563
447.75	476.0	0.49554962	156882.11	35563
555.0	570.0	0.49554962	156882.11	35563
426.75	394.0	0.49554962	156882.11	35563
920.5	898.0	0.49554962	156882.11	35563
410.5	438.0	0.49554962	156882.11	35563
400.75	413.0	-0.49554962	156882.11	35563
478.25	447.0	-0.49554962	156882.11	35563
249.75	267.0	-0.49554962	156882.11	35563
436.25	408.0	0.49554962	156882.11	35563
581.5	588.0	-0.49554962	156882.11	35563
474.5	476.0	-0.49554962	156882.11	35563
374.0	388.0	0.49554962	156882.11	35563
607.5	654.0	0.49554962	156882.11	35563
553.0	526.0	0.49554962	156882.11	35563
235.625	253.0	0.49554962	156882.11	35563
320.25	266.0	0.49554962	156882.11	35563
397.75	463.0	0.49554962	156882.11	35563
369.5	479.0	0.49554962	156882.11	35563
404.5	439.0	0.49554962	156882.11	35563
295.5	335.0	0.49554962	156882.11	35563
322.25	285.0	-0.49554962	156882.11	35563
505.5	468.0	-0.49554962	156882.11	35563
247.375	232.0	0.49554962	156882.11	35563
412.0	427.0	-0.49554962	156882.11	35563
431.75	398.0	-0.49554962	156882.11	35563
440.5	441.0	0.49554962	156882.11	35563
574.5	562.0	0.49554962	156882.11	35563
478.0	487.0	0.49554962	156882.11	35563
618.0	630.0	0.49554962	156882.11	35563
338.25	317.0	0.49554962	156882.11	35563
388.75	392.0	0.49554962	156882.11	35563
292.5	246.0	-0.49554962	156882.11	35563
363.75	355.0	0.49554962	156882.11	35563
780.0	115.25	0.49554962	156882.11	35563
238.125	214.5	0.49554962	156882.11	35563
451.0	451.0	0.49554962	156882.11	35563
443.5	400.0	0.49554962	156882.11	35563
350.25	315.0	0.49554962	156882.11	35563
306.5	94.5	-0.49554962	156882.11	35563
790.5	786.0	0.49554962	156882.11	35563
650.0	612.0	0.49554962	156882.11	35563
263.0	245.5	0.49554962	156882.11	35563
501.75	474.0	0.49554962	156882.11	35563
405.75	390.0	0.49554962	156882.11	35563
508.5	509.0	0.49554962	156882.11	35563
477.5	424.0	0.49554962	156882.11	35563
650.0	604.0	0.49554962	156882.11	35563
283.5	342.0	0.49554962	156882.11	35563
425.0	408.0	0.49554962	156882.11	35563
575.5	580.0	-0.49554962	156882.11	35563
391.5	367.0	0.49554962	156882.11	35563
599.5	582.0	-0.49554962	156882.11	35563
309.0	246.0	0.49554962	156882.11	35563
577.5	556.0	0.49554962	156882.11	35563
217.0	271.0	-0.49554962	156882.11	35563
430.75	450.0	-0.49554962	156882.11	35563
