AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
536.0	331.0	0.61813426	36514.426	33941
506.0	479.0	-0.61813426	36514.426	33941
346.25	456.0	-0.61813426	36514.426	33941
645.5	223.0	0.61813426	36514.426	33941
896.0	906.0	-0.61813426	36514.426	33941
292.75	318.0	-0.61813426	36514.426	33941
200.875	201.5	0.61813426	36514.426	33941
391.0	360.0	0.61813426	36514.426	33941
299.5	263.0	0.61813426	36514.426	33941
340.75	336.0	0.61813426	36514.426	33941
1102.0	884.0	0.61813426	36514.426	33941
331.25	384.0	-0.61813426	36514.426	33941
272.75	58.25	0.61813426	36514.426	33941
408.75	413.0	0.61813426	36514.426	33941
522.5	492.0	0.61813426	36514.426	33941
324.25	266.0	0.61813426	36514.426	33941
649.5	558.0	0.61813426	36514.426	33941
449.5	193.5	0.61813426	36514.426	33941
374.25	395.0	-0.61813426	36514.426	33941
529.0	440.0	0.61813426	36514.426	33941
361.75	374.0	-0.61813426	36514.426	33941
607.5	206.0	0.61813426	36514.426	33941
365.0	329.0	0.61813426	36514.426	33941
731.5	754.0	0.61813426	36514.426	33941
563.0	526.0	-0.61813426	36514.426	33941
461.0	407.0	0.61813426	36514.426	33941
511.75	538.0	-0.61813426	36514.426	33941
392.75	422.0	0.61813426	36514.426	33941
319.5	166.0	0.61813426	36514.426	33941
548.0	566.0	0.61813426	36514.426	33941
236.5	248.0	-0.61813426	36514.426	33941
296.75	206.0	-0.61813426	36514.426	33941
239.0	236.0	0.61813426	36514.426	33941
565.5	510.0	0.61813426	36514.426	33941
305.75	230.0	0.61813426	36514.426	33941
454.25	315.0	0.61813426	36514.426	33941
470.25	441.0	0.61813426	36514.426	33941
317.75	324.0	0.61813426	36514.426	33941
337.0	321.0	0.61813426	36514.426	33941
656.0	636.0	-0.61813426	36514.426	33941
458.5	462.0	0.61813426	36514.426	33941
313.0	183.5	0.61813426	36514.426	33941
297.75	172.0	0.61813426	36514.426	33941
798.5	822.0	0.61813426	36514.426	33941
485.25	485.0	-0.61813426	36514.426	33941
329.0	317.0	0.61813426	36514.426	33941
565.0	216.5	0.61813426	36514.426	33941
317.75	265.0	-0.61813426	36514.426	33941
288.0	334.0	0.61813426	36514.426	33941
533.0	191.5	0.61813426	36514.426	33941
613.5	492.0	-0.61813426	36514.426	33941
404.25	428.0	0.61813426	36514.426	33941
428.25	243.5	-0.61813426	36514.426	33941
722.5	578.0	0.61813426	36514.426	33941
225.875	247.0	-0.61813426	36514.426	33941
497.75	509.0	0.61813426	36514.426	33941
