AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
634.0	766.0	0.61813426	1414.2913	33941
425.0	492.0	-0.61813426	1414.2913	33941
382.5	261.0	0.61813426	1414.2913	33941
424.0	505.0	-0.61813426	1414.2913	33941
300.0	334.0	0.61813426	1414.2913	33941
352.25	354.0	0.61813426	1414.2913	33941
382.0	342.0	0.61813426	1414.2913	33941
755.0	736.0	0.61813426	1414.2913	33941
262.5	307.0	-0.61813426	1414.2913	33941
454.75	195.0	0.61813426	1414.2913	33941
230.5	146.0	-0.61813426	1414.2913	33941
411.0	397.0	-0.61813426	1414.2913	33941
