AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	genWeights	sumWeight	signal
115.125	248.0	115.125	0.000104665756	0.9189453	2.151103542878957	17623.23	80409.86	True
51.0	263.0	267.90625	0.0015773773	0.056884766	4.2729747127240785	-17623.23	80409.86	True
29.359375	377.5	60.34375	0.06112671	0.47875977	0.4861974563963969	-17623.23	80409.86	True
30.40625	204.0	94.40625	0.011131287	0.31811523	2.2119442905305533	-17623.23	80409.86	True
43.375	180.875	43.375	0.36083984	0.97314453	0.1969983002340001	-17623.23	80409.86	True
31.53125	187.375	103.71875	0.01864624	0.99853516	3.3734747804962666	17623.23	80409.86	True
46.59375	214.375	122.65625	0.009262085	0.98828125	4.189918866586396	-17623.23	80409.86	True
56.59375	237.5	56.59375	0.0048980713	0.49780273	4.304704199742048	17623.23	80409.86	True
80.0625	281.75	181.0	0.9995117	0.9975586	0.27320201841649805	17623.23	80409.86	True
30.234375	221.625	86.703125	0.025497437	0.99902344	2.7233097878042685	17623.23	80409.86	True
32.4375	183.125	174.1875	4.643202e-05	0.34936523	1.0908195321909773	17623.23	80409.86	True
62.34375	220.0	62.34375	0.002653122	0.7128906	4.092789736924601	-17623.23	80409.86	True
79.75	200.375	79.75	0.005645752	0.11090088	3.6044320620607238	17623.23	80409.86	True
36.9375	284.5	215.40625	0.15148926	0.9633789	0.3229853236463214	17623.23	80409.86	True
26.3125	193.0	26.3125	0.0017709732	0.99365234	1.078719754589926	17623.23	80409.86	True
34.4375	260.25	140.90625	0.19384766	0.070251465	1.5587383978720197	17623.23	80409.86	True
52.8125	221.625	177.9375	0.003025055	0.9873047	0.44163004588118326	17623.23	80409.86	True
33.84375	171.875	101.15625	4.595518e-05	0.9121094	0.7946280690296277	17623.23	80409.86	True
33.96875	240.75	245.3125	0.5107422	0.9980469	5.3272836940641355	-17623.23	80409.86	True
66.5625	271.0	66.5625	0.0009250641	0.9560547	0.3972053174743877	-17623.23	80409.86	True
45.34375	263.5	45.34375	0.9916992	0.22741699	1.0818545315980401	17623.23	80409.86	True
56.0625	293.5	151.375	0.1673584	0.9995117	2.144464635420462	17623.23	80409.86	True
49.46875	257.75	152.03125	1.3716519e-05	0.06744385	8.234749204356802	-17623.23	80409.86	True
66.9375	542.5	151.9375	0.9995117	0.5390625	0.8705889259727826	-17623.23	80409.86	True
31.15625	196.125	31.15625	0.099365234	0.9995117	0.5074070732342051	17623.23	80409.86	True
34.34375	329.5	142.53125	3.0368567e-05	0.99902344	1.398129687669396	17623.23	80409.86	True
52.0625	205.0	113.03125	0.18945312	0.6245117	4.979425734703	17623.23	80409.86	True
73.5	186.375	73.5	0.0236969	0.99902344	0.9903526797634754	-17623.23	80409.86	True
49.09375	189.5	176.78125	4.914403e-05	0.9951172	8.27468052080161	17623.23	80409.86	True
32.6875	172.625	86.1875	3.3199787e-05	0.93896484	1.721015579898733	-17623.23	80409.86	True
38.96875	183.5	178.34375	0.0005927086	0.9819336	0.5175201919356596	-17623.23	80409.86	True
88.75	196.25	88.75	7.2300434e-05	0.37304688	3.9879655352824415	17623.23	80409.86	True
94.9375	216.75	94.9375	6.4373016e-05	0.1607666	0.2680295575452618	17623.23	80409.86	True
56.375	466.75	130.4375	0.18469238	0.27294922	5.45922942299876	-17623.23	80409.86	True
84.625	171.75	84.625	0.16845703	0.97998047	4.769630866225711	17623.23	80409.86	True
40.25	301.75	40.25	1.5916303e-06	0.26489258	1.5911803548320194	17623.23	80409.86	True
48.90625	204.375	237.59375	0.9951172	0.99902344	0.21001339131947816	-17623.23	80409.86	True
83.4375	422.0	83.4375	0.9213867	0.94433594	1.0521809525745596	17623.23	80409.86	True
25.921875	195.25	25.921875	0.006793976	0.14782715	0.23576045352785968	17623.23	80409.86	True
44.46875	170.125	44.46875	0.0018825531	0.88720703	0.3990464234523472	17623.23	80409.86	True
52.28125	198.0	133.28125	0.30688477	0.6972656	1.7204975865198264	17623.23	80409.86	True
31.5625	202.5	125.75	0.000115811825	0.97802734	1.03972851602974	17623.23	80409.86	True
26.453125	234.875	172.5	0.004673004	0.9946289	4.282747401375744	17623.23	80409.86	True
41.0625	197.0	90.78125	0.21923828	0.53759766	0.6209279420671692	17623.23	80409.86	True
42.25	375.25	116.4375	0.25732422	0.26416016	1.0149883153220003	17623.23	80409.86	True
52.59375	188.625	52.59375	0.002702713	0.9995117	0.22241639012369774	17623.23	80409.86	True
25.125	244.125	157.125	0.6982422	0.062683105	2.6904744985378244	17623.23	80409.86	True
