lep_pt	AK8_pt	H_t	AK4_pt	t32	Msd	genWeights	sumWeight	N_exp
321.20908	727.0	212.3125	122.625	0.525641	106.0625	0.005284793	60.01411	415
183.48972	613.0	66.75	66.75	0.44486028	170.625	-0.005284793	60.01411	415
277.94666	450.5	60.5625	60.5625	0.8010351	146.125	0.005284793	60.01411	415
54.602318	476.5	189.5	124.4375	0.5263371	150.5	0.005284793	60.01411	415
61.287178	296.5	79.0	79.0	0.79762846	83.3125	0.005284793	60.01411	415
221.01335	414.0	158.375	86.3125	0.53180075	171.0	0.005284793	60.01411	415
247.78305	339.0	152.23438	124.375	0.28848502	160.25	-0.005284793	60.01411	415
393.8923	544.0	156.375	156.375	0.6838565	226.5	0.005284793	60.01411	415
101.78842	402.75	76.0	76.0	0.9010495	88.3125	-0.005284793	60.01411	415
77.12952	487.5	155.75	155.75	0.2462	187.125	0.005284793	60.01411	415
479.3252	458.25	130.75	130.75	0.46054253	177.125	0.005284793	60.01411	415
312.90524	408.75	86.25	86.25	0.59323925	131.5	0.005284793	60.01411	415
124.46139	392.25	146.875	146.875	0.5413189	201.875	0.005284793	60.01411	415
252.74681	336.75	104.5	104.5	0.6549451	176.75	0.005284793	60.01411	415
132.3248	399.0	79.0625	79.0625	0.8683128	114.5	0.005284793	60.01411	415
94.26131	515.5	189.875	131.0	0.6514797	178.625	0.005284793	60.01411	415
275.34274	226.875	78.375	78.375	0.5215885	107.5	-0.005284793	60.01411	415
117.47263	450.25	184.5625	113.1875	0.4755102	159.0	0.005284793	60.01411	415
65.34682	332.25	200.375	128.5	0.45901638	145.5	0.005284793	60.01411	415
98.62955	945.5	96.625	96.625	0.7271898	179.125	0.005284793	60.01411	415
55.288303	216.5	132.0	132.0	0.8945233	22.3125	0.005284793	60.01411	415
76.281425	354.25	68.25	68.25	0.89578944	4.0625	-0.005284793	60.01411	415
409.30026	518.5	102.8125	102.8125	0.28014305	168.0	0.005284793	60.01411	415
134.41095	379.5	152.09375	105.375	0.19758454	164.25	-0.005284793	60.01411	415
193.45296	366.0	152.75	152.75	0.7488764	171.25	0.005284793	60.01411	415
86.80892	242.125	90.8125	90.8125	0.7257576	103.0	-0.005284793	60.01411	415
98.96379	573.0	143.8125	72.25	0.3153969	167.0	0.005284793	60.01411	415
459.87524	505.0	81.6875	52.84375	0.73740053	145.375	0.005284793	60.01411	415
54.63474	325.0	106.5625	106.5625	0.70749545	151.875	0.005284793	60.01411	415
345.8678	393.25	102.0625	102.0625	0.60840935	165.25	0.005284793	60.01411	415
473.2438	418.0	265.40625	190.375	0.6070886	168.5	0.005284793	60.01411	415
423.87088	564.5	122.3125	122.3125	0.61395854	174.75	0.005284793	60.01411	415
69.49601	351.75	64.875	64.875	0.67824495	161.875	0.005284793	60.01411	415
104.93579	344.0	231.4375	177.5	0.72763866	165.625	-0.005284793	60.01411	415
97.359604	310.75	97.5625	97.5625	0.7888502	121.125	0.005284793	60.01411	415
120.68708	341.75	120.125	120.125	0.8400683	119.25	0.005284793	60.01411	415
243.94331	371.25	115.8125	115.8125	0.7605634	99.8125	0.005284793	60.01411	415
343.54825	370.0	144.625	144.625	0.3996726	163.5	0.005284793	60.01411	415
69.03731	384.5	128.40625	65.6875	0.3577332	162.5	0.005284793	60.01411	415
196.95197	323.0	78.0625	78.0625	0.8482245	122.0625	0.005284793	60.01411	415
223.40865	631.5	276.5625	169.5	0.62107277	196.25	0.005284793	60.01411	415
45.470043	515.0	182.5625	122.125	0.75126904	154.875	-0.005284793	60.01411	415
66.00393	703.0	100.0625	100.0625	0.38198105	180.25	0.005284793	60.01411	415
116.53819	390.5	104.75	104.75	0.43090063	185.75	-0.005284793	60.01411	415
145.66098	299.75	87.375	87.375	0.6948621	114.25	0.005284793	60.01411	415
237.63055	318.0	85.6875	85.6875	0.38907707	159.875	0.005284793	60.01411	415
433.9513	808.0	242.125	133.875	0.47549716	169.125	0.005284793	60.01411	415
146.81177	524.0	58.5625	58.5625	0.5667575	199.375	0.005284793	60.01411	415
328.8168	266.25	98.1875	98.1875	0.58203125	139.375	-0.005284793	60.01411	415
97.238075	261.0	76.375	76.375	0.5426087	124.75	0.005284793	60.01411	415
