AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	genWeights	sumWeight	signal
26.5	170.5	78.0625	0.0015745163	0.06222534	1.1135681647343318	338270.73962402344	1285408.0	False
43.4375	315.5	43.4375	9.1129914e-07	0.123168945	1.6077525368658172	338270.73962402344	1285408.0	False
25.3125	328.0	25.3125	3.5599805e-07	0.06890869	6.265526842379344	338270.73962402344	1285408.0	False
44.75	298.25	44.75	0.00025510788	0.12176514	2.156353796169256	338270.73962402344	1285408.0	False
39.75	173.5	39.75	2.6896596e-06	0.05758667	4.6433897585770865	338270.73962402344	1285408.0	False
124.25	356.0	124.25	1.0401709e-07	0.052856445	3.643725101488954	338270.73962402344	1285408.0	False
27.203125	241.625	27.203125	0.0014858246	0.38305664	1.9557870422179775	-338270.73962402344	1285408.0	False
67.5625	343.75	67.5625	0.005672455	0.9980469	0.12751924550603633	338270.73962402344	1285408.0	False
44.25	173.75	44.25	2.603978e-06	0.07952881	9.795498771111909	338270.73962402344	1285408.0	False
29.078125	269.0	29.078125	2.8172508e-07	0.6855469	1.1023077280642326	338270.73962402344	1285408.0	False
42.53125	270.5	42.53125	3.758818e-06	0.053344727	1.6926093906208592	338270.73962402344	1285408.0	False
37.09375	402.0	37.09375	0.07824707	0.1027832	0.1565930595506444	338270.73962402344	1285408.0	False
26.34375	225.0	26.34375	3.5464764e-05	0.051971436	0.29407417852550566	338270.73962402344	1285408.0	False
32.0625	206.375	32.0625	0.006000519	0.9995117	0.7543166408017896	338270.73962402344	1285408.0	False
34.4375	254.5	34.4375	0.0013065338	0.121032715	0.15867993685154147	338270.73962402344	1285408.0	False
98.4375	172.625	98.4375	0.00019693375	0.9941406	1.3027154274033421	338270.73962402344	1285408.0	False
25.75	205.375	25.75	0.00018131733	0.07611084	1.1369342500107393	338270.73962402344	1285408.0	False
27.0625	172.25	27.0625	-10.0	0.99902344	1.4283889694207943	338270.73962402344	1285408.0	False
25.796875	243.0	25.796875	3.4105033e-06	0.08392334	2.0880185658218693	338270.73962402344	1285408.0	False
49.1875	183.5	49.1875	2.6360154e-05	0.24035645	1.5561463234075745	338270.73962402344	1285408.0	False
66.5	219.375	66.5	0.021270752	0.6713867	0.1564570117126891	338270.73962402344	1285408.0	False
35.4375	175.625	35.4375	3.5613775e-05	0.41870117	2.960869947551558	338270.73962402344	1285408.0	False
37.5625	265.25	37.5625	0.0017766953	0.054016113	7.907517684551607	338270.73962402344	1285408.0	False
38.15625	291.5	38.15625	8.009374e-06	0.11407471	0.9511506053701737	338270.73962402344	1285408.0	False
54.90625	208.625	54.90625	7.504225e-05	0.078063965	2.8089393366346656	338270.73962402344	1285408.0	False
45.75	234.125	45.75	0.0061073303	0.9682617	2.178923953959682	338270.73962402344	1285408.0	False
70.3125	506.25	70.3125	2.676621e-06	0.69091797	3.8830131286381686	338270.73962402344	1285408.0	False
30.546875	201.0	30.546875	1.1146069e-05	0.10131836	1.6667642293043485	338270.73962402344	1285408.0	False
27.0625	282.0	27.0625	6.318092e-05	0.07897949	1.7455246245744434	338270.73962402344	1285408.0	False
52.78125	228.375	52.78125	7.277727e-05	0.059051514	1.6852955422978084	338270.73962402344	1285408.0	False
29.859375	196.125	29.859375	0.0013055801	0.68847656	1.0593558880444078	338270.73962402344	1285408.0	False
25.375	175.75	25.375	0.00032949448	0.06768799	0.4973921675491795	338270.73962402344	1285408.0	False
26.265625	196.875	26.265625	0.0017528534	0.08685303	6.9634721085082845	338270.73962402344	1285408.0	False
25.046875	213.0	87.765625	0.012680054	0.09307861	1.7368968191566267	338270.73962402344	1285408.0	False
44.40625	328.25	44.40625	6.07688e-07	0.06878662	0.05471484374785973	338270.73962402344	1285408.0	False
53.875	188.625	53.875	4.5485795e-06	0.0947876	1.4717666726469076	338270.73962402344	1285408.0	False
