AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	genWeights	sumWeight	signal
41.5625	177.0	41.5625	7.2084367e-06	0.14929199	1.4295534857207315	338270.73962402344	1221055.2	False
52.75	438.25	52.75	5.636364e-06	0.2232666	7.839706676041203	338270.73962402344	1221055.2	False
134.375	299.25	134.375	0.00046634674	0.09399414	2.625563887524791	338270.73962402344	1221055.2	False
30.25	261.75	30.25	1.186505e-06	0.28271484	4.8436887186392	338270.73962402344	1221055.2	False
42.28125	173.25	42.28125	1.3615936e-06	0.16052246	2.010484825710421	338270.73962402344	1221055.2	False
29.796875	336.25	29.796875	2.7522445e-05	0.15124512	0.48759114437004314	338270.73962402344	1221055.2	False
25.59375	348.0	25.59375	0.00025224686	0.055267334	3.9639760108585733	338270.73962402344	1221055.2	False
28.921875	218.375	28.921875	0.00022900105	0.49902344	1.0619367647759645	338270.73962402344	1221055.2	False
47.8125	180.375	47.8125	1.0147691e-05	0.24584961	1.1578023359536331	338270.73962402344	1221055.2	False
28.71875	241.0	28.71875	5.77569e-05	0.07598877	0.926809288487604	338270.73962402344	1221055.2	False
141.625	340.5	141.625	1.9595027e-05	0.27856445	1.6503121866704333	338270.73962402344	1221055.2	False
156.125	264.25	156.125	3.5054982e-06	0.8286133	6.237270638630079	338270.73962402344	1221055.2	False
66.4375	375.25	66.4375	2.4102628e-06	0.9921875	0.5071903983077135	338270.73962402344	1221055.2	False
26.53125	189.25	26.53125	0.7783203	0.07043457	1.7547297886722362	338270.73962402344	1221055.2	False
77.9375	221.375	77.9375	0.0021400452	0.24682617	0.3364162194769733	338270.73962402344	1221055.2	False
32.3125	206.625	32.3125	0.00017035007	0.12475586	0.47985906209969187	338270.73962402344	1221055.2	False
26.546875	178.375	26.546875	0.00018382072	0.40234375	1.7293690170379676	338270.73962402344	1221055.2	False
40.8125	173.375	40.8125	-10.0	0.11029053	7.823127004021202	338270.73962402344	1221055.2	False
48.96875	225.5	48.96875	0.00014853477	0.18139648	0.18536797561959872	338270.73962402344	1221055.2	False
109.75	234.0	109.75	1.2870878e-06	0.05847168	1.1046346123808917	338270.73962402344	1221055.2	False
26.375	183.5	26.375	6.121397e-05	0.11541748	0.7345719615665729	338270.73962402344	1221055.2	False
25.234375	207.125	25.234375	0.0003683567	0.09118652	0.8369203594021712	338270.73962402344	1221055.2	False
67.375	193.0	67.375	0.0003836155	0.2536621	5.882319731545579	338270.73962402344	1221055.2	False
38.28125	290.0	38.28125	4.5984983e-05	0.6904297	0.17849120772771698	338270.73962402344	1221055.2	False
84.8125	201.625	84.8125	9.737909e-06	0.9951172	3.6932942602337278	338270.73962402344	1221055.2	False
38.34375	205.75	38.34375	3.1381845e-05	0.63720703	4.99425693303192	338270.73962402344	1221055.2	False
