AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	genWeights	sumWeight	signal
105.25	171.5	105.25	0.0016736984	0.96972656	7.89983651662746	886861140.6738281	57967748.0	False
70.9375	185.0	70.9375	0.000395298	0.5214844	3.5164576846451183	886861140.6738281	57967748.0	False
100.8125	219.5	100.8125	0.016738892	0.97509766	2.750161247174802	886861140.6738281	57967748.0	False
29.9375	334.25	111.6875	0.0014314651	0.9995117	2.2902612855909013	886861140.6738281	57967748.0	False
121.4375	250.0	121.4375	0.004207611	0.9448242	7.6471418599447105	886861140.6738281	57967748.0	False
100.0625	360.0	258.1875	2.2407621e-06	0.99902344	0.0660984875547257	886861140.6738281	57967748.0	False
31.421875	181.75	166.04688	0.0010824203	0.07684326	3.059767621681047	886861140.6738281	57967748.0	False
91.8125	177.0	91.8125	6.455183e-05	0.9951172	3.204597718519409	886861140.6738281	57967748.0	False
34.1875	183.125	72.1875	0.00016438961	0.98779297	8.673674200119663	886861140.6738281	57967748.0	False
85.625	230.125	85.625	3.6861748e-06	0.35229492	3.316849816144341	886861140.6738281	57967748.0	False
87.125	184.375	87.125	0.0036754608	0.99853516	7.869580820574768	886861140.6738281	57967748.0	False
75.0625	216.125	75.0625	2.3260713e-05	0.9926758	8.835250339542696	886861140.6738281	57967748.0	False
41.6875	213.0	175.8125	0.00012087822	0.99658203	9.735398981879698	886861140.6738281	57967748.0	False
65.875	175.75	65.875	0.0011615753	0.9995117	6.898348179506073	886861140.6738281	57967748.0	False
32.5625	174.5	145.1875	-10.0	0.6953125	0.3601092621317292	886861140.6738281	57967748.0	False
59.3125	197.0	59.3125	7.1041286e-06	0.08795166	2.1904402427527714	886861140.6738281	57967748.0	False
137.375	659.0	137.375	1.3820827e-06	0.99658203	5.598718011405666	886861140.6738281	57967748.0	False
60.71875	196.375	150.34375	0.0022735596	0.6879883	4.48883120041198	886861140.6738281	57967748.0	False
49.71875	384.25	49.71875	2.0220876e-05	0.7788086	5.349232988695206	886861140.6738281	57967748.0	False
113.4375	199.125	113.4375	1.566112e-05	0.09350586	8.161430886634179	886861140.6738281	57967748.0	False
117.3125	211.125	242.375	8.6426735e-06	0.9995117	0.6545568175594099	886861140.6738281	57967748.0	False
40.3125	257.75	40.3125	0.00022304058	0.99902344	7.137144477516628	886861140.6738281	57967748.0	False
72.125	172.5	72.125	1.9311905e-05	0.9980469	1.3399360510739058	886861140.6738281	57967748.0	False
86.0	195.25	208.875	6.580353e-05	0.9921875	2.6134382243128584	886861140.6738281	57967748.0	False
45.28125	212.5	45.28125	0.018371582	0.14575195	9.988376756773093	886861140.6738281	57967748.0	False
46.40625	192.0	46.40625	0.07543945	0.19641113	1.5271126961956867	886861140.6738281	57967748.0	False
127.1875	218.0	127.1875	0.0054779053	0.15686035	2.432941321373491	886861140.6738281	57967748.0	False
57.875	299.5	155.6875	3.3788383e-06	0.94921875	4.021337648136949	886861140.6738281	57967748.0	False
80.5	273.75	80.5	9.179115e-05	0.30493164	8.365953215176333	886861140.6738281	57967748.0	False
34.96875	203.625	82.6875	1.3904646e-06	0.9995117	1.170243183141892	886861140.6738281	57967748.0	False
67.875	198.375	67.875	0.00092458725	0.8183594	6.216988751020395	886861140.6738281	57967748.0	False
53.46875	240.0	53.46875	4.8801303e-07	0.9995117	3.971751223291079	886861140.6738281	57967748.0	False
49.8125	176.5	49.8125	0.00021290779	0.09790039	6.111782266181194	886861140.6738281	57967748.0	False
35.25	215.75	103.25	0.014778137	0.9995117	9.859626984672119	886861140.6738281	57967748.0	False
59.4375	174.25	59.4375	0.000279665	0.9765625	7.185188861376687	886861140.6738281	57967748.0	False
123.9375	229.125	123.9375	0.0010824203	0.6333008	1.5870886324520654	886861140.6738281	57967748.0	False
