AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	genWeights	sumWeight	signal
27.4375	214.875	58.078125	0.0003247261	0.059692383	8.55385433567804	886861140.6738281	95180830.0	False
71.875	229.0	71.875	0.14733887	0.9951172	7.991311253547607	886861140.6738281	95180830.0	False
136.625	212.25	136.625	1.8049031e-06	0.44580078	8.01524858402341	886861140.6738281	95180830.0	False
56.375	176.125	117.46875	6.0535967e-06	0.9682617	3.3762534805868967	886861140.6738281	95180830.0	False
34.65625	312.5	34.65625	0.008605957	0.9995117	5.9514978245621535	886861140.6738281	95180830.0	False
103.0625	335.75	103.0625	0.042633057	0.6958008	6.078159791237084	886861140.6738281	95180830.0	False
25.828125	197.875	108.328125	1.7598271e-05	0.625	4.500010209632734	886861140.6738281	95180830.0	False
50.84375	179.0	50.84375	4.6104193e-05	0.9975586	1.4959462498337786	886861140.6738281	95180830.0	False
37.15625	239.25	37.15625	0.00025510788	0.98828125	3.2109633032543883	886861140.6738281	95180830.0	False
27.59375	217.625	107.59375	0.00023758411	0.9995117	4.839715052774736	886861140.6738281	95180830.0	False
153.375	232.5	153.375	0.00032758713	0.17736816	7.093155936872662	886861140.6738281	95180830.0	False
34.96875	287.0	34.96875	0.0011138916	0.7158203	0.1822601197332432	886861140.6738281	95180830.0	False
95.6875	177.25	95.6875	0.0001437664	0.9746094	8.830339976636537	886861140.6738281	95180830.0	False
60.53125	175.125	60.53125	0.0012807846	0.60839844	2.1739741004590343	886861140.6738281	95180830.0	False
55.4375	259.5	55.4375	0.0019264221	0.93408203	9.694376998453691	886861140.6738281	95180830.0	False
68.125	182.875	169.625	4.684925e-05	0.94921875	1.1609903514036688	886861140.6738281	95180830.0	False
49.34375	309.75	49.34375	3.0035153e-07	0.9995117	9.277386530960555	886861140.6738281	95180830.0	False
149.5	189.75	149.5	0.117248535	0.9995117	9.476517108806377	886861140.6738281	95180830.0	False
55.625	175.0	55.625	-10.0	0.9355469	6.721889098251452	886861140.6738281	95180830.0	False
51.4375	202.375	51.4375	0.0007786751	0.15026855	0.15809524763753302	886861140.6738281	95180830.0	False
81.625	210.125	81.625	0.00020718575	0.99072266	6.345802187264923	886861140.6738281	95180830.0	False
52.59375	242.375	168.34375	0.00447464	0.99902344	2.910903853338297	886861140.6738281	95180830.0	False
40.59375	279.0	242.09375	8.171797e-05	0.17529297	8.645871751837817	886861140.6738281	95180830.0	False
26.625	186.75	91.5	0.009689331	0.07885742	8.159684184750901	886861140.6738281	95180830.0	False
41.34375	205.875	153.84375	3.9562583e-06	0.25170898	4.102867813928313	886861140.6738281	95180830.0	False
