AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
479.0	315.0	-0.61813426	4555.6494	33941
636.5	562.0	-0.61813426	4555.6494	33941
604.5	320.0	0.61813426	4555.6494	33941
303.5	375.0	-0.61813426	4555.6494	33941
394.0	427.0	0.61813426	4555.6494	33941
724.5	692.0	-0.61813426	4555.6494	33941
423.5	428.0	0.61813426	4555.6494	33941
498.25	478.0	0.61813426	4555.6494	33941
422.75	383.0	0.61813426	4555.6494	33941
583.5	566.0	-0.61813426	4555.6494	33941
315.0	297.0	0.61813426	4555.6494	33941
378.75	351.0	0.61813426	4555.6494	33941
323.5	333.0	0.61813426	4555.6494	33941
1093.0	1140.0	0.61813426	4555.6494	33941
304.25	307.0	-0.61813426	4555.6494	33941
384.25	204.5	0.61813426	4555.6494	33941
381.0	275.0	0.61813426	4555.6494	33941
352.0	380.0	0.61813426	4555.6494	33941
328.25	384.0	0.61813426	4555.6494	33941
306.25	341.0	-0.61813426	4555.6494	33941
317.0	281.0	-0.61813426	4555.6494	33941
561.0	556.0	0.61813426	4555.6494	33941
421.25	415.0	-0.61813426	4555.6494	33941
532.5	512.0	0.61813426	4555.6494	33941
532.5	509.0	0.61813426	4555.6494	33941
839.0	838.0	-0.61813426	4555.6494	33941
544.0	510.0	0.61813426	4555.6494	33941
410.0	381.0	-0.61813426	4555.6494	33941
369.5	257.0	0.61813426	4555.6494	33941
613.0	316.0	0.61813426	4555.6494	33941
440.0	451.0	-0.61813426	4555.6494	33941
575.0	546.0	-0.61813426	4555.6494	33941
1045.0	994.0	0.61813426	4555.6494	33941
211.625	214.0	-0.61813426	4555.6494	33941
620.0	626.0	0.61813426	4555.6494	33941
412.5	410.0	-0.61813426	4555.6494	33941
218.5	215.5	-0.61813426	4555.6494	33941
444.75	486.0	0.61813426	4555.6494	33941
245.375	347.0	0.61813426	4555.6494	33941
214.375	312.0	0.61813426	4555.6494	33941
507.0	435.0	0.61813426	4555.6494	33941
304.0	293.0	-0.61813426	4555.6494	33941
326.5	371.0	0.61813426	4555.6494	33941
400.25	393.0	-0.61813426	4555.6494	33941
258.0	264.0	0.61813426	4555.6494	33941
495.75	498.0	0.61813426	4555.6494	33941
