AK8_pt	Gent_pt	genWeights	sumWeight	N_exp
346.25	339.0	0.61813426	3850.3586	33941
650.0	686.0	0.61813426	3850.3586	33941
234.0	261.0	-0.61813426	3850.3586	33941
542.5	285.0	0.61813426	3850.3586	33941
274.0	371.0	0.61813426	3850.3586	33941
678.5	580.0	0.61813426	3850.3586	33941
854.5	886.0	0.61813426	3850.3586	33941
368.75	291.0	0.61813426	3850.3586	33941
664.0	648.0	0.61813426	3850.3586	33941
277.0	318.0	0.61813426	3850.3586	33941
805.0	788.0	0.61813426	3850.3586	33941
322.5	312.0	-0.61813426	3850.3586	33941
356.0	112.75	0.61813426	3850.3586	33941
277.0	259.0	0.61813426	3850.3586	33941
489.25	518.0	-0.61813426	3850.3586	33941
551.5	598.0	0.61813426	3850.3586	33941
345.75	338.0	-0.61813426	3850.3586	33941
392.5	165.0	0.61813426	3850.3586	33941
371.75	402.0	0.61813426	3850.3586	33941
720.5	752.0	0.61813426	3850.3586	33941
888.0	778.0	-0.61813426	3850.3586	33941
331.25	312.0	-0.61813426	3850.3586	33941
389.75	417.0	-0.61813426	3850.3586	33941
521.5	472.0	0.61813426	3850.3586	33941
219.75	254.5	0.61813426	3850.3586	33941
347.0	359.0	0.61813426	3850.3586	33941
482.5	454.0	0.61813426	3850.3586	33941
359.5	373.0	0.61813426	3850.3586	33941
353.5	356.0	0.61813426	3850.3586	33941
232.0	346.0	0.61813426	3850.3586	33941
885.5	886.0	0.61813426	3850.3586	33941
441.75	178.5	-0.61813426	3850.3586	33941
663.0	590.0	-0.61813426	3850.3586	33941
