lep_pt	AK8_pt	AK4_pt	GenT_pt	M_sd	genWeights	sumWeight	N_exp
56.1724	240.25	58.75	204.5	83.0625	-0.49554962	224808.1	35563
210.79625	503.0	67.625	510.0	131.875	0.49554962	224808.1	35563
171.87813	255.875	92.3125	264.0	96.25	0.49554962	224808.1	35563
397.54242	466.25	83.25	532.0	82.3125	0.49554962	224808.1	35563
120.5125	449.75	146.625	462.0	125.6875	-0.49554962	224808.1	35563
63.046654	276.25	75.625	367.0	120.25	0.49554962	224808.1	35563
295.92532	643.0	208.625	650.0	151.75	0.49554962	224808.1	35563
155.38759	244.125	52.875	347.0	106.6875	-0.49554962	224808.1	35563
141.05275	338.75	137.125	324.0	122.3125	0.49554962	224808.1	35563
353.0937	424.25	160.625	399.0	216.375	-0.49554962	224808.1	35563
189.02127	273.25	111.3125	273.0	112.0625	0.49554962	224808.1	35563
182.79543	383.5	83.625	396.0	112.5	-0.49554962	224808.1	35563
56.078167	478.75	155.25	434.0	215.0	-0.49554962	224808.1	35563
220.31279	644.5	140.875	121.25	179.125	0.49554962	224808.1	35563
108.613205	411.25	56.34375	390.0	180.125	0.49554962	224808.1	35563
147.68382	301.5	58.375	264.0	97.75	0.49554962	224808.1	35563
94.22831	276.5	237.75	379.0	70.8125	0.49554962	224808.1	35563
58.413845	468.5	91.375	475.0	168.5	0.49554962	224808.1	35563
191.15451	389.0	134.375	399.0	137.125	-0.49554962	224808.1	35563
198.4432	290.75	99.125	207.0	124.6875	0.49554962	224808.1	35563
54.825123	344.5	93.4375	417.0	86.625	0.49554962	224808.1	35563
129.49806	679.5	92.125	670.0	189.0	0.49554962	224808.1	35563
196.99112	319.5	59.75	361.0	92.25	0.49554962	224808.1	35563
241.26807	384.75	189.125	311.0	179.375	0.49554962	224808.1	35563
92.23212	505.0	51.8125	488.0	163.5	0.49554962	224808.1	35563
187.17957	439.5	129.25	508.0	146.375	0.49554962	224808.1	35563
301.18738	325.5	80.75	217.0	137.125	0.49554962	224808.1	35563
