lep_pt	genWeights	sumWeight	N_exp
48.99173	1.0	990000.0	306360
43.467953	1.0	990000.0	306360
98.57397	1.0	990000.0	306360
94.70613	1.0	990000.0	306360
44.75814	1.0	990000.0	306360
45.654247	1.0	990000.0	306360
79.21314	1.0	990000.0	306360
81.83457	1.0	990000.0	306360
34.929157	1.0	990000.0	306360
59.507698	1.0	990000.0	306360
70.17458	1.0	990000.0	306360
63.09925	1.0	990000.0	306360
65.33593	1.0	990000.0	306360
59.5879	1.0	990000.0	306360
43.876976	1.0	990000.0	306360
61.770935	1.0	990000.0	306360
79.099434	1.0	990000.0	306360
59.90295	1.0	990000.0	306360
79.77097	1.0	990000.0	306360
29.209679	1.0	990000.0	306360
47.28384	1.0	990000.0	306360
66.99368	1.0	990000.0	306360
66.64651	1.0	990000.0	306360
84.71602	1.0	990000.0	306360
58.12434	1.0	990000.0	306360
74.138954	1.0	990000.0	306360
98.7514	1.0	990000.0	306360
18.055698	1.0	990000.0	306360
65.30057	1.0	990000.0	306360
130.3544	1.0	990000.0	306360
46.20992	1.0	990000.0	306360
62.84529	1.0	990000.0	306360
64.05079	1.0	990000.0	306360
80.14678	1.0	990000.0	306360
165.98718	1.0	990000.0	306360
41.751003	1.0	990000.0	306360
84.45592	1.0	990000.0	306360
125.82907	1.0	990000.0	306360
36.26687	1.0	990000.0	306360
63.726173	1.0	990000.0	306360
103.842766	1.0	990000.0	306360
65.49206	1.0	990000.0	306360
92.419365	1.0	990000.0	306360
80.0175	1.0	990000.0	306360
48.87808	1.0	990000.0	306360
89.86031	1.0	990000.0	306360
69.09932	1.0	990000.0	306360
90.356155	1.0	990000.0	306360
60.33158	1.0	990000.0	306360
84.38271	1.0	990000.0	306360
63.08258	1.0	990000.0	306360
65.4186	1.0	990000.0	306360
55.27843	1.0	990000.0	306360
44.99183	1.0	990000.0	306360
72.76271	1.0	990000.0	306360
35.617775	1.0	990000.0	306360
74.50544	1.0	990000.0	306360
69.63417	1.0	990000.0	306360
53.153038	1.0	990000.0	306360
60.499542	1.0	990000.0	306360
22.869967	1.0	990000.0	306360
88.389626	1.0	990000.0	306360
29.005377	1.0	990000.0	306360
38.431107	1.0	990000.0	306360
42.3781	1.0	990000.0	306360
31.952291	1.0	990000.0	306360
57.212017	1.0	990000.0	306360
60.32002	1.0	990000.0	306360
72.25665	1.0	990000.0	306360
72.01925	1.0	990000.0	306360
45.18245	1.0	990000.0	306360
107.71742	1.0	990000.0	306360
82.04821	1.0	990000.0	306360
47.64882	1.0	990000.0	306360
79.595665	1.0	990000.0	306360
75.025475	1.0	990000.0	306360
93.20617	1.0	990000.0	306360
67.98579	1.0	990000.0	306360
38.6791	1.0	990000.0	306360
89.64835	1.0	990000.0	306360
62.941406	1.0	990000.0	306360
35.245342	1.0	990000.0	306360
38.571697	1.0	990000.0	306360
65.88062	1.0	990000.0	306360
86.81266	1.0	990000.0	306360
42.741383	1.0	990000.0	306360
60.317047	1.0	990000.0	306360
35.70506	1.0	990000.0	306360
51.366444	1.0	990000.0	306360
59.445923	1.0	990000.0	306360
87.18331	1.0	990000.0	306360
48.44386	1.0	990000.0	306360
92.460075	1.0	990000.0	306360
52.91123	1.0	990000.0	306360
43.939823	1.0	990000.0	306360
42.7627	1.0	990000.0	306360
66.24579	1.0	990000.0	306360
28.98217	1.0	990000.0	306360
94.99045	1.0	990000.0	306360
51.796284	1.0	990000.0	306360
109.06324	1.0	990000.0	306360
61.02373	1.0	990000.0	306360
50.98804	1.0	990000.0	306360
32.692017	1.0	990000.0	306360
88.22205	1.0	990000.0	306360
121.98607	1.0	990000.0	306360
74.400276	1.0	990000.0	306360
49.26487	1.0	990000.0	306360
87.63789	1.0	990000.0	306360
50.731667	1.0	990000.0	306360
49.422165	1.0	990000.0	306360
55.228012	1.0	990000.0	306360
48.337982	1.0	990000.0	306360
43.526695	1.0	990000.0	306360
23.47529	1.0	990000.0	306360
67.20813	1.0	990000.0	306360
49.45647	1.0	990000.0	306360
115.64178	1.0	990000.0	306360
52.826885	1.0	990000.0	306360
54.369728	1.0	990000.0	306360
68.569695	1.0	990000.0	306360
50.08174	1.0	990000.0	306360
48.226475	1.0	990000.0	306360
53.03886	1.0	990000.0	306360
67.220535	1.0	990000.0	306360
56.13886	1.0	990000.0	306360
68.14875	1.0	990000.0	306360
64.03986	1.0	990000.0	306360
46.116642	1.0	990000.0	306360
83.57918	1.0	990000.0	306360
29.203678	1.0	990000.0	306360
59.399647	1.0	990000.0	306360
64.1623	1.0	990000.0	306360
76.06613	1.0	990000.0	306360
85.61459	1.0	990000.0	306360
105.13389	1.0	990000.0	306360
90.44351	1.0	990000.0	306360
33.491127	1.0	990000.0	306360
56.707993	1.0	990000.0	306360
61.89756	1.0	990000.0	306360
61.108032	1.0	990000.0	306360
69.01852	1.0	990000.0	306360
45.583733	1.0	990000.0	306360
62.57905	1.0	990000.0	306360
56.52791	1.0	990000.0	306360
61.426563	1.0	990000.0	306360
80.29422	1.0	990000.0	306360
130.64651	1.0	990000.0	306360
72.24171	1.0	990000.0	306360
69.042404	1.0	990000.0	306360
83.68669	1.0	990000.0	306360
29.719027	1.0	990000.0	306360
36.645702	1.0	990000.0	306360
70.880516	1.0	990000.0	306360
60.263557	1.0	990000.0	306360
59.16127	1.0	990000.0	306360
69.98382	1.0	990000.0	306360
55.88636	1.0	990000.0	306360
76.730095	1.0	990000.0	306360
66.914986	1.0	990000.0	306360
103.15637	1.0	990000.0	306360
34.843975	1.0	990000.0	306360
80.141754	1.0	990000.0	306360
51.723248	1.0	990000.0	306360
33.004578	1.0	990000.0	306360
72.859726	1.0	990000.0	306360
80.06846	1.0	990000.0	306360
47.112854	1.0	990000.0	306360
65.78673	1.0	990000.0	306360
70.43158	1.0	990000.0	306360
55.830933	1.0	990000.0	306360
58.11063	1.0	990000.0	306360
46.665806	1.0	990000.0	306360
62.687885	1.0	990000.0	306360
93.430374	1.0	990000.0	306360
66.22093	1.0	990000.0	306360
122.16927	1.0	990000.0	306360
55.10006	1.0	990000.0	306360
105.80417	1.0	990000.0	306360
82.30086	1.0	990000.0	306360
90.164566	1.0	990000.0	306360
68.8389	1.0	990000.0	306360
57.677013	1.0	990000.0	306360
54.485184	1.0	990000.0	306360
52.38547	1.0	990000.0	306360
177.00833	1.0	990000.0	306360
88.76857	1.0	990000.0	306360
53.49667	1.0	990000.0	306360
46.88404	1.0	990000.0	306360
42.47062	1.0	990000.0	306360
43.007442	1.0	990000.0	306360
67.41575	1.0	990000.0	306360
63.382725	1.0	990000.0	306360
78.560394	1.0	990000.0	306360
44.1059	1.0	990000.0	306360
59.950817	1.0	990000.0	306360
23.225447	1.0	990000.0	306360
89.96209	1.0	990000.0	306360
149.07756	1.0	990000.0	306360
73.02086	1.0	990000.0	306360
53.94868	1.0	990000.0	306360
48.759212	1.0	990000.0	306360
89.284805	1.0	990000.0	306360
41.866074	1.0	990000.0	306360
53.025173	1.0	990000.0	306360
46.15548	1.0	990000.0	306360
88.18047	1.0	990000.0	306360
55.007946	1.0	990000.0	306360
121.43499	1.0	990000.0	306360
90.54444	1.0	990000.0	306360
75.70224	1.0	990000.0	306360
58.518143	1.0	990000.0	306360
85.568436	1.0	990000.0	306360
58.03818	1.0	990000.0	306360
44.367783	1.0	990000.0	306360
55.67856	1.0	990000.0	306360
38.894314	1.0	990000.0	306360
91.39691	1.0	990000.0	306360
80.16659	1.0	990000.0	306360
123.266754	1.0	990000.0	306360
54.742138	1.0	990000.0	306360
98.2415	1.0	990000.0	306360
46.886513	1.0	990000.0	306360
43.76105	1.0	990000.0	306360
42.687088	1.0	990000.0	306360
100.199486	1.0	990000.0	306360
55.77727	1.0	990000.0	306360
70.695625	1.0	990000.0	306360
197.55527	1.0	990000.0	306360
48.81011	1.0	990000.0	306360
39.846504	1.0	990000.0	306360
97.2332	1.0	990000.0	306360
61.12363	1.0	990000.0	306360
54.934803	1.0	990000.0	306360
52.292908	1.0	990000.0	306360
53.34085	1.0	990000.0	306360
57.780163	1.0	990000.0	306360
49.33039	1.0	990000.0	306360
62.393494	1.0	990000.0	306360
112.38064	1.0	990000.0	306360
69.782135	1.0	990000.0	306360
66.72411	1.0	990000.0	306360
28.544128	1.0	990000.0	306360
44.28762	1.0	990000.0	306360
68.836876	1.0	990000.0	306360
77.345726	1.0	990000.0	306360
37.06565	1.0	990000.0	306360
45.669983	1.0	990000.0	306360
51.166748	1.0	990000.0	306360
36.18465	1.0	990000.0	306360
49.333298	1.0	990000.0	306360
82.67025	1.0	990000.0	306360
51.70508	1.0	990000.0	306360
47.762787	1.0	990000.0	306360
54.18934	1.0	990000.0	306360
51.90808	1.0	990000.0	306360
48.37319	1.0	990000.0	306360
76.01338	1.0	990000.0	306360
65.358315	1.0	990000.0	306360
55.968227	1.0	990000.0	306360
107.90823	1.0	990000.0	306360
42.596745	1.0	990000.0	306360
82.94412	1.0	990000.0	306360
50.54665	1.0	990000.0	306360
84.45774	1.0	990000.0	306360
50.26099	1.0	990000.0	306360
76.96191	1.0	990000.0	306360
58.814518	1.0	990000.0	306360
70.02421	1.0	990000.0	306360
63.827866	1.0	990000.0	306360
69.61831	1.0	990000.0	306360
55.314888	1.0	990000.0	306360
55.52629	1.0	990000.0	306360
75.38211	1.0	990000.0	306360
109.34443	1.0	990000.0	306360
48.62288	1.0	990000.0	306360
98.524445	1.0	990000.0	306360
66.52902	1.0	990000.0	306360
99.50781	1.0	990000.0	306360
40.693077	1.0	990000.0	306360
53.508724	1.0	990000.0	306360
92.82239	1.0	990000.0	306360
52.285004	1.0	990000.0	306360
107.4045	1.0	990000.0	306360
49.49899	1.0	990000.0	306360
62.25798	1.0	990000.0	306360
81.52264	1.0	990000.0	306360
103.74204	1.0	990000.0	306360
47.0529	1.0	990000.0	306360
60.91169	1.0	990000.0	306360
106.45896	1.0	990000.0	306360
69.98828	1.0	990000.0	306360
47.69998	1.0	990000.0	306360
82.1392	1.0	990000.0	306360
68.430504	1.0	990000.0	306360
42.19532	1.0	990000.0	306360
95.13803	1.0	990000.0	306360
118.548225	1.0	990000.0	306360
67.737495	1.0	990000.0	306360
90.51996	1.0	990000.0	306360
63.465897	1.0	990000.0	306360
29.974215	1.0	990000.0	306360
29.369343	1.0	990000.0	306360
57.64986	1.0	990000.0	306360
104.25626	1.0	990000.0	306360
90.58507	1.0	990000.0	306360
60.505882	1.0	990000.0	306360
55.32786	1.0	990000.0	306360
68.73327	1.0	990000.0	306360
77.86232	1.0	990000.0	306360
54.827827	1.0	990000.0	306360
44.902645	1.0	990000.0	306360
40.88824	1.0	990000.0	306360
43.43294	1.0	990000.0	306360
123.88452	1.0	990000.0	306360
104.57372	1.0	990000.0	306360
77.29881	1.0	990000.0	306360
62.157772	1.0	990000.0	306360
39.56271	1.0	990000.0	306360
70.186905	1.0	990000.0	306360
74.03439	1.0	990000.0	306360
76.50588	1.0	990000.0	306360
59.89763	1.0	990000.0	306360
46.78222	1.0	990000.0	306360
