AK8_pt	Gent_pt	Flag	genWeights	sumWeight	N_exp
448.5	394.0	a	-0.49554962	177184.75	35563
559.0	407.0		-0.49554962	177184.75	35563
375.75	369.0	a	0.49554962	177184.75	35563
381.5	341.0		0.49554962	177184.75	35563
388.75	403.0	a	0.49554962	177184.75	35563
424.25	247.0	b	-0.49554962	177184.75	35563
293.5	380.0	a	-0.49554962	177184.75	35563
578.5	528.0	a	0.49554962	177184.75	35563
640.5	622.0	a	-0.49554962	177184.75	35563
959.5	874.0	a	0.49554962	177184.75	35563
405.75	397.0	a	0.49554962	177184.75	35563
430.25	356.0	a	-0.49554962	177184.75	35563
577.5	554.0		0.49554962	177184.75	35563
494.75	442.0	a	0.49554962	177184.75	35563
439.25	388.0		-0.49554962	177184.75	35563
345.25	296.0	b	0.49554962	177184.75	35563
421.75	236.0	b	-0.49554962	177184.75	35563
297.25	319.0		0.49554962	177184.75	35563
210.125	234.0	c	0.49554962	177184.75	35563
348.25	246.0	b	0.49554962	177184.75	35563
327.0	231.0	b	0.49554962	177184.75	35563
306.25	219.0	c	0.49554962	177184.75	35563
360.0	392.0		0.49554962	177184.75	35563
400.75	406.0	a	0.49554962	177184.75	35563
269.25	253.5	c	0.49554962	177184.75	35563
469.75	463.0		0.49554962	177184.75	35563
331.5	399.0	a	0.49554962	177184.75	35563
247.625	285.0	b	0.49554962	177184.75	35563
648.5	507.0		0.49554962	177184.75	35563
426.75	205.5	b	0.49554962	177184.75	35563
515.0	514.0	a	0.49554962	177184.75	35563
408.25	341.0		-0.49554962	177184.75	35563
442.25	421.0		0.49554962	177184.75	35563
220.0	132.0	c	0.49554962	177184.75	35563
453.75	452.0	a	0.49554962	177184.75	35563
421.5	401.0	a	0.49554962	177184.75	35563
532.5	505.0	a	0.49554962	177184.75	35563
560.5	486.0		0.49554962	177184.75	35563
240.125	225.5	c	-0.49554962	177184.75	35563
529.0	576.0	a	0.49554962	177184.75	35563
581.0	574.0	a	-0.49554962	177184.75	35563
343.5	393.0		0.49554962	177184.75	35563
487.25	472.0		0.49554962	177184.75	35563
