AK8_pt	Gent_pt	Flag	genWeights	sumWeight	N_exp
358.0	377.0		0.49554962	193245.5	35563
493.75	516.0		0.49554962	193245.5	35563
376.5	354.0		0.49554962	193245.5	35563
457.25	346.0		0.49554962	193245.5	35563
276.75	268.0		-0.49554962	193245.5	35563
682.5	662.0	a	0.49554962	193245.5	35563
307.75	314.0		0.49554962	193245.5	35563
370.0	336.0	b	0.49554962	193245.5	35563
646.0	784.0		0.49554962	193245.5	35563
207.75	237.0		0.49554962	193245.5	35563
450.25	516.0	a	0.49554962	193245.5	35563
408.25	449.0		0.49554962	193245.5	35563
310.75	239.0	c	0.49554962	193245.5	35563
311.5	268.0	c	0.49554962	193245.5	35563
245.625	185.5		-0.49554962	193245.5	35563
307.0	385.0	a	0.49554962	193245.5	35563
233.625	244.5	c	0.49554962	193245.5	35563
383.5	342.0		-0.49554962	193245.5	35563
214.625	188.0	b	0.49554962	193245.5	35563
533.5	518.0	a	0.49554962	193245.5	35563
269.5	251.0		0.49554962	193245.5	35563
767.5	780.0	b	0.49554962	193245.5	35563
292.5	259.0		0.49554962	193245.5	35563
375.0	423.0		0.49554962	193245.5	35563
686.0	750.0	a	0.49554962	193245.5	35563
442.75	484.0	a	0.49554962	193245.5	35563
565.0	560.0	a	-0.49554962	193245.5	35563
236.625	337.0	a	0.49554962	193245.5	35563
535.5	374.0	b	0.49554962	193245.5	35563
681.0	662.0	a	0.49554962	193245.5	35563
385.25	391.0		-0.49554962	193245.5	35563
502.25	638.0	a	-0.49554962	193245.5	35563
269.0	317.0		0.49554962	193245.5	35563
860.5	794.0	a	-0.49554962	193245.5	35563
357.25	326.0		0.49554962	193245.5	35563
221.125	284.0	b	0.49554962	193245.5	35563
421.25	419.0	a	-0.49554962	193245.5	35563
222.125	115.75		-0.49554962	193245.5	35563
429.0	431.0	a	-0.49554962	193245.5	35563
451.75	377.0	b	0.49554962	193245.5	35563
434.25	408.0	a	0.49554962	193245.5	35563
475.25	500.0		-0.49554962	193245.5	35563
529.5	518.0	a	-0.49554962	193245.5	35563
501.5	524.0	a	0.49554962	193245.5	35563
274.0	228.5		0.49554962	193245.5	35563
593.0	546.0	a	0.49554962	193245.5	35563
551.5	552.0	a	-0.49554962	193245.5	35563
467.5	510.0	a	0.49554962	193245.5	35563
456.5	408.0		0.49554962	193245.5	35563
300.5	255.5	c	0.49554962	193245.5	35563
376.0	393.0		-0.49554962	193245.5	35563
223.375	242.0	b	0.49554962	193245.5	35563
201.75	241.5		-0.49554962	193245.5	35563
608.5	672.0		0.49554962	193245.5	35563
391.0	244.5		0.49554962	193245.5	35563
388.0	347.0		0.49554962	193245.5	35563
819.0	654.0	a	0.49554962	193245.5	35563
344.75	385.0	a	0.49554962	193245.5	35563
450.25	469.0		-0.49554962	193245.5	35563
324.0	276.0		-0.49554962	193245.5	35563
429.0	432.0	a	-0.49554962	193245.5	35563
834.5	700.0	a	0.49554962	193245.5	35563
310.25	316.0	b	0.49554962	193245.5	35563
344.0	106.25	c	0.49554962	193245.5	35563
367.0	332.0		0.49554962	193245.5	35563
339.75	339.0		0.49554962	193245.5	35563
434.0	436.0		-0.49554962	193245.5	35563
376.5	409.0		0.49554962	193245.5	35563
469.5	431.0		0.49554962	193245.5	35563
429.0	443.0		-0.49554962	193245.5	35563
320.5	239.5		0.49554962	193245.5	35563
576.0	540.0		0.49554962	193245.5	35563
254.75	217.5	d	0.49554962	193245.5	35563
345.75	381.0		0.49554962	193245.5	35563
487.75	472.0	a	0.49554962	193245.5	35563
416.5	397.0		0.49554962	193245.5	35563
340.25	384.0	a	0.49554962	193245.5	35563
423.5	438.0		0.49554962	193245.5	35563
497.25	478.0		0.49554962	193245.5	35563
261.25	175.5	b	0.49554962	193245.5	35563
418.5	391.0		-0.49554962	193245.5	35563
488.25	487.0		0.49554962	193245.5	35563
689.0	560.0	a	0.49554962	193245.5	35563
362.5	368.0	b	0.49554962	193245.5	35563
441.0	493.0		0.49554962	193245.5	35563
302.5	142.0	d	0.49554962	193245.5	35563
344.0	375.0	a	-0.49554962	193245.5	35563
394.0	395.0	a	0.49554962	193245.5	35563
217.875	194.0	c	-0.49554962	193245.5	35563
246.75	243.0		0.49554962	193245.5	35563
401.25	406.0		0.49554962	193245.5	35563
270.5	279.0		0.49554962	193245.5	35563
509.0	524.0	a	-0.49554962	193245.5	35563
249.25	251.5		0.49554962	193245.5	35563
506.0	466.0		0.49554962	193245.5	35563
1018.0	1084.0	a	0.49554962	193245.5	35563
654.5	656.0	a	0.49554962	193245.5	35563
395.25	346.0	b	0.49554962	193245.5	35563
207.875	203.5		-0.49554962	193245.5	35563
475.75	447.0	b	0.49554962	193245.5	35563
286.75	313.0	b	0.49554962	193245.5	35563
412.0	355.0	b	-0.49554962	193245.5	35563
496.25	490.0	a	0.49554962	193245.5	35563
325.25	274.0		-0.49554962	193245.5	35563
934.5	926.0	a	0.49554962	193245.5	35563
272.5	282.0		0.49554962	193245.5	35563
362.5	365.0	a	0.49554962	193245.5	35563
380.75	421.0		0.49554962	193245.5	35563
240.125	221.5	c	0.49554962	193245.5	35563
340.75	347.0		0.49554962	193245.5	35563
276.25	266.0		0.49554962	193245.5	35563
483.25	463.0	a	0.49554962	193245.5	35563
324.25	302.0	b	-0.49554962	193245.5	35563
418.0	404.0		-0.49554962	193245.5	35563
498.0	452.0	a	-0.49554962	193245.5	35563
439.75	375.0		0.49554962	193245.5	35563
416.0	540.0		0.49554962	193245.5	35563
521.0	491.0	a	-0.49554962	193245.5	35563
393.5	424.0	a	0.49554962	193245.5	35563
280.75	288.0		0.49554962	193245.5	35563
499.0	490.0	a	-0.49554962	193245.5	35563
454.0	463.0	a	0.49554962	193245.5	35563
473.0	429.0		0.49554962	193245.5	35563
567.0	542.0	a	0.49554962	193245.5	35563
468.75	387.0	d	0.49554962	193245.5	35563
392.0	331.0	c	0.49554962	193245.5	35563
795.0	896.0	a	-0.49554962	193245.5	35563
363.0	327.0		0.49554962	193245.5	35563
357.0	136.5	d	0.49554962	193245.5	35563
292.75	344.0	b	0.49554962	193245.5	35563
689.5	692.0	a	0.49554962	193245.5	35563
500.5	465.0		0.49554962	193245.5	35563
304.0	369.0	b	0.49554962	193245.5	35563
508.5	570.0	a	0.49554962	193245.5	35563
591.5	570.0	a	0.49554962	193245.5	35563
285.75	197.5	b	-0.49554962	193245.5	35563
311.0	276.0		0.49554962	193245.5	35563
229.5	272.0		0.49554962	193245.5	35563
319.0	341.0		0.49554962	193245.5	35563
360.0	393.0		0.49554962	193245.5	35563
254.5	323.0		0.49554962	193245.5	35563
261.5	341.0		-0.49554962	193245.5	35563
292.5	324.0		0.49554962	193245.5	35563
700.0	666.0	a	0.49554962	193245.5	35563
278.5	277.0		0.49554962	193245.5	35563
230.125	253.0		0.49554962	193245.5	35563
308.5	248.5	c	0.49554962	193245.5	35563
440.5	431.0	b	0.49554962	193245.5	35563
420.0	404.0		0.49554962	193245.5	35563
326.25	323.0		0.49554962	193245.5	35563
363.75	338.0		0.49554962	193245.5	35563
358.75	471.0		-0.49554962	193245.5	35563
338.25	469.0		0.49554962	193245.5	35563
294.25	199.5	b	0.49554962	193245.5	35563
981.5	668.0	a	0.49554962	193245.5	35563
498.0	487.0		-0.49554962	193245.5	35563
435.5	414.0		0.49554962	193245.5	35563
349.5	120.5	d	0.49554962	193245.5	35563
303.5	420.0		0.49554962	193245.5	35563
307.25	311.0		0.49554962	193245.5	35563
389.25	366.0		0.49554962	193245.5	35563
500.0	516.0	a	-0.49554962	193245.5	35563
679.5	622.0	a	0.49554962	193245.5	35563
473.5	443.0	a	-0.49554962	193245.5	35563
614.5	628.0	a	0.49554962	193245.5	35563
501.5	484.0	a	-0.49554962	193245.5	35563
540.5	499.0		0.49554962	193245.5	35563
209.5	236.5		0.49554962	193245.5	35563
551.0	566.0		0.49554962	193245.5	35563
411.5	389.0		0.49554962	193245.5	35563
230.875	200.0	c	0.49554962	193245.5	35563
385.25	386.0	b	0.49554962	193245.5	35563
386.0	340.0		0.49554962	193245.5	35563
479.75	346.0		-0.49554962	193245.5	35563
610.5	602.0		0.49554962	193245.5	35563
437.0	419.0	a	-0.49554962	193245.5	35563
417.5	373.0	a	0.49554962	193245.5	35563
423.5	299.0	d	0.49554962	193245.5	35563
358.25	358.0		0.49554962	193245.5	35563
318.25	353.0		-0.49554962	193245.5	35563
327.75	321.0	a	0.49554962	193245.5	35563
358.5	351.0		0.49554962	193245.5	35563
322.5	386.0	b	0.49554962	193245.5	35563
227.75	272.0	a	0.49554962	193245.5	35563
323.25	297.0		0.49554962	193245.5	35563
265.5	260.0		-0.49554962	193245.5	35563
475.0	452.0		0.49554962	193245.5	35563
574.0	594.0	a	0.49554962	193245.5	35563
276.75	450.0		0.49554962	193245.5	35563
591.5	530.0		-0.49554962	193245.5	35563
287.5	224.0		-0.49554962	193245.5	35563
553.5	532.0	a	0.49554962	193245.5	35563
393.25	448.0		-0.49554962	193245.5	35563
232.5	311.0		-0.49554962	193245.5	35563
303.5	327.0		-0.49554962	193245.5	35563
367.25	158.0	c	0.49554962	193245.5	35563
488.0	399.0		-0.49554962	193245.5	35563
291.25	392.0		-0.49554962	193245.5	35563
410.0	243.5	d	0.49554962	193245.5	35563
459.5	438.0	b	-0.49554962	193245.5	35563
666.5	612.0		-0.49554962	193245.5	35563
231.25	284.0	b	0.49554962	193245.5	35563
397.0	350.0	b	0.49554962	193245.5	35563
288.25	322.0		0.49554962	193245.5	35563
302.25	271.0		0.49554962	193245.5	35563
439.25	319.0		0.49554962	193245.5	35563
291.0	296.0		0.49554962	193245.5	35563
250.0	261.0		0.49554962	193245.5	35563
251.0	428.0		0.49554962	193245.5	35563
377.25	468.0	a	0.49554962	193245.5	35563
407.25	374.0	a	-0.49554962	193245.5	35563
345.0	347.0	b	0.49554962	193245.5	35563
976.0	970.0	a	0.49554962	193245.5	35563
