AK8_pt	Gent_pt	Flag	genWeights	sumWeight	N_exp
396.25	342.0		-0.49554962	156882.11	35563
312.25	392.0		0.49554962	156882.11	35563
307.75	286.0		0.49554962	156882.11	35563
797.5	628.0	a	0.49554962	156882.11	35563
265.25	292.0		0.49554962	156882.11	35563
476.0	455.0	a	0.49554962	156882.11	35563
327.75	400.0		0.49554962	156882.11	35563
374.0	381.0	a	0.49554962	156882.11	35563
690.0	572.0	a	0.49554962	156882.11	35563
455.5	472.0		0.49554962	156882.11	35563
721.5	748.0	a	0.49554962	156882.11	35563
323.0	343.0	a	0.49554962	156882.11	35563
361.25	293.0		0.49554962	156882.11	35563
535.0	351.0	d	0.49554962	156882.11	35563
260.0	269.0		0.49554962	156882.11	35563
469.75	49.125	c	0.49554962	156882.11	35563
446.5	437.0		0.49554962	156882.11	35563
434.0	402.0	a	0.49554962	156882.11	35563
380.0	392.0	a	0.49554962	156882.11	35563
474.75	421.0	a	0.49554962	156882.11	35563
503.75	403.0	a	-0.49554962	156882.11	35563
477.25	518.0	a	0.49554962	156882.11	35563
606.5	582.0	a	0.49554962	156882.11	35563
376.25	424.0		0.49554962	156882.11	35563
290.0	169.5	d	0.49554962	156882.11	35563
453.25	478.0		0.49554962	156882.11	35563
304.5	342.0		-0.49554962	156882.11	35563
312.25	485.0	a	-0.49554962	156882.11	35563
301.75	313.0		0.49554962	156882.11	35563
300.0	154.0	b	0.49554962	156882.11	35563
415.0	425.0	a	0.49554962	156882.11	35563
387.0	364.0		0.49554962	156882.11	35563
246.5	353.0		-0.49554962	156882.11	35563
355.25	447.0		0.49554962	156882.11	35563
404.75	461.0		-0.49554962	156882.11	35563
431.75	408.0	a	0.49554962	156882.11	35563
332.5	332.0	b	-0.49554962	156882.11	35563
546.5	572.0		-0.49554962	156882.11	35563
643.5	746.0	a	0.49554962	156882.11	35563
298.5	302.0	b	0.49554962	156882.11	35563
453.75	410.0	a	-0.49554962	156882.11	35563
258.5	260.0	b	0.49554962	156882.11	35563
539.5	544.0	a	0.49554962	156882.11	35563
442.75	465.0		0.49554962	156882.11	35563
415.25	398.0	a	0.49554962	156882.11	35563
519.0	484.0	a	0.49554962	156882.11	35563
317.75	325.0		-0.49554962	156882.11	35563
225.5	197.0	b	0.49554962	156882.11	35563
538.0	546.0		0.49554962	156882.11	35563
826.5	794.0		0.49554962	156882.11	35563
447.75	476.0	a	0.49554962	156882.11	35563
326.0	335.0		0.49554962	156882.11	35563
472.5	434.0		0.49554962	156882.11	35563
235.75	249.5		0.49554962	156882.11	35563
632.0	600.0	a	-0.49554962	156882.11	35563
419.75	424.0	a	0.49554962	156882.11	35563
481.0	464.0		-0.49554962	156882.11	35563
525.0	504.0	a	0.49554962	156882.11	35563
375.0	414.0	a	0.49554962	156882.11	35563
245.875	331.0	b	0.49554962	156882.11	35563
260.5	133.0	c	-0.49554962	156882.11	35563
322.5	369.0		0.49554962	156882.11	35563
405.5	386.0	b	-0.49554962	156882.11	35563
314.75	323.0		-0.49554962	156882.11	35563
721.0	662.0	a	0.49554962	156882.11	35563
555.0	570.0	a	0.49554962	156882.11	35563
288.5	347.0		0.49554962	156882.11	35563
426.75	394.0		0.49554962	156882.11	35563
317.25	332.0	a	0.49554962	156882.11	35563
375.75	423.0	a	0.49554962	156882.11	35563
559.0	580.0	a	0.49554962	156882.11	35563
298.25	271.0		0.49554962	156882.11	35563
356.0	352.0	b	0.49554962	156882.11	35563
240.0	210.0		0.49554962	156882.11	35563
277.25	260.0		-0.49554962	156882.11	35563
375.25	402.0	a	0.49554962	156882.11	35563
920.5	898.0	a	0.49554962	156882.11	35563
327.25	314.0		0.49554962	156882.11	35563
591.5	282.0		-0.49554962	156882.11	35563
410.5	438.0	a	0.49554962	156882.11	35563
284.5	343.0	b	0.49554962	156882.11	35563
506.75	447.0	a	0.49554962	156882.11	35563
400.75	413.0		-0.49554962	156882.11	35563
309.5	279.0		-0.49554962	156882.11	35563
583.0	606.0		-0.49554962	156882.11	35563
373.5	354.0	a	0.49554962	156882.11	35563
445.0	495.0		-0.49554962	156882.11	35563
212.375	209.5		0.49554962	156882.11	35563
478.25	447.0	a	-0.49554962	156882.11	35563
301.5	173.0	c	0.49554962	156882.11	35563
566.0	582.0	a	0.49554962	156882.11	35563
1166.0	1288.0		-0.49554962	156882.11	35563
249.75	267.0		-0.49554962	156882.11	35563
434.0	476.0	a	0.49554962	156882.11	35563
436.25	408.0		0.49554962	156882.11	35563
230.125	303.0	b	0.49554962	156882.11	35563
303.25	165.0		0.49554962	156882.11	35563
561.0	572.0	a	-0.49554962	156882.11	35563
247.375	338.0		0.49554962	156882.11	35563
383.0	366.0		0.49554962	156882.11	35563
581.5	588.0	a	-0.49554962	156882.11	35563
448.75	407.0	a	0.49554962	156882.11	35563
452.5	436.0	a	0.49554962	156882.11	35563
414.25	456.0		-0.49554962	156882.11	35563
474.5	476.0		-0.49554962	156882.11	35563
252.625	331.0		0.49554962	156882.11	35563
360.75	401.0		0.49554962	156882.11	35563
374.0	388.0	a	0.49554962	156882.11	35563
418.5	414.0	a	0.49554962	156882.11	35563
434.25	429.0	a	-0.49554962	156882.11	35563
287.5	380.0	a	0.49554962	156882.11	35563
607.5	654.0	b	0.49554962	156882.11	35563
318.0	326.0		-0.49554962	156882.11	35563
553.0	526.0	a	0.49554962	156882.11	35563
498.0	475.0	a	0.49554962	156882.11	35563
343.5	413.0		-0.49554962	156882.11	35563
310.5	350.0	b	-0.49554962	156882.11	35563
597.5	558.0		0.49554962	156882.11	35563
235.625	253.0		0.49554962	156882.11	35563
393.0	451.0	a	0.49554962	156882.11	35563
297.0	321.0	b	0.49554962	156882.11	35563
320.25	266.0		0.49554962	156882.11	35563
397.75	463.0	a	0.49554962	156882.11	35563
439.75	576.0	a	-0.49554962	156882.11	35563
220.625	308.0		-0.49554962	156882.11	35563
362.0	354.0	a	0.49554962	156882.11	35563
369.5	479.0	a	0.49554962	156882.11	35563
261.75	307.0		-0.49554962	156882.11	35563
546.5	489.0	a	0.49554962	156882.11	35563
816.0	632.0		0.49554962	156882.11	35563
314.5	294.0		-0.49554962	156882.11	35563
543.5	397.0		0.49554962	156882.11	35563
320.0	331.0		0.49554962	156882.11	35563
353.0	369.0	a	0.49554962	156882.11	35563
578.5	542.0		-0.49554962	156882.11	35563
507.75	489.0	a	-0.49554962	156882.11	35563
404.5	439.0		0.49554962	156882.11	35563
452.5	305.0		0.49554962	156882.11	35563
325.75	331.0		0.49554962	156882.11	35563
355.0	367.0	a	-0.49554962	156882.11	35563
295.5	335.0		0.49554962	156882.11	35563
459.0	582.0	a	0.49554962	156882.11	35563
495.5	490.0	a	-0.49554962	156882.11	35563
540.0	494.0	a	0.49554962	156882.11	35563
463.5	442.0	a	0.49554962	156882.11	35563
360.5	394.0	a	-0.49554962	156882.11	35563
544.5	544.0		0.49554962	156882.11	35563
508.75	484.0	a	0.49554962	156882.11	35563
577.5	600.0	a	-0.49554962	156882.11	35563
322.25	285.0		-0.49554962	156882.11	35563
290.0	288.0		-0.49554962	156882.11	35563
1050.0	766.0		0.49554962	156882.11	35563
505.5	468.0		-0.49554962	156882.11	35563
205.5	205.5		0.49554962	156882.11	35563
396.5	403.0		0.49554962	156882.11	35563
623.5	784.0		0.49554962	156882.11	35563
450.75	503.0	a	0.49554962	156882.11	35563
344.75	394.0		-0.49554962	156882.11	35563
507.75	544.0		0.49554962	156882.11	35563
288.75	334.0		-0.49554962	156882.11	35563
235.0	240.0	b	0.49554962	156882.11	35563
446.0	427.0		-0.49554962	156882.11	35563
251.0	342.0		-0.49554962	156882.11	35563
409.75	381.0		0.49554962	156882.11	35563
407.25	428.0		0.49554962	156882.11	35563
416.0	300.0		0.49554962	156882.11	35563
393.25	386.0	a	0.49554962	156882.11	35563
207.625	274.0		0.49554962	156882.11	35563
373.75	392.0		0.49554962	156882.11	35563
203.375	205.0	c	0.49554962	156882.11	35563
308.5	399.0		0.49554962	156882.11	35563
387.25	467.0		0.49554962	156882.11	35563
268.25	245.5	c	0.49554962	156882.11	35563
494.5	508.0	a	0.49554962	156882.11	35563
347.25	378.0		0.49554962	156882.11	35563
457.25	422.0	a	-0.49554962	156882.11	35563
218.5	221.5		-0.49554962	156882.11	35563
404.25	371.0		0.49554962	156882.11	35563
530.0	507.0	a	0.49554962	156882.11	35563
445.0	300.0	d	0.49554962	156882.11	35563
231.5	266.0		0.49554962	156882.11	35563
318.25	403.0		0.49554962	156882.11	35563
345.25	342.0		-0.49554962	156882.11	35563
451.75	402.0		-0.49554962	156882.11	35563
638.0	451.0	a	0.49554962	156882.11	35563
392.0	409.0	b	0.49554962	156882.11	35563
273.25	248.5		0.49554962	156882.11	35563
246.5	204.5	c	-0.49554962	156882.11	35563
423.25	501.0	a	0.49554962	156882.11	35563
875.0	814.0	a	0.49554962	156882.11	35563
233.5	205.0	d	0.49554962	156882.11	35563
282.75	355.0	b	0.49554962	156882.11	35563
302.25	301.0		0.49554962	156882.11	35563
367.5	345.0	b	-0.49554962	156882.11	35563
434.0	404.0	a	-0.49554962	156882.11	35563
536.5	538.0	a	0.49554962	156882.11	35563
220.375	218.0		-0.49554962	156882.11	35563
375.75	378.0		0.49554962	156882.11	35563
597.0	499.0	a	0.49554962	156882.11	35563
414.25	406.0	a	0.49554962	156882.11	35563
335.5	333.0	a	-0.49554962	156882.11	35563
347.25	331.0	b	0.49554962	156882.11	35563
239.875	118.25		0.49554962	156882.11	35563
399.5	407.0	a	0.49554962	156882.11	35563
501.5	493.0	a	0.49554962	156882.11	35563
331.75	351.0	a	0.49554962	156882.11	35563
399.75	455.0		0.49554962	156882.11	35563
510.0	377.0		-0.49554962	156882.11	35563
289.25	240.0		-0.49554962	156882.11	35563
247.375	232.0		0.49554962	156882.11	35563
334.75	383.0		0.49554962	156882.11	35563
268.0	350.0	a	0.49554962	156882.11	35563
371.75	387.0	b	0.49554962	156882.11	35563
529.0	486.0	a	0.49554962	156882.11	35563
626.5	652.0	a	0.49554962	156882.11	35563
703.0	666.0	a	0.49554962	156882.11	35563
377.25	351.0	a	-0.49554962	156882.11	35563
250.625	151.5	c	-0.49554962	156882.11	35563
412.0	427.0		-0.49554962	156882.11	35563
489.25	483.0	a	0.49554962	156882.11	35563
394.25	312.0		-0.49554962	156882.11	35563
466.5	465.0	a	-0.49554962	156882.11	35563
401.25	401.0		-0.49554962	156882.11	35563
545.5	473.0		-0.49554962	156882.11	35563
292.0	338.0	b	-0.49554962	156882.11	35563
499.5	524.0	a	0.49554962	156882.11	35563
658.0	632.0		0.49554962	156882.11	35563
237.875	349.0		0.49554962	156882.11	35563
310.75	446.0		-0.49554962	156882.11	35563
569.0	512.0		-0.49554962	156882.11	35563
421.25	398.0		0.49554962	156882.11	35563
542.5	556.0	a	0.49554962	156882.11	35563
439.5	424.0	a	0.49554962	156882.11	35563
767.0	780.0	a	0.49554962	156882.11	35563
435.25	143.0	d	0.49554962	156882.11	35563
490.75	508.0	a	0.49554962	156882.11	35563
431.75	398.0	a	-0.49554962	156882.11	35563
566.5	524.0	a	0.49554962	156882.11	35563
340.5	396.0		0.49554962	156882.11	35563
604.5	604.0	a	-0.49554962	156882.11	35563
676.5	511.0		0.49554962	156882.11	35563
533.0	434.0	b	0.49554962	156882.11	35563
237.0	276.0	b	0.49554962	156882.11	35563
521.0	489.0	a	-0.49554962	156882.11	35563
439.5	450.0	a	0.49554962	156882.11	35563
328.0	311.0		0.49554962	156882.11	35563
365.0	276.0	b	-0.49554962	156882.11	35563
503.75	382.0		0.49554962	156882.11	35563
485.25	446.0	a	0.49554962	156882.11	35563
535.0	558.0		0.49554962	156882.11	35563
342.0	266.0		-0.49554962	156882.11	35563
440.5	441.0		0.49554962	156882.11	35563
361.5	363.0	a	0.49554962	156882.11	35563
303.75	353.0		0.49554962	156882.11	35563
519.0	552.0	a	0.49554962	156882.11	35563
354.0	377.0	a	0.49554962	156882.11	35563
393.25	366.0	a	0.49554962	156882.11	35563
574.5	562.0	a	0.49554962	156882.11	35563
478.0	487.0	a	0.49554962	156882.11	35563
238.25	205.0	c	0.49554962	156882.11	35563
511.5	493.0	a	0.49554962	156882.11	35563
433.25	414.0	a	0.49554962	156882.11	35563
232.75	82.25		-0.49554962	156882.11	35563
272.25	136.0	c	0.49554962	156882.11	35563
307.0	316.0		-0.49554962	156882.11	35563
618.0	630.0	a	0.49554962	156882.11	35563
524.5	514.0		0.49554962	156882.11	35563
216.625	66.75	d	0.49554962	156882.11	35563
514.0	610.0		0.49554962	156882.11	35563
554.5	327.0	b	-0.49554962	156882.11	35563
260.75	312.0		0.49554962	156882.11	35563
276.0	316.0		-0.49554962	156882.11	35563
420.5	386.0	a	0.49554962	156882.11	35563
338.25	317.0		0.49554962	156882.11	35563
306.0	356.0	a	0.49554962	156882.11	35563
259.0	236.5		0.49554962	156882.11	35563
228.125	249.5		-0.49554962	156882.11	35563
443.75	397.0	a	-0.49554962	156882.11	35563
480.75	460.0	a	-0.49554962	156882.11	35563
292.25	193.5		0.49554962	156882.11	35563
297.5	305.0		0.49554962	156882.11	35563
388.75	392.0	a	0.49554962	156882.11	35563
490.75	43.5	d	0.49554962	156882.11	35563
407.5	369.0		0.49554962	156882.11	35563
292.5	246.0		-0.49554962	156882.11	35563
758.0	734.0		0.49554962	156882.11	35563
390.5	347.0	a	-0.49554962	156882.11	35563
363.75	355.0		0.49554962	156882.11	35563
624.5	640.0	a	-0.49554962	156882.11	35563
314.25	327.0		0.49554962	156882.11	35563
298.5	307.0		-0.49554962	156882.11	35563
330.75	295.0		0.49554962	156882.11	35563
778.0	652.0	b	0.49554962	156882.11	35563
429.0	465.0		0.49554962	156882.11	35563
1088.0	960.0		-0.49554962	156882.11	35563
447.0	417.0	a	0.49554962	156882.11	35563
780.0	115.25	d	0.49554962	156882.11	35563
270.25	257.0		0.49554962	156882.11	35563
384.25	245.5		-0.49554962	156882.11	35563
308.25	279.0		0.49554962	156882.11	35563
416.25	414.0		0.49554962	156882.11	35563
426.0	532.0	a	0.49554962	156882.11	35563
404.5	377.0		0.49554962	156882.11	35563
420.25	420.0		0.49554962	156882.11	35563
271.5	312.0		0.49554962	156882.11	35563
454.5	445.0	a	0.49554962	156882.11	35563
238.125	214.5	b	0.49554962	156882.11	35563
302.75	222.0	c	0.49554962	156882.11	35563
231.375	283.0		0.49554962	156882.11	35563
660.0	564.0		-0.49554962	156882.11	35563
500.25	478.0	a	-0.49554962	156882.11	35563
273.0	284.0		0.49554962	156882.11	35563
274.75	262.0	c	0.49554962	156882.11	35563
563.5	606.0	b	-0.49554962	156882.11	35563
541.0	302.0	d	0.49554962	156882.11	35563
663.5	448.0		0.49554962	156882.11	35563
356.0	356.0		0.49554962	156882.11	35563
582.5	560.0	a	0.49554962	156882.11	35563
216.125	298.0		0.49554962	156882.11	35563
451.0	451.0	a	0.49554962	156882.11	35563
709.5	654.0	a	0.49554962	156882.11	35563
277.5	270.0		0.49554962	156882.11	35563
641.5	686.0		-0.49554962	156882.11	35563
442.5	436.0	a	0.49554962	156882.11	35563
314.25	303.0		0.49554962	156882.11	35563
410.0	410.0	a	0.49554962	156882.11	35563
342.5	371.0	b	0.49554962	156882.11	35563
219.875	272.0		0.49554962	156882.11	35563
422.0	409.0		0.49554962	156882.11	35563
479.0	453.0	a	-0.49554962	156882.11	35563
403.0	538.0	a	0.49554962	156882.11	35563
435.5	411.0		-0.49554962	156882.11	35563
369.5	276.0		0.49554962	156882.11	35563
373.75	570.0	a	-0.49554962	156882.11	35563
302.0	240.5		0.49554962	156882.11	35563
443.5	400.0	a	0.49554962	156882.11	35563
458.5	422.0		0.49554962	156882.11	35563
750.0	704.0	a	0.49554962	156882.11	35563
356.25	356.0		-0.49554962	156882.11	35563
394.0	410.0	a	0.49554962	156882.11	35563
245.25	227.0	c	0.49554962	156882.11	35563
320.5	241.0		0.49554962	156882.11	35563
390.75	542.0		0.49554962	156882.11	35563
569.0	628.0	a	0.49554962	156882.11	35563
385.5	360.0	b	0.49554962	156882.11	35563
350.25	315.0		0.49554962	156882.11	35563
531.0	500.0	a	0.49554962	156882.11	35563
326.0	232.5	b	0.49554962	156882.11	35563
306.5	94.5	d	-0.49554962	156882.11	35563
651.0	512.0		0.49554962	156882.11	35563
347.0	326.0		0.49554962	156882.11	35563
281.25	278.0		0.49554962	156882.11	35563
442.75	427.0	a	0.49554962	156882.11	35563
272.75	233.5		0.49554962	156882.11	35563
445.75	540.0		0.49554962	156882.11	35563
790.5	786.0	a	0.49554962	156882.11	35563
229.75	250.5	c	-0.49554962	156882.11	35563
321.25	377.0	b	0.49554962	156882.11	35563
504.25	532.0	a	0.49554962	156882.11	35563
383.0	406.0		0.49554962	156882.11	35563
498.25	536.0		0.49554962	156882.11	35563
346.0	320.0	a	0.49554962	156882.11	35563
253.0	359.0		0.49554962	156882.11	35563
326.25	119.0	d	0.49554962	156882.11	35563
384.0	385.0		0.49554962	156882.11	35563
371.75	379.0		0.49554962	156882.11	35563
284.0	257.0	c	-0.49554962	156882.11	35563
421.5	394.0		0.49554962	156882.11	35563
461.75	468.0		0.49554962	156882.11	35563
445.0	457.0		0.49554962	156882.11	35563
296.75	274.0		0.49554962	156882.11	35563
516.0	494.0		-0.49554962	156882.11	35563
328.25	290.0	b	0.49554962	156882.11	35563
555.5	562.0	a	0.49554962	156882.11	35563
749.0	680.0	a	0.49554962	156882.11	35563
403.75	387.0		0.49554962	156882.11	35563
527.5	514.0		0.49554962	156882.11	35563
371.75	395.0		0.49554962	156882.11	35563
402.75	307.0		-0.49554962	156882.11	35563
650.0	612.0	a	0.49554962	156882.11	35563
411.0	358.0	b	0.49554962	156882.11	35563
502.0	357.0	b	-0.49554962	156882.11	35563
751.0	730.0	a	0.49554962	156882.11	35563
241.75	330.0		0.49554962	156882.11	35563
394.5	316.0	c	0.49554962	156882.11	35563
465.25	397.0		0.49554962	156882.11	35563
298.75	308.0		0.49554962	156882.11	35563
220.0	175.0	c	-0.49554962	156882.11	35563
1165.0	1140.0		0.49554962	156882.11	35563
666.0	662.0	a	0.49554962	156882.11	35563
263.0	245.5	c	0.49554962	156882.11	35563
536.5	522.0		0.49554962	156882.11	35563
457.75	461.0	a	0.49554962	156882.11	35563
501.75	474.0	a	0.49554962	156882.11	35563
405.75	390.0	a	0.49554962	156882.11	35563
246.0	270.0		0.49554962	156882.11	35563
497.75	510.0		0.49554962	156882.11	35563
368.25	362.0		-0.49554962	156882.11	35563
508.5	509.0		0.49554962	156882.11	35563
781.0	812.0		0.49554962	156882.11	35563
477.5	424.0	a	0.49554962	156882.11	35563
421.75	327.0		0.49554962	156882.11	35563
298.75	224.5	b	0.49554962	156882.11	35563
650.0	604.0	a	0.49554962	156882.11	35563
1122.0	1192.0		0.49554962	156882.11	35563
283.5	342.0		0.49554962	156882.11	35563
378.75	374.0	a	0.49554962	156882.11	35563
406.75	323.0		0.49554962	156882.11	35563
357.0	328.0		0.49554962	156882.11	35563
289.75	248.5		0.49554962	156882.11	35563
294.75	263.0		0.49554962	156882.11	35563
443.75	376.0		0.49554962	156882.11	35563
373.25	307.0		0.49554962	156882.11	35563
424.25	431.0	a	-0.49554962	156882.11	35563
379.5	413.0	a	0.49554962	156882.11	35563
287.75	324.0		0.49554962	156882.11	35563
425.0	408.0	a	0.49554962	156882.11	35563
259.5	296.0		0.49554962	156882.11	35563
400.75	259.0		-0.49554962	156882.11	35563
336.5	290.0	a	0.49554962	156882.11	35563
339.75	323.0	a	0.49554962	156882.11	35563
362.0	348.0		0.49554962	156882.11	35563
228.5	221.0		0.49554962	156882.11	35563
276.0	299.0		0.49554962	156882.11	35563
575.5	580.0	a	-0.49554962	156882.11	35563
576.0	592.0	a	0.49554962	156882.11	35563
329.25	312.0		-0.49554962	156882.11	35563
385.75	243.0	b	0.49554962	156882.11	35563
365.0	364.0	a	0.49554962	156882.11	35563
407.5	147.0		0.49554962	156882.11	35563
371.25	416.0	b	-0.49554962	156882.11	35563
406.0	406.0	a	-0.49554962	156882.11	35563
707.5	554.0	a	-0.49554962	156882.11	35563
271.75	164.5	b	0.49554962	156882.11	35563
252.75	291.0		0.49554962	156882.11	35563
391.5	367.0	a	0.49554962	156882.11	35563
420.25	433.0	a	0.49554962	156882.11	35563
263.25	206.0		0.49554962	156882.11	35563
339.75	415.0	a	0.49554962	156882.11	35563
279.25	280.0	b	0.49554962	156882.11	35563
599.5	582.0	a	-0.49554962	156882.11	35563
264.5	258.0		0.49554962	156882.11	35563
333.5	309.0		-0.49554962	156882.11	35563
603.0	588.0	a	0.49554962	156882.11	35563
730.0	678.0	a	0.49554962	156882.11	35563
241.625	168.0	c	0.49554962	156882.11	35563
423.75	457.0	a	0.49554962	156882.11	35563
326.0	277.0		0.49554962	156882.11	35563
382.25	383.0		0.49554962	156882.11	35563
477.75	446.0		0.49554962	156882.11	35563
309.0	246.0		0.49554962	156882.11	35563
265.75	223.0	b	0.49554962	156882.11	35563
416.25	288.0		-0.49554962	156882.11	35563
261.25	266.0		0.49554962	156882.11	35563
292.0	172.0	c	0.49554962	156882.11	35563
371.5	189.5	c	-0.49554962	156882.11	35563
292.75	406.0	a	0.49554962	156882.11	35563
390.0	466.0		0.49554962	156882.11	35563
281.5	326.0		0.49554962	156882.11	35563
434.25	434.0		0.49554962	156882.11	35563
651.0	650.0	a	0.49554962	156882.11	35563
382.5	331.0		0.49554962	156882.11	35563
351.25	275.0	b	-0.49554962	156882.11	35563
585.0	584.0		0.49554962	156882.11	35563
269.0	144.0	c	0.49554962	156882.11	35563
217.0	359.0		0.49554962	156882.11	35563
346.25	156.5	c	0.49554962	156882.11	35563
468.5	481.0		-0.49554962	156882.11	35563
577.5	556.0	a	0.49554962	156882.11	35563
409.75	411.0	a	-0.49554962	156882.11	35563
445.5	364.0		-0.49554962	156882.11	35563
447.25	453.0		0.49554962	156882.11	35563
640.0	634.0		-0.49554962	156882.11	35563
217.0	271.0		-0.49554962	156882.11	35563
249.125	270.0	b	0.49554962	156882.11	35563
389.75	165.5	d	0.49554962	156882.11	35563
598.0	383.0	a	0.49554962	156882.11	35563
402.5	463.0	a	0.49554962	156882.11	35563
309.75	372.0		0.49554962	156882.11	35563
266.5	359.0	a	0.49554962	156882.11	35563
445.0	477.0		0.49554962	156882.11	35563
244.125	289.0	b	-0.49554962	156882.11	35563
577.0	516.0	a	0.49554962	156882.11	35563
250.875	325.0		0.49554962	156882.11	35563
631.0	654.0	a	0.49554962	156882.11	35563
674.0	566.0	a	0.49554962	156882.11	35563
478.0	367.0		-0.49554962	156882.11	35563
735.0	652.0	a	-0.49554962	156882.11	35563
430.75	450.0	a	-0.49554962	156882.11	35563
439.75	461.0	b	0.49554962	156882.11	35563
406.25	387.0	a	-0.49554962	156882.11	35563
251.125	180.5	c	-0.49554962	156882.11	35563
547.5	520.0	a	0.49554962	156882.11	35563
252.75	276.0	b	0.49554962	156882.11	35563
393.75	81.5	d	0.49554962	156882.11	35563
368.5	357.0		0.49554962	156882.11	35563
402.5	377.0	b	-0.49554962	156882.11	35563
337.25	336.0		-0.49554962	156882.11	35563
447.25	370.0		0.49554962	156882.11	35563
488.0	450.0	d	0.49554962	156882.11	35563
391.75	386.0	a	-0.49554962	156882.11	35563
726.0	788.0	a	0.49554962	156882.11	35563
350.75	428.0	a	0.49554962	156882.11	35563
435.75	436.0	a	0.49554962	156882.11	35563
925.0	570.0	a	0.49554962	156882.11	35563
498.25	484.0	a	0.49554962	156882.11	35563
271.0	247.0		-0.49554962	156882.11	35563
328.25	414.0	a	-0.49554962	156882.11	35563
363.5	363.0	a	0.49554962	156882.11	35563
