AK8_pt	Gent_pt	Flag	genWeights	sumWeight	N_exp
584.5	466.0	a	0.49554962	256276.42	35563
432.75	409.0		0.49554962	256276.42	35563
518.5	489.0	a	-0.49554962	256276.42	35563
568.5	592.0	a	0.49554962	256276.42	35563
454.75	437.0	b	0.49554962	256276.42	35563
555.5	538.0	a	0.49554962	256276.42	35563
315.5	323.0		0.49554962	256276.42	35563
357.25	311.0		0.49554962	256276.42	35563
449.5	482.0	a	0.49554962	256276.42	35563
531.0	439.0	a	0.49554962	256276.42	35563
526.5	269.0	c	0.49554962	256276.42	35563
332.5	325.0		0.49554962	256276.42	35563
227.625	245.5		-0.49554962	256276.42	35563
412.5	409.0	a	0.49554962	256276.42	35563
538.0	463.0		0.49554962	256276.42	35563
530.5	524.0	a	0.49554962	256276.42	35563
323.0	327.0		0.49554962	256276.42	35563
263.0	311.0	b	0.49554962	256276.42	35563
308.0	293.0		-0.49554962	256276.42	35563
386.0	368.0		-0.49554962	256276.42	35563
403.75	420.0	b	-0.49554962	256276.42	35563
401.5	455.0	a	0.49554962	256276.42	35563
407.25	429.0		0.49554962	256276.42	35563
400.25	165.0	c	0.49554962	256276.42	35563
372.0	395.0		0.49554962	256276.42	35563
337.0	317.0		-0.49554962	256276.42	35563
371.5	330.0		-0.49554962	256276.42	35563
304.25	384.0	a	0.49554962	256276.42	35563
308.75	273.0		0.49554962	256276.42	35563
272.0	266.0		-0.49554962	256276.42	35563
448.5	389.0		0.49554962	256276.42	35563
263.25	278.0		0.49554962	256276.42	35563
449.75	413.0		0.49554962	256276.42	35563
331.0	140.0	b	0.49554962	256276.42	35563
345.5	313.0		0.49554962	256276.42	35563
552.0	516.0	a	-0.49554962	256276.42	35563
426.25	454.0	a	0.49554962	256276.42	35563
446.75	400.0		0.49554962	256276.42	35563
330.75	258.0		0.49554962	256276.42	35563
378.25	344.0		0.49554962	256276.42	35563
499.5	470.0	a	0.49554962	256276.42	35563
728.5	732.0	a	0.49554962	256276.42	35563
335.5	317.0	b	0.49554962	256276.42	35563
275.75	270.0		0.49554962	256276.42	35563
301.0	269.0		0.49554962	256276.42	35563
379.5	363.0		0.49554962	256276.42	35563
275.5	220.5	b	0.49554962	256276.42	35563
365.0	358.0	a	-0.49554962	256276.42	35563
329.5	231.5	b	0.49554962	256276.42	35563
783.5	648.0	a	0.49554962	256276.42	35563
410.25	388.0		0.49554962	256276.42	35563
634.0	221.0	d	0.49554962	256276.42	35563
495.25	500.0	a	-0.49554962	256276.42	35563
585.5	582.0	a	-0.49554962	256276.42	35563
373.0	329.0		-0.49554962	256276.42	35563
468.75	403.0		0.49554962	256276.42	35563
567.0	526.0		0.49554962	256276.42	35563
317.5	311.0		0.49554962	256276.42	35563
518.5	491.0	a	0.49554962	256276.42	35563
546.0	530.0	a	0.49554962	256276.42	35563
221.125	136.0	c	-0.49554962	256276.42	35563
378.25	345.0	a	0.49554962	256276.42	35563
392.25	358.0		0.49554962	256276.42	35563
312.5	334.0		0.49554962	256276.42	35563
508.0	492.0	a	-0.49554962	256276.42	35563
407.75	385.0		0.49554962	256276.42	35563
360.0	333.0		-0.49554962	256276.42	35563
201.0	57.75	c	-0.49554962	256276.42	35563
565.5	872.0	a	0.49554962	256276.42	35563
327.25	307.0		0.49554962	256276.42	35563
794.5	716.0		0.49554962	256276.42	35563
464.75	457.0		-0.49554962	256276.42	35563
475.5	435.0	a	0.49554962	256276.42	35563
470.5	411.0		0.49554962	256276.42	35563
296.5	302.0		-0.49554962	256276.42	35563
200.75	302.0		0.49554962	256276.42	35563
378.25	270.0		0.49554962	256276.42	35563
455.0	436.0		0.49554962	256276.42	35563
615.0	610.0	a	0.49554962	256276.42	35563
384.75	389.0	a	0.49554962	256276.42	35563
547.5	501.0	a	0.49554962	256276.42	35563
403.25	387.0		-0.49554962	256276.42	35563
359.5	339.0		0.49554962	256276.42	35563
506.0	393.0		0.49554962	256276.42	35563
384.75	402.0	b	0.49554962	256276.42	35563
260.75	362.0		0.49554962	256276.42	35563
602.0	582.0		0.49554962	256276.42	35563
1098.0	972.0	a	-0.49554962	256276.42	35563
418.0	396.0		0.49554962	256276.42	35563
681.5	664.0	a	0.49554962	256276.42	35563
778.0	746.0		0.49554962	256276.42	35563
330.75	244.0	c	-0.49554962	256276.42	35563
541.0	586.0	a	0.49554962	256276.42	35563
281.0	315.0		0.49554962	256276.42	35563
220.5	332.0		0.49554962	256276.42	35563
235.625	245.5	c	-0.49554962	256276.42	35563
516.0	510.0	d	0.49554962	256276.42	35563
652.0	620.0	a	-0.49554962	256276.42	35563
434.25	216.5		0.49554962	256276.42	35563
717.0	700.0	a	0.49554962	256276.42	35563
342.75	306.0		0.49554962	256276.42	35563
719.5	826.0	a	0.49554962	256276.42	35563
366.25	402.0	a	0.49554962	256276.42	35563
348.25	416.0		0.49554962	256276.42	35563
756.0	774.0	a	0.49554962	256276.42	35563
615.5	624.0	a	0.49554962	256276.42	35563
342.5	350.0		0.49554962	256276.42	35563
429.25	446.0		-0.49554962	256276.42	35563
471.5	455.0		-0.49554962	256276.42	35563
268.75	200.0	b	0.49554962	256276.42	35563
572.0	486.0	a	0.49554962	256276.42	35563
503.75	510.0	a	0.49554962	256276.42	35563
291.0	330.0	b	0.49554962	256276.42	35563
412.25	416.0	a	-0.49554962	256276.42	35563
402.75	443.0	a	-0.49554962	256276.42	35563
605.0	590.0	a	0.49554962	256276.42	35563
390.75	378.0		0.49554962	256276.42	35563
360.0	183.0	d	-0.49554962	256276.42	35563
307.5	270.0		0.49554962	256276.42	35563
415.75	480.0		0.49554962	256276.42	35563
344.5	218.0	c	0.49554962	256276.42	35563
277.5	208.0	b	0.49554962	256276.42	35563
520.5	486.0	a	0.49554962	256276.42	35563
1098.0	1368.0	a	-0.49554962	256276.42	35563
420.0	389.0		-0.49554962	256276.42	35563
204.875	89.75		0.49554962	256276.42	35563
293.25	405.0		0.49554962	256276.42	35563
431.25	341.0		0.49554962	256276.42	35563
517.5	501.0	a	0.49554962	256276.42	35563
375.75	349.0		0.49554962	256276.42	35563
242.125	532.0		0.49554962	256276.42	35563
404.5	417.0		0.49554962	256276.42	35563
423.25	425.0		0.49554962	256276.42	35563
433.5	478.0		0.49554962	256276.42	35563
348.25	329.0		0.49554962	256276.42	35563
472.75	446.0		0.49554962	256276.42	35563
274.5	336.0		0.49554962	256276.42	35563
338.75	176.5		0.49554962	256276.42	35563
423.5	130.5	d	0.49554962	256276.42	35563
454.0	445.0		-0.49554962	256276.42	35563
422.75	441.0		-0.49554962	256276.42	35563
246.5	188.0	c	0.49554962	256276.42	35563
520.5	479.0	a	-0.49554962	256276.42	35563
679.0	648.0	b	0.49554962	256276.42	35563
350.25	389.0		0.49554962	256276.42	35563
324.5	316.0		-0.49554962	256276.42	35563
449.5	447.0		-0.49554962	256276.42	35563
544.0	491.0	b	0.49554962	256276.42	35563
429.25	429.0		0.49554962	256276.42	35563
394.5	371.0		0.49554962	256276.42	35563
356.5	394.0	a	-0.49554962	256276.42	35563
317.75	345.0		0.49554962	256276.42	35563
354.75	431.0		-0.49554962	256276.42	35563
304.0	270.0	c	-0.49554962	256276.42	35563
578.0	570.0	a	0.49554962	256276.42	35563
288.25	202.0	c	-0.49554962	256276.42	35563
299.5	237.5		0.49554962	256276.42	35563
341.75	372.0		0.49554962	256276.42	35563
588.0	506.0	a	0.49554962	256276.42	35563
440.0	459.0	a	0.49554962	256276.42	35563
367.0	360.0		0.49554962	256276.42	35563
647.5	660.0	a	0.49554962	256276.42	35563
346.0	372.0		0.49554962	256276.42	35563
374.75	390.0	a	0.49554962	256276.42	35563
535.5	503.0	a	0.49554962	256276.42	35563
347.25	379.0		0.49554962	256276.42	35563
270.0	302.0		0.49554962	256276.42	35563
582.5	470.0		-0.49554962	256276.42	35563
247.375	237.0		0.49554962	256276.42	35563
316.75	253.0		-0.49554962	256276.42	35563
312.25	325.0		0.49554962	256276.42	35563
462.5	458.0	a	0.49554962	256276.42	35563
587.0	584.0	a	0.49554962	256276.42	35563
251.25	216.0	b	0.49554962	256276.42	35563
398.75	441.0	a	0.49554962	256276.42	35563
294.75	267.0		0.49554962	256276.42	35563
304.0	298.0		0.49554962	256276.42	35563
223.0	235.5		0.49554962	256276.42	35563
250.125	144.0	c	0.49554962	256276.42	35563
350.5	279.0		0.49554962	256276.42	35563
258.25	176.0	d	0.49554962	256276.42	35563
637.0	696.0	a	0.49554962	256276.42	35563
228.25	270.0		0.49554962	256276.42	35563
429.75	428.0		0.49554962	256276.42	35563
439.5	447.0		0.49554962	256276.42	35563
913.0	854.0	a	0.49554962	256276.42	35563
373.75	365.0	a	0.49554962	256276.42	35563
363.0	371.0		-0.49554962	256276.42	35563
364.5	369.0		0.49554962	256276.42	35563
434.25	373.0	b	0.49554962	256276.42	35563
554.5	462.0	a	0.49554962	256276.42	35563
475.25	455.0	a	0.49554962	256276.42	35563
313.0	281.0		0.49554962	256276.42	35563
427.0	407.0	a	0.49554962	256276.42	35563
411.25	501.0	a	0.49554962	256276.42	35563
389.5	420.0	b	0.49554962	256276.42	35563
268.25	216.5	c	0.49554962	256276.42	35563
273.0	175.5	c	0.49554962	256276.42	35563
397.5	286.0		-0.49554962	256276.42	35563
296.25	330.0		0.49554962	256276.42	35563
540.0	522.0	a	0.49554962	256276.42	35563
275.5	296.0	b	-0.49554962	256276.42	35563
527.5	391.0	a	0.49554962	256276.42	35563
630.5	602.0	a	0.49554962	256276.42	35563
356.75	333.0	a	0.49554962	256276.42	35563
256.5	198.5	c	0.49554962	256276.42	35563
579.0	550.0	a	0.49554962	256276.42	35563
239.125	364.0	c	0.49554962	256276.42	35563
285.25	415.0		0.49554962	256276.42	35563
301.75	338.0		0.49554962	256276.42	35563
608.0	592.0	a	0.49554962	256276.42	35563
237.25	270.0		0.49554962	256276.42	35563
397.25	408.0		0.49554962	256276.42	35563
701.0	682.0	a	0.49554962	256276.42	35563
631.5	568.0	a	0.49554962	256276.42	35563
217.25	206.5		0.49554962	256276.42	35563
355.0	406.0	b	0.49554962	256276.42	35563
295.5	286.0		0.49554962	256276.42	35563
229.375	226.5		0.49554962	256276.42	35563
370.25	348.0	b	0.49554962	256276.42	35563
399.0	399.0	a	0.49554962	256276.42	35563
352.0	390.0	a	0.49554962	256276.42	35563
401.75	471.0		0.49554962	256276.42	35563
559.5	544.0	a	0.49554962	256276.42	35563
282.75	305.0	b	0.49554962	256276.42	35563
451.0	354.0	a	0.49554962	256276.42	35563
467.5	455.0		0.49554962	256276.42	35563
227.125	264.0		0.49554962	256276.42	35563
561.5	331.0		0.49554962	256276.42	35563
357.25	268.0	c	-0.49554962	256276.42	35563
292.75	125.0	c	0.49554962	256276.42	35563
529.0	556.0	a	0.49554962	256276.42	35563
434.0	381.0		0.49554962	256276.42	35563
392.25	372.0		-0.49554962	256276.42	35563
284.75	91.75	c	0.49554962	256276.42	35563
399.75	225.5		-0.49554962	256276.42	35563
690.0	680.0	a	0.49554962	256276.42	35563
250.5	277.0		0.49554962	256276.42	35563
414.5	382.0	a	0.49554962	256276.42	35563
694.0	664.0		0.49554962	256276.42	35563
490.5	510.0	a	0.49554962	256276.42	35563
377.25	367.0	a	0.49554962	256276.42	35563
413.75	382.0		0.49554962	256276.42	35563
346.25	349.0	a	-0.49554962	256276.42	35563
372.5	356.0		0.49554962	256276.42	35563
494.5	494.0	a	0.49554962	256276.42	35563
211.25	184.5	b	0.49554962	256276.42	35563
345.75	359.0		0.49554962	256276.42	35563
339.5	342.0		0.49554962	256276.42	35563
491.25	488.0		0.49554962	256276.42	35563
682.5	752.0		0.49554962	256276.42	35563
431.0	486.0	a	-0.49554962	256276.42	35563
649.5	590.0	a	0.49554962	256276.42	35563
463.75	442.0	a	0.49554962	256276.42	35563
335.0	319.0		0.49554962	256276.42	35563
374.25	382.0	a	-0.49554962	256276.42	35563
335.25	383.0	a	-0.49554962	256276.42	35563
648.5	584.0	a	-0.49554962	256276.42	35563
654.0	612.0	a	0.49554962	256276.42	35563
344.75	278.0	b	0.49554962	256276.42	35563
368.5	364.0		-0.49554962	256276.42	35563
556.0	544.0		0.49554962	256276.42	35563
375.0	298.0	d	0.49554962	256276.42	35563
595.5	578.0	a	0.49554962	256276.42	35563
338.0	309.0		0.49554962	256276.42	35563
315.75	378.0		0.49554962	256276.42	35563
344.75	387.0	b	0.49554962	256276.42	35563
524.5	542.0	a	0.49554962	256276.42	35563
491.25	409.0		0.49554962	256276.42	35563
480.5	440.0	a	0.49554962	256276.42	35563
452.0	407.0	a	0.49554962	256276.42	35563
309.25	301.0		0.49554962	256276.42	35563
256.75	199.5	c	0.49554962	256276.42	35563
500.5	504.0	b	0.49554962	256276.42	35563
561.5	544.0	a	0.49554962	256276.42	35563
422.0	441.0		0.49554962	256276.42	35563
462.5	447.0	a	-0.49554962	256276.42	35563
285.5	279.0		-0.49554962	256276.42	35563
423.25	273.0		0.49554962	256276.42	35563
376.25	413.0	a	0.49554962	256276.42	35563
622.0	594.0		-0.49554962	256276.42	35563
394.0	438.0	a	0.49554962	256276.42	35563
1092.0	1064.0	a	0.49554962	256276.42	35563
302.25	316.0		-0.49554962	256276.42	35563
244.0	287.0		-0.49554962	256276.42	35563
236.25	239.0		0.49554962	256276.42	35563
224.75	136.5	c	0.49554962	256276.42	35563
313.0	317.0		-0.49554962	256276.42	35563
366.0	321.0	d	-0.49554962	256276.42	35563
487.5	501.0	a	-0.49554962	256276.42	35563
302.75	321.0		0.49554962	256276.42	35563
478.25	378.0	a	0.49554962	256276.42	35563
865.5	174.5	d	0.49554962	256276.42	35563
388.75	369.0		0.49554962	256276.42	35563
243.375	276.0		-0.49554962	256276.42	35563
549.0	528.0		-0.49554962	256276.42	35563
307.25	293.0	b	-0.49554962	256276.42	35563
367.0	374.0	d	0.49554962	256276.42	35563
522.5	452.0		0.49554962	256276.42	35563
252.125	254.0	b	0.49554962	256276.42	35563
389.0	362.0		0.49554962	256276.42	35563
377.0	399.0		0.49554962	256276.42	35563
419.75	411.0		0.49554962	256276.42	35563
353.75	338.0		0.49554962	256276.42	35563
387.75	423.0	a	0.49554962	256276.42	35563
504.25	509.0	a	0.49554962	256276.42	35563
341.25	292.0		-0.49554962	256276.42	35563
364.0	361.0		-0.49554962	256276.42	35563
596.5	590.0	a	-0.49554962	256276.42	35563
416.5	438.0	a	0.49554962	256276.42	35563
341.5	304.0		0.49554962	256276.42	35563
332.5	350.0		-0.49554962	256276.42	35563
226.75	140.5	c	0.49554962	256276.42	35563
668.5	632.0	a	0.49554962	256276.42	35563
319.5	358.0		0.49554962	256276.42	35563
603.0	630.0	a	0.49554962	256276.42	35563
467.0	114.75	d	0.49554962	256276.42	35563
692.0	648.0	a	-0.49554962	256276.42	35563
477.0	459.0	a	-0.49554962	256276.42	35563
425.75	416.0	a	0.49554962	256276.42	35563
330.25	294.0	b	0.49554962	256276.42	35563
449.75	382.0		0.49554962	256276.42	35563
292.5	272.0		0.49554962	256276.42	35563
209.625	195.0	c	0.49554962	256276.42	35563
667.0	616.0	a	0.49554962	256276.42	35563
351.5	159.5	d	0.49554962	256276.42	35563
448.25	518.0	a	-0.49554962	256276.42	35563
285.0	224.0		-0.49554962	256276.42	35563
238.125	247.0	c	-0.49554962	256276.42	35563
292.5	259.0		0.49554962	256276.42	35563
601.5	554.0		0.49554962	256276.42	35563
389.25	331.0		0.49554962	256276.42	35563
357.25	340.0	b	0.49554962	256276.42	35563
771.5	884.0	a	0.49554962	256276.42	35563
339.75	336.0		0.49554962	256276.42	35563
452.25	409.0		0.49554962	256276.42	35563
328.0	241.0	b	0.49554962	256276.42	35563
258.75	259.0	b	0.49554962	256276.42	35563
692.0	728.0	a	0.49554962	256276.42	35563
229.625	201.5		-0.49554962	256276.42	35563
330.5	354.0		0.49554962	256276.42	35563
353.0	390.0		0.49554962	256276.42	35563
473.25	457.0	a	0.49554962	256276.42	35563
265.0	294.0		0.49554962	256276.42	35563
492.5	425.0		-0.49554962	256276.42	35563
389.5	415.0	a	0.49554962	256276.42	35563
586.5	620.0	a	0.49554962	256276.42	35563
441.25	407.0	a	0.49554962	256276.42	35563
515.0	442.0	a	0.49554962	256276.42	35563
292.25	730.0		-0.49554962	256276.42	35563
533.5	482.0	a	0.49554962	256276.42	35563
345.5	327.0		0.49554962	256276.42	35563
429.5	482.0	a	0.49554962	256276.42	35563
584.0	528.0	a	-0.49554962	256276.42	35563
651.0	586.0		0.49554962	256276.42	35563
403.5	388.0	a	0.49554962	256276.42	35563
554.0	302.0	b	0.49554962	256276.42	35563
354.0	415.0	a	0.49554962	256276.42	35563
613.0	598.0		-0.49554962	256276.42	35563
286.0	243.5	c	0.49554962	256276.42	35563
461.25	416.0		0.49554962	256276.42	35563
374.75	403.0	a	-0.49554962	256276.42	35563
447.5	483.0		-0.49554962	256276.42	35563
461.0	424.0		0.49554962	256276.42	35563
824.5	862.0	a	0.49554962	256276.42	35563
496.0	479.0	a	0.49554962	256276.42	35563
557.5	534.0		-0.49554962	256276.42	35563
416.5	295.0	b	0.49554962	256276.42	35563
412.5	407.0		0.49554962	256276.42	35563
400.5	389.0	a	0.49554962	256276.42	35563
329.25	248.0	b	0.49554962	256276.42	35563
505.75	548.0	a	0.49554962	256276.42	35563
430.0	452.0	a	0.49554962	256276.42	35563
521.5	534.0	a	0.49554962	256276.42	35563
424.25	424.0	a	0.49554962	256276.42	35563
450.5	357.0		-0.49554962	256276.42	35563
495.0	293.0		0.49554962	256276.42	35563
478.0	486.0		0.49554962	256276.42	35563
239.875	248.5		0.49554962	256276.42	35563
461.75	441.0	a	0.49554962	256276.42	35563
347.75	284.0		-0.49554962	256276.42	35563
256.5	315.0		0.49554962	256276.42	35563
404.25	402.0	a	-0.49554962	256276.42	35563
243.125	241.5		0.49554962	256276.42	35563
1149.0	1010.0	a	0.49554962	256276.42	35563
294.75	262.0		0.49554962	256276.42	35563
327.25	362.0	b	0.49554962	256276.42	35563
698.5	640.0	a	-0.49554962	256276.42	35563
474.0	491.0	a	0.49554962	256276.42	35563
764.5	624.0	a	-0.49554962	256276.42	35563
245.375	248.0	c	-0.49554962	256276.42	35563
373.5	367.0		-0.49554962	256276.42	35563
278.25	311.0		0.49554962	256276.42	35563
229.0	246.0		0.49554962	256276.42	35563
315.5	370.0	a	-0.49554962	256276.42	35563
344.0	329.0		0.49554962	256276.42	35563
1000.0	104.5	d	0.49554962	256276.42	35563
487.75	459.0		0.49554962	256276.42	35563
436.25	488.0	a	0.49554962	256276.42	35563
328.0	239.5	b	-0.49554962	256276.42	35563
337.0	329.0		0.49554962	256276.42	35563
495.25	277.0		0.49554962	256276.42	35563
454.75	692.0		0.49554962	256276.42	35563
397.25	408.0		-0.49554962	256276.42	35563
231.0	201.5		0.49554962	256276.42	35563
359.5	455.0	a	0.49554962	256276.42	35563
383.75	380.0	a	0.49554962	256276.42	35563
452.5	435.0	a	0.49554962	256276.42	35563
641.5	576.0	a	-0.49554962	256276.42	35563
613.0	530.0		-0.49554962	256276.42	35563
535.5	150.0	d	0.49554962	256276.42	35563
405.5	422.0	a	0.49554962	256276.42	35563
403.5	445.0	b	0.49554962	256276.42	35563
402.5	433.0		0.49554962	256276.42	35563
539.5	438.0	a	0.49554962	256276.42	35563
260.25	282.0	b	-0.49554962	256276.42	35563
543.5	406.0	a	-0.49554962	256276.42	35563
542.0	574.0	a	-0.49554962	256276.42	35563
417.5	252.5	b	-0.49554962	256276.42	35563
517.0	437.0	a	0.49554962	256276.42	35563
492.5	487.0	a	0.49554962	256276.42	35563
552.0	483.0	a	0.49554962	256276.42	35563
353.25	380.0		0.49554962	256276.42	35563
393.75	417.0	b	0.49554962	256276.42	35563
824.0	816.0	a	-0.49554962	256276.42	35563
730.5	682.0	a	-0.49554962	256276.42	35563
569.0	504.0		0.49554962	256276.42	35563
339.5	207.0		0.49554962	256276.42	35563
436.25	445.0	a	0.49554962	256276.42	35563
929.0	882.0	a	0.49554962	256276.42	35563
415.25	357.0	b	0.49554962	256276.42	35563
444.25	465.0		0.49554962	256276.42	35563
617.5	578.0		-0.49554962	256276.42	35563
314.0	273.0		0.49554962	256276.42	35563
744.0	690.0	a	0.49554962	256276.42	35563
375.75	468.0		0.49554962	256276.42	35563
345.25	364.0	b	0.49554962	256276.42	35563
403.75	387.0		0.49554962	256276.42	35563
392.75	386.0	a	0.49554962	256276.42	35563
382.25	411.0	b	0.49554962	256276.42	35563
250.125	131.5	c	0.49554962	256276.42	35563
495.75	484.0	a	-0.49554962	256276.42	35563
637.0	554.0	a	0.49554962	256276.42	35563
453.75	450.0	a	-0.49554962	256276.42	35563
265.5	223.5	d	-0.49554962	256276.42	35563
344.75	405.0	a	0.49554962	256276.42	35563
342.25	391.0		-0.49554962	256276.42	35563
386.25	294.0	b	0.49554962	256276.42	35563
520.5	368.0	a	-0.49554962	256276.42	35563
337.25	366.0		0.49554962	256276.42	35563
337.75	315.0		-0.49554962	256276.42	35563
341.25	351.0		0.49554962	256276.42	35563
347.25	425.0		0.49554962	256276.42	35563
488.25	427.0		0.49554962	256276.42	35563
690.0	744.0	a	0.49554962	256276.42	35563
232.875	223.5		0.49554962	256276.42	35563
241.0	280.0		-0.49554962	256276.42	35563
249.0	197.5	c	0.49554962	256276.42	35563
328.0	250.0	b	-0.49554962	256276.42	35563
215.5	219.0		-0.49554962	256276.42	35563
410.25	413.0		0.49554962	256276.42	35563
348.0	390.0		-0.49554962	256276.42	35563
374.5	416.0		0.49554962	256276.42	35563
364.5	347.0		-0.49554962	256276.42	35563
982.5	952.0	a	-0.49554962	256276.42	35563
646.0	526.0	a	0.49554962	256276.42	35563
358.25	443.0		0.49554962	256276.42	35563
327.75	325.0		0.49554962	256276.42	35563
492.5	449.0		-0.49554962	256276.42	35563
343.0	381.0		0.49554962	256276.42	35563
532.0	520.0	a	-0.49554962	256276.42	35563
282.75	288.0		-0.49554962	256276.42	35563
468.5	449.0		0.49554962	256276.42	35563
422.25	262.0	b	-0.49554962	256276.42	35563
255.0	305.0		0.49554962	256276.42	35563
405.75	385.0	a	0.49554962	256276.42	35563
280.25	364.0	b	-0.49554962	256276.42	35563
463.0	176.0	c	0.49554962	256276.42	35563
339.25	350.0		-0.49554962	256276.42	35563
364.75	362.0	a	0.49554962	256276.42	35563
416.5	408.0	a	0.49554962	256276.42	35563
454.0	272.0	b	0.49554962	256276.42	35563
323.25	378.0	a	0.49554962	256276.42	35563
331.0	323.0		-0.49554962	256276.42	35563
467.75	423.0	a	0.49554962	256276.42	35563
569.0	444.0	a	0.49554962	256276.42	35563
280.0	284.0	b	0.49554962	256276.42	35563
328.75	353.0	a	0.49554962	256276.42	35563
251.625	280.0		0.49554962	256276.42	35563
593.5	316.0		-0.49554962	256276.42	35563
643.0	648.0	a	0.49554962	256276.42	35563
357.25	337.0		-0.49554962	256276.42	35563
316.25	310.0	c	0.49554962	256276.42	35563
769.5	738.0	a	0.49554962	256276.42	35563
431.5	429.0	a	-0.49554962	256276.42	35563
295.25	386.0	a	-0.49554962	256276.42	35563
264.0	239.5	b	-0.49554962	256276.42	35563
349.75	299.0		0.49554962	256276.42	35563
433.0	441.0		0.49554962	256276.42	35563
289.25	278.0	d	0.49554962	256276.42	35563
240.5	248.0		-0.49554962	256276.42	35563
207.5	148.5	b	0.49554962	256276.42	35563
458.0	430.0	a	-0.49554962	256276.42	35563
