AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
31.75	180.0	277.21875	6.592274e-05	0.8383789	4.339890679320803	True
51.84375	175.75	51.84375	2.2798777e-05	0.9638672	0.0535891536815285	True
69.5625	172.75	174.3125	0.91503906	0.26879883	5.2123603705945385	True
118.25	235.25	118.25	0.00014162064	0.32080078	0.022401251247373466	True
73.6875	207.25	332.25	0.00033831596	0.98046875	3.3179802472901514	True
109.0	267.25	227.1875	0.0413208	0.98535156	1.483166821825776	True
118.1875	195.625	118.1875	0.00011384487	0.48486328	2.552962471466799	True
48.21875	330.25	160.71875	0.27856445	0.05038452	1.1765705186644766	True
130.25	212.0	130.25	0.0017404556	0.9995117	5.526541673938709	True
34.125	215.625	188.71875	4.8190355e-05	0.08734131	0.6272289168941114	True
33.34375	231.375	262.28125	0.0074310303	0.40795898	0.31401054464376443	True
34.84375	189.0	34.84375	0.7529297	0.052703857	0.655906679607412	True
113.25	244.5	113.25	0.009140015	0.9980469	0.5735312788435181	True
93.0625	199.625	93.0625	8.5771084e-05	0.9501953	0.4945594229322694	True
47.0625	177.0	47.0625	0.0023994446	0.3840332	2.3271632370186524	True
44.40625	317.0	120.65625	1.1213124e-05	0.09887695	8.450521828115043	True
25.515625	173.375	204.20312	0.015312195	0.99609375	3.966493307086793	True
25.1875	302.5	104.203125	0.0025043488	0.06488037	2.7212681121414732	True
43.84375	189.75	99.8125	0.009468079	0.9995117	3.969057795681806	True
25.9375	188.625	149.90625	0.0055389404	0.9980469	1.762084786820438	True
61.90625	311.25	221.40625	0.12976074	0.10266113	1.0825506214775373	True
140.875	224.125	140.875	0.07281494	0.17150879	2.710772691609037	True
35.125	416.25	181.25	0.0023536682	0.89990234	3.818888766395389	True
42.4375	181.5	42.4375	0.0051193237	0.8486328	2.109279904461374	True
26.421875	239.25	92.109375	0.68896484	0.19433594	0.21369159792448045	True
98.25	215.5	98.25	1.527369e-05	0.6347656	3.103048915569701	True
58.1875	176.75	58.1875	0.0101623535	0.9736328	2.0285339757876244	True
69.4375	172.625	147.5	9.834766e-06	0.71240234	0.2526484394139885	True
141.0	337.5	141.0	0.33764648	0.25610352	3.809964458541657	True
64.4375	216.125	64.4375	0.005405426	0.053253174	2.5971139644557724	True
32.5625	247.25	137.0	1.9203871e-06	0.14892578	2.383456945324639	True
35.625	501.5	112.875	0.9370117	0.8833008	0.7305791775093695	True
63.84375	192.5	205.21875	0.32470703	0.9970703	5.295806536416492	True
35.25	244.5	214.0	1.1257827e-05	0.28881836	6.307639659687325	True
89.25	220.75	89.25	0.359375	0.18371582	0.5212486659284679	True
30.890625	196.625	204.64062	0.01146698	0.97802734	7.174497129730369	True
55.3125	232.125	154.625	0.0001538992	0.7548828	0.5605716493622452	True
